"","race","age","prior_offense","is_recid"
"4335","African-American",32,1,1
"3284","Caucasian",23,1,1
"4351","African-American",20,0,1
"3671","African-American",27,1,1
"2996","Caucasian",21,1,1
"4063","Caucasian",21,0,1
"4125","Caucasian",23,1,1
"4385","Caucasian",33,1,1
"2170","Caucasian",66,1,0
"4320","African-American",31,1,1
"751","Caucasian",24,0,1
"125","African-American",22,1,1
"4546","Caucasian",41,1,0
"4118","Caucasian",33,1,0
"4081","Caucasian",46,0,0
"4705","Caucasian",28,1,1
"3716","African-American",21,1,1
"608","African-American",21,0,1
"839","Caucasian",23,0,1
"2124","African-American",21,1,1
"252","African-American",31,1,0
"2431","African-American",33,1,1
"2507","African-American",23,0,1
"2749","African-American",29,1,0
"4230","African-American",31,1,1
"3114","African-American",26,1,1
"3343","Caucasian",36,0,1
"3071","Caucasian",24,0,0
"2678","Caucasian",34,1,1
"2472","Caucasian",31,0,0
"295","African-American",26,1,0
"224","Caucasian",50,1,1
"103","African-American",24,1,1
"120","Caucasian",25,1,1
"2329","Caucasian",41,0,0
"4711","Caucasian",49,1,0
"1468","African-American",21,1,0
"2071","African-American",38,1,0
"3500","Caucasian",36,1,1
"3244","African-American",31,0,0
"4995","Caucasian",38,1,0
"4065","Caucasian",21,1,1
"4542","Caucasian",23,1,1
"4375","Caucasian",42,1,0
"4232","African-American",44,1,0
"2049","African-American",24,1,1
"291","African-American",33,0,0
"2188","African-American",31,1,0
"141","African-American",55,0,0
"2555","African-American",21,1,1
"1252","Caucasian",25,0,1
"3293","African-American",50,1,0
"3619","African-American",44,0,0
"4498","Caucasian",26,0,1
"3414","African-American",27,1,0
"2906","Caucasian",41,1,0
"4513","African-American",21,1,1
"3974","Caucasian",29,0,0
"1024","African-American",31,1,0
"3879","African-American",23,0,1
"723","African-American",23,1,0
"3724","Caucasian",25,0,1
"3119","Caucasian",39,1,1
"187","African-American",27,1,1
"2545","Caucasian",32,1,0
"150","African-American",35,1,0
"3","African-American",26,1,1
"1615","African-American",37,1,0
"2470","African-American",32,1,1
"1488","Caucasian",45,1,0
"1733","African-American",28,1,0
"4304","Caucasian",30,0,1
"3359","Caucasian",22,0,1
"4806","Caucasian",25,0,1
"3623","African-American",23,1,1
"2398","African-American",28,1,1
"3377","Caucasian",29,1,1
"3079","African-American",31,0,0
"2267","African-American",35,1,0
"4833","Caucasian",20,1,1
"3377.1","Caucasian",29,1,1
"3404","Caucasian",42,0,0
"2567","Caucasian",42,0,0
"905","Caucasian",26,1,1
"3360","African-American",31,1,1
"1672","Caucasian",67,0,0
"2038","Caucasian",33,1,0
"3783","Caucasian",37,1,0
"2611","African-American",49,1,0
"4882","Caucasian",45,1,0
"4102","Caucasian",32,0,1
"2552","African-American",29,0,1
"3450","Caucasian",27,0,1
"3883","African-American",25,0,1
"2717","African-American",32,0,0
"1966","Caucasian",31,1,1
"4379","African-American",22,0,0
"3475","African-American",43,0,0
"3914","Caucasian",22,1,1
"2939","Caucasian",21,1,1
"2786","African-American",57,1,0
"373","African-American",23,0,1
"1866","African-American",38,1,0
"685","African-American",27,0,0
"4062","African-American",44,0,0
"4422","African-American",36,0,0
"1750","Caucasian",43,1,0
"420","African-American",28,1,0
"4937","African-American",22,0,1
"1365","African-American",65,1,0
"4778","Caucasian",22,0,1
"4491","Caucasian",26,1,1
"4873","Caucasian",31,1,1
"926","African-American",26,1,0
"4042","African-American",42,1,0
"3258","African-American",31,1,0
"588","African-American",21,0,0
"1703","Caucasian",41,1,0
"628","Caucasian",27,1,1
"128","Caucasian",43,0,0
"2431.1","African-American",33,1,1
"4844","African-American",29,1,1
"2672","Caucasian",53,1,0
"3973","African-American",21,0,1
"143","Caucasian",28,0,1
"29","African-American",26,1,1
"1841","African-American",25,1,1
"466","African-American",34,1,1
"4433","Caucasian",25,1,1
"296","Caucasian",52,1,0
"312","Caucasian",62,0,0
"4609","Caucasian",46,0,0
"3910","Caucasian",27,1,0
"2110","African-American",28,1,1
"2942","African-American",25,1,1
"2214","African-American",25,1,1
"518","African-American",30,1,0
"4390","Caucasian",26,1,0
"4029","African-American",37,1,1
"4261","African-American",21,1,1
"600","African-American",31,1,0
"1892","African-American",22,0,1
"791","African-American",30,1,0
"1874","African-American",24,1,1
"3137","Caucasian",49,1,0
"3279","Caucasian",26,1,1
"2100","African-American",21,0,0
"2661","African-American",25,1,1
"3231","Caucasian",25,1,0
"4845","African-American",24,1,1
"3185","African-American",21,1,1
"3916","Caucasian",24,0,1
"3107","African-American",37,1,0
"3656","African-American",23,1,0
"297","Caucasian",22,1,1
"2555.1","African-American",21,1,1
"1795","Caucasian",54,1,0
"683","African-American",27,1,0
"4988","Caucasian",55,1,0
"2936","African-American",28,1,1
"2157","Caucasian",23,0,1
"641","African-American",25,0,1
"3972","Caucasian",40,0,0
"4307","African-American",35,1,0
"4487","African-American",27,1,0
"1463","African-American",22,0,1
"4770","African-American",27,1,1
"1483","African-American",23,1,1
"4470","African-American",26,1,1
"3242","Caucasian",30,1,1
"3480","African-American",24,0,0
"3542","Caucasian",32,1,1
"454","African-American",53,1,0
"3555","African-American",32,0,0
"2812","Caucasian",65,0,0
"2662","Caucasian",33,1,0
"4506","African-American",21,1,1
"3923","African-American",23,1,0
"2777","Caucasian",21,0,1
"857","African-American",46,1,0
"299","Caucasian",21,0,1
"2136","Caucasian",28,0,0
"1151","African-American",28,1,1
"4871","African-American",28,1,1
"4193","Caucasian",23,1,1
"3588","Caucasian",24,1,1
"664","Caucasian",25,0,1
"4651","African-American",51,1,0
"1319","Caucasian",23,0,1
"3867","Caucasian",44,1,0
"375","African-American",27,1,1
"4499","African-American",33,1,1
"1856","African-American",27,1,0
"2457","African-American",29,1,0
"285","Caucasian",52,0,0
"2424","Caucasian",26,1,1
"7","Caucasian",39,1,0
"4553","Caucasian",28,1,0
"1903","Caucasian",55,0,0
"2916","Caucasian",24,1,1
"977","Caucasian",38,1,0
"3421","African-American",38,1,0
"3360.1","African-American",31,1,1
"103.1","African-American",24,1,1
"3769","Caucasian",49,0,0
"984","African-American",20,0,0
"276","African-American",46,1,0
"4732","African-American",23,1,1
"2419","African-American",48,1,0
"4535","African-American",49,1,0
"822","African-American",24,0,1
"443","Caucasian",31,0,0
"466.1","African-American",34,1,1
"1257","African-American",28,1,0
"2654","Caucasian",45,1,0
"2986","Caucasian",24,0,1
"2612","African-American",56,1,0
"1634","African-American",25,0,0
"4180","African-American",55,1,0
"3976","African-American",23,0,1
"237","African-American",21,0,1
"3834","African-American",24,1,1
"4816","Caucasian",38,1,1
"834","African-American",31,1,0
"724","African-American",60,1,0
"4425","African-American",25,1,1
"4151","African-American",31,1,1
"2551","African-American",26,1,0
"4051","Caucasian",40,1,1
"1471","African-American",23,1,1
"1251","Caucasian",21,0,1
"1882","African-American",24,1,1
"4096","African-American",24,0,1
"4442","African-American",24,1,0
"3207","Caucasian",27,1,0
"2577","African-American",23,1,1
"3116","Caucasian",34,1,0
"4709","Caucasian",35,1,0
"3975","Caucasian",51,1,0
"3510","African-American",56,1,0
"1369","African-American",25,1,1
"1344","Caucasian",66,1,0
"173","African-American",21,1,1
"4553.1","Caucasian",28,1,0
"4520","African-American",31,1,0
"3936","Caucasian",31,1,1
"1140","African-American",31,1,0
"2341","Caucasian",27,1,1
"271","Caucasian",34,1,1
"609","African-American",37,1,0
"371","Caucasian",46,1,0
"2919","African-American",32,1,0
"3543","African-American",51,1,0
"2637","African-American",43,1,0
"2775","African-American",20,0,1
"1356","African-American",25,1,0
"4538","African-American",21,1,1
"2324","African-American",25,1,1
"342","African-American",37,1,0
"545","African-American",25,1,1
"1237","African-American",25,1,1
"445","Caucasian",26,1,0
"3155","African-American",25,1,1
"4435","African-American",37,1,1
"2901","Caucasian",44,1,0
"2750","Caucasian",22,0,0
"1989","Caucasian",24,1,1
"2458","African-American",41,1,1
"613","African-American",23,1,0
"1954","Caucasian",22,1,1
"2803","Caucasian",42,0,0
"1180","African-American",24,1,1
"3212","Caucasian",28,1,1
"3767","African-American",28,1,1
"4280","African-American",35,0,0
"4416","Caucasian",36,1,0
"1741","African-American",20,1,1
"3748","Caucasian",28,0,0
"604","Caucasian",37,1,0
"4986","African-American",37,1,0
"3342","Caucasian",42,1,0
"3762","African-American",38,0,0
"1804","Caucasian",25,0,1
"2936.1","African-American",28,1,1
"1577","African-American",44,1,0
"3424","Caucasian",22,1,1
"855","Caucasian",35,1,0
"3986","Caucasian",21,1,1
"3026","African-American",24,1,1
"3380","African-American",23,1,1
"3197","Caucasian",37,1,1
"3731","African-American",28,1,0
"1490","Caucasian",27,0,0
"970","Caucasian",24,1,1
"3029","African-American",32,1,1
"554","African-American",27,1,0
"2317","Caucasian",23,1,1
"4063.1","Caucasian",21,0,1
"2137","African-American",28,1,0
"2576","African-American",20,0,1
"63","African-American",22,1,1
"783","African-American",21,0,1
"624","African-American",36,1,0
"1878","Caucasian",22,1,1
"1775","African-American",28,1,1
"4147","Caucasian",23,1,1
"4178","Caucasian",22,1,1
"2412","Caucasian",27,1,1
"2247","Caucasian",30,0,1
"2231","African-American",28,1,0
"1633","African-American",26,1,1
"3706","African-American",42,1,1
"2117","Caucasian",35,0,0
"4595","African-American",26,1,0
"662","Caucasian",25,0,1
"115","Caucasian",35,1,0
"894","African-American",23,0,1
"1292","African-American",21,0,1
"758","African-American",30,1,0
"1389","African-American",30,1,1
"1582","African-American",33,1,0
"326","Caucasian",21,0,1
"3896","African-American",26,0,0
"2148","Caucasian",68,0,0
"4636","African-American",19,1,1
"337","African-American",23,0,0
"4724","Caucasian",58,1,0
"252.1","African-American",31,1,0
"2345","Caucasian",20,1,1
"935","Caucasian",42,1,0
"2099","African-American",31,1,1
"1711","Caucasian",33,1,0
"530","Caucasian",40,0,0
"3522","African-American",34,0,0
"3233","Caucasian",20,0,1
"341","Caucasian",22,0,1
"4919","African-American",22,0,0
"4410","Caucasian",67,1,0
"2217","African-American",39,1,0
"3301","Caucasian",20,0,1
"3647","African-American",37,1,0
"201","Caucasian",24,1,1
"4740","Caucasian",35,1,0
"4631","African-American",42,1,0
"360","Caucasian",29,1,1
"829","African-American",21,0,0
"3303","African-American",24,0,1
"3139","Caucasian",22,1,1
"3739","Caucasian",27,1,1
"3386","Caucasian",23,1,1
"1454","Caucasian",65,1,0
"2529","Caucasian",33,1,1
"2839","African-American",37,1,1
"4967","Caucasian",31,0,1
"3130","Caucasian",29,1,1
"510","African-American",30,1,1
"1643","Caucasian",48,1,0
"2705","African-American",44,0,0
"3332","Caucasian",38,1,0
"4970","African-American",31,1,1
"344","African-American",41,0,0
"3854","Caucasian",21,0,1
"1346","Caucasian",27,1,1
"1796","Caucasian",51,0,0
"1847","Caucasian",26,0,1
"2666","Caucasian",32,1,1
"2520","Caucasian",55,0,0
"2562","Caucasian",49,1,0
"2895","Caucasian",30,1,1
