"","race","age","prior_offense","is_recid"
"3201","Caucasian",22,1,1
"1189","African-American",37,1,0
"4320","African-American",31,1,1
"2975","Caucasian",39,0,1
"3255","African-American",20,0,1
"1377","African-American",22,1,1
"2775","African-American",20,0,1
"4230","African-American",31,1,1
"3004","Caucasian",26,0,1
"4926","African-American",20,0,1
"3503","Caucasian",31,0,0
"147","African-American",39,1,0
"3834","African-American",24,1,1
"4638","African-American",20,1,1
"3010","African-American",27,1,1
"4891","African-American",38,1,1
"2898","Caucasian",51,0,0
"1799","African-American",21,1,1
"148","African-American",27,1,0
"1823","Caucasian",51,0,0
"4193","Caucasian",23,1,1
"4663","African-American",47,1,0
"3409","Caucasian",38,1,1
"32","Caucasian",24,1,1
"4809","African-American",40,0,0
"2783","Caucasian",27,1,1
"3425","African-American",35,0,0
"4869","Caucasian",30,1,1
"4464","African-American",23,0,1
"3825","African-American",31,1,1
"2502","Caucasian",46,0,0
"3653","Caucasian",65,1,0
"1209","African-American",50,1,0
"4289","African-American",45,0,0
"2094","Caucasian",55,1,0
"3894","Caucasian",29,1,1
"3431","African-American",30,1,0
"4731","African-American",32,1,1
"686","Caucasian",20,1,1
"2237","African-American",27,1,0
"4795","African-American",32,0,0
"1435","Caucasian",36,0,0
"2230","Caucasian",26,0,1
"422","African-American",53,1,0
"2956","African-American",44,1,0
"3703","African-American",23,0,1
"4912","African-American",27,1,1
"982","African-American",29,0,1
"1519","African-American",43,1,0
"13","Caucasian",44,0,0
"4036","Caucasian",21,1,1
"4525","Caucasian",22,1,1
"452","Caucasian",22,0,1
"247","Caucasian",48,1,0
"3887","African-American",43,0,0
"3800","African-American",25,1,1
"1257","African-American",28,1,0
"2854","African-American",23,0,1
"1492","Caucasian",26,1,1
"3734","African-American",29,1,0
"2467","Caucasian",72,0,0
"23","Caucasian",37,1,1
"4728","Caucasian",47,1,0
"2680","Caucasian",21,1,1
"4343","African-American",30,0,0
"2241","African-American",41,1,0
"2563","Caucasian",52,0,0
"1427","African-American",30,1,1
"2287","African-American",24,1,1
"4818","Caucasian",59,0,0
"188","African-American",60,1,1
"1627","Caucasian",20,0,1
"1113","Caucasian",22,0,1
"3668","Caucasian",34,1,1
"2933","African-American",22,1,1
"1973","African-American",23,0,1
"3277","African-American",26,1,1
"3175","Caucasian",52,1,0
"3261","African-American",27,1,0
"4743","African-American",28,1,0
"4723","African-American",30,1,1
"1128","African-American",27,1,1
"3608","African-American",26,1,1
"3145","African-American",45,0,0
"4585","African-American",22,0,1
"3085","Caucasian",37,1,1
"4432","Caucasian",33,0,1
"3075","African-American",28,1,1
"1823.1","Caucasian",51,0,0
