"","race","age","prior_offense","is_recid"
"4949","Caucasian",30,0,0
"4318","African-American",30,0,1
"2433","African-American",21,1,1
"1025","African-American",41,1,0
"3099","Caucasian",39,0,0
"1415","Caucasian",37,1,1
"4539","Caucasian",21,0,1
"310","Caucasian",35,1,1
"4837","African-American",25,1,1
"3639","Caucasian",21,1,1
"681","African-American",29,1,1
"3398","Caucasian",23,1,1
"1316","Caucasian",29,0,1
"4559","African-American",21,0,1
"3885","African-American",24,0,0
"554","African-American",27,1,0
"4473","African-American",29,1,0
"881","Caucasian",28,1,0
"4752","Caucasian",19,0,1
"4582","Caucasian",24,1,1
"1719","Caucasian",24,0,1
"2580","Caucasian",21,1,1
"2634","African-American",27,1,1
"512","Caucasian",20,0,1
"3221","African-American",36,1,1
"1297","Caucasian",53,0,0
"1920","African-American",35,1,0
"687","Caucasian",36,1,0
"177","African-American",40,0,0
"218","African-American",27,1,0
"3853","African-American",21,1,1
"593","Caucasian",33,1,0
"711","Caucasian",39,1,0
"895","Caucasian",46,1,0
"2944","Caucasian",41,0,0
"3656","African-American",23,1,0
"4595","African-American",26,1,0
"4498","Caucasian",26,0,1
"3951","Caucasian",43,1,0
"3819","Caucasian",23,1,1
"2732","African-American",53,1,0
"257","African-American",24,1,1
"511","Caucasian",29,1,1
"3877","Caucasian",20,0,1
"1148","African-American",22,0,1
"2398","African-American",28,1,1
"3476","African-American",28,1,0
"3587","Caucasian",21,0,1
"50","African-American",33,1,0
"2574","African-American",36,1,1
"1783","Caucasian",24,1,0
"3886","African-American",31,0,0
"3804","Caucasian",44,1,0
"1738","Caucasian",38,0,0
"1006","African-American",24,1,1
"4828","Caucasian",31,0,1
"598","African-American",27,1,0
"2759","African-American",27,1,0
"2539","Caucasian",25,0,0
"2823","Caucasian",21,1,1
"1340","Caucasian",24,1,1
"1257","African-American",28,1,0
"4777","African-American",28,1,0
"763","African-American",43,1,1
"3315","African-American",25,1,1
"3692","Caucasian",21,0,1
"576","African-American",26,0,1
"4319","Caucasian",32,1,1
"244","African-American",42,1,0
"4788","African-American",27,1,1
"3264","Caucasian",31,1,0
"1808","African-American",33,1,1
"3774","African-American",34,1,0
"4855","Caucasian",55,1,0
