"","race","age","prior_offense","is_recid"
"2884","Caucasian",57,0,0
"2070","African-American",20,1,0
"3438","African-American",33,0,1
"2902","African-American",25,1,0
"3334","Caucasian",53,0,0
"1160","Caucasian",33,0,1
"575","African-American",50,1,0
"481","Caucasian",43,0,0
"3480","African-American",24,0,0
"2848","Caucasian",26,1,1
"3176","African-American",35,1,0
"1467","Caucasian",68,0,0
"1064","Caucasian",26,0,1
"4459","Caucasian",30,1,0
"1570","African-American",23,1,1
"852","Caucasian",52,1,0
"4546","Caucasian",41,1,0
"3356","Caucasian",22,1,1
"2795","African-American",33,1,0
"2034","Caucasian",25,0,1
"4218","African-American",35,1,1
"1645","African-American",26,1,0
"2069","Caucasian",46,0,0
"2966","African-American",20,1,1
"3260","African-American",44,1,0
"4756","African-American",44,1,0
"3472","African-American",29,1,1
"2119","African-American",39,1,0
"1594","African-American",43,1,0
"2902.1","African-American",25,1,0
"3419","African-American",32,1,0
"4232","African-American",44,1,0
"3419.1","African-American",32,1,0
"1024","African-American",31,1,0
"3027","African-American",30,1,0
"1365","African-American",65,1,0
"1254","African-American",24,1,0
"3065","Caucasian",25,1,1
"1603","Caucasian",29,1,0
"827","African-American",21,1,0
"3011","Caucasian",21,0,1
"3204","Caucasian",29,0,1
"2635","Caucasian",60,1,0
"4502","African-American",23,0,1
"690","Caucasian",24,1,1
"747","African-American",50,1,0
"4059","Caucasian",64,1,0
"3457","Caucasian",21,1,1
"2693","African-American",25,1,1
"3423","African-American",21,0,1
"4563","Caucasian",22,0,1
"4917","African-American",26,1,0
"860","African-American",36,1,0
"3085","Caucasian",37,1,1
"4893","African-American",60,1,0
"1066","African-American",20,0,1
"1520","African-American",27,1,0
"2076","Caucasian",38,1,0
"4874","African-American",39,0,0
"4354","Caucasian",33,0,0
"4879","Caucasian",30,1,1
"3295","African-American",22,1,1
"2790","African-American",20,0,1
"3929","Caucasian",45,1,0
"1123","African-American",59,1,0
"1972","African-American",29,1,1
"517","Caucasian",35,1,0
"3227","Caucasian",36,1,1
"2664","African-American",22,1,1
"4526","African-American",27,1,1
"681","African-American",29,1,1
"3669","African-American",37,0,0
"772","African-American",20,1,1
