"","race","age","prior_offense","is_recid"
"1726","Caucasian",32,0,0
"785","Caucasian",29,0,0
"1563","Caucasian",39,1,0
"4823","African-American",22,1,1
"629","African-American",21,0,1
"4460","African-American",26,1,0
"3662","African-American",20,0,1
"3545","Caucasian",38,1,0
"1582","African-American",33,1,0
"4327","African-American",28,1,1
"1227","Caucasian",36,1,0
"2011","African-American",31,1,0
"3321","Caucasian",22,1,1
"495","Caucasian",22,1,0
"1383","Caucasian",29,0,1
"3109","African-American",23,0,1
"1566","Caucasian",27,1,1
"2949","Caucasian",21,0,0
"4659","Caucasian",20,1,1
"4593","African-American",20,1,1
"4116","Caucasian",30,0,1
"610","African-American",21,0,1
"1646","Caucasian",20,1,1
"1985","African-American",21,1,1
"1872","African-American",22,0,1
"274","African-American",29,1,1
"3216","Caucasian",28,1,1
"1497","African-American",25,1,1
"2726","Caucasian",30,0,1
"1183","African-American",21,0,0
"4889","African-American",38,1,0
"1678","Caucasian",25,1,1
"2463","Caucasian",50,0,0
"2854","African-American",23,0,1
"1279","Caucasian",29,0,1
"1905","African-American",23,1,0
"701","Caucasian",30,1,0
"997","Caucasian",23,0,1
"2514","Caucasian",54,1,0
"834","African-American",31,1,0
"959","African-American",27,1,1
"1048","Caucasian",72,1,0
"201","Caucasian",24,1,1
"2872","African-American",32,1,1
"737","Caucasian",28,0,0
"1556","African-American",20,1,1
"1890","African-American",34,1,1
"2534","Caucasian",22,1,0
"1057","African-American",23,1,1
"2695","African-American",46,1,0
"3343","Caucasian",36,0,1
"2237","African-American",27,1,0
"3409","Caucasian",38,1,1
"140","Caucasian",58,1,0
"1834","African-American",25,0,0
"1869","African-American",24,0,1
"3355","African-American",32,1,0
"4595","African-American",26,1,0
"3500","Caucasian",36,1,1
"596","Caucasian",25,1,1
"3531","Caucasian",23,1,1
"3261","African-American",27,1,0
"4911","Caucasian",29,0,1
"1225","Caucasian",45,1,1
"4091","Caucasian",30,0,0
"4400","African-American",46,0,0
"1125","African-American",32,1,1
"3014","African-American",35,1,0
"4191","Caucasian",44,0,0
"2785","Caucasian",32,1,0
