"","race","age","prior_offense","is_recid"
"4304","Caucasian",30,0,1
"520","Caucasian",51,0,0
"4091","Caucasian",30,0,0
"1305","African-American",32,1,0
"937","African-American",20,1,1
"4235","African-American",23,0,1
"110","African-American",28,1,0
"1732","Caucasian",29,0,1
"4616","Caucasian",34,1,0
"4007","African-American",28,1,1
"3943","Caucasian",38,1,0
"3753","Caucasian",24,0,0
"1176","African-American",23,0,1
"2279","African-American",31,1,1
"3427","African-American",27,1,0
"4686","Caucasian",26,1,1
"1374","African-American",26,0,0
"3592","African-American",30,1,0
"195","Caucasian",49,1,0
"4977","Caucasian",23,0,1
"4389","Caucasian",51,0,0
"181","Caucasian",21,0,1
"4046","Caucasian",22,0,1
"543","Caucasian",40,0,0
"4792","Caucasian",31,1,1
"3467","Caucasian",36,1,0
"3201","Caucasian",22,1,1
"1411","African-American",32,1,0
"1298","African-American",52,1,0
"884","Caucasian",66,0,0
"3857","African-American",57,1,0
"1694","African-American",22,0,1
"728","African-American",33,0,0
"2347","Caucasian",39,0,0
"4836","Caucasian",25,1,1
"851","African-American",26,1,1
"1818","African-American",47,1,0
"2315","African-American",44,0,0
"472","African-American",28,1,1
"819","Caucasian",45,0,0
"638","Caucasian",47,0,0
"4316","Caucasian",21,1,1
"4611","Caucasian",33,1,0
"4387","Caucasian",39,1,0
"4345","African-American",26,0,0
"2153","African-American",28,0,1
"3598","Caucasian",26,1,1
"4838","Caucasian",58,1,0
"673","African-American",27,1,1
"4484","Caucasian",27,1,1
"135","African-American",25,1,1
"826","Caucasian",45,0,0
"1214","African-American",23,1,0
"3285","African-American",28,1,1
"845","Caucasian",20,1,1
"4543","African-American",33,1,0
"302","African-American",31,1,0
"2996","Caucasian",21,1,1
"1518","African-American",23,0,1
"3616","African-American",37,1,0
"1792","Caucasian",26,0,1
"4803","African-American",24,1,1
"2980","African-American",27,1,1
"2149","Caucasian",54,0,0
"3931","African-American",35,1,0
"3914","Caucasian",22,1,1
"380","Caucasian",26,1,1
"3699","Caucasian",26,0,1
"403","African-American",42,1,1
"1914","African-American",34,0,0
"3592.1","African-American",30,1,0
"309","Caucasian",34,0,0
"2458","African-American",41,1,1
"1859","Caucasian",45,1,0
"556","African-American",33,1,0
"1221","African-American",27,0,0
"610","African-American",21,0,1
"1787","Caucasian",29,0,1
"4886","Caucasian",40,0,0
"579","African-American",30,1,1
"1404","African-American",28,1,1
"3247","Caucasian",21,0,1
"1541","African-American",31,1,1
"2775","African-American",20,0,1
"855","Caucasian",35,1,0
"86","Caucasian",24,0,1
"3696","Caucasian",42,0,0
"4892","African-American",21,0,1
"1651","Caucasian",32,1,0
"1487","Caucasian",69,0,0
"2978","Caucasian",29,1,0
"3770","African-American",38,0,1
"4365","African-American",29,1,0
"1685","African-American",47,1,0
"4068","African-American",37,1,0
"2774","African-American",23,1,0
"238","African-American",42,1,0
"596","Caucasian",25,1,1
"1903","Caucasian",55,0,0
"2518","African-American",55,0,0
"1012","Caucasian",37,1,0
"2544","African-American",37,1,0
"3640","Caucasian",22,0,1
"787","African-American",22,1,1
"4771","African-American",20,0,0
"3920","Caucasian",32,1,1
"1477","African-American",51,1,0
"3994","Caucasian",28,1,0
"4830","Caucasian",33,1,1
"2332","Caucasian",32,0,0
"2560","African-American",27,1,1
"4421","Caucasian",20,1,1
"158","Caucasian",30,0,1
"1206","African-American",27,1,0
"4599","Caucasian",52,0,0
"4053","African-American",29,1,1
"2907","Caucasian",26,0,1
"2916","Caucasian",24,1,1
"1601","African-American",43,1,1
"404","African-American",36,1,1
"2208","Caucasian",23,0,0
"1020","Caucasian",34,0,0
"2778","Caucasian",24,0,1
"4430","African-American",27,1,0
"2494","Caucasian",26,1,1
"2572","Caucasian",46,1,0
"3753.1","Caucasian",24,0,0
"3823","Caucasian",27,1,1
"336","Caucasian",29,0,1
"3081","African-American",22,1,1
"1502","African-American",24,1,1
"2097","African-American",35,0,0
"1317","African-American",30,1,1
"2212","African-American",40,1,0
"2030","Caucasian",59,1,0
"2620","Caucasian",24,0,1
"3955","Caucasian",20,0,1
"2057","Caucasian",24,0,0
"4822","African-American",20,0,1
"4329","Caucasian",59,0,0
"2035","African-American",21,1,1
"4737","Caucasian",33,1,1
"3487","African-American",30,1,1
"446","African-American",31,1,0
"3","African-American",26,1,1
"129","African-American",26,0,1
"4696","Caucasian",34,1,0
"867","Caucasian",22,0,1
"1053","Caucasian",26,0,1
"128","Caucasian",43,0,0
"846","Caucasian",26,0,1
"344","African-American",41,0,0
"1132","African-American",21,0,1
"2473","African-American",24,0,1
"3739","Caucasian",27,1,1
"912","Caucasian",32,1,0
"1934","Caucasian",29,0,1
"1189","African-American",37,1,0
"845.1","Caucasian",20,1,1
"1731","African-American",21,1,1
"3715","Caucasian",22,0,1
"1311","African-American",19,0,1
"2731","African-American",24,1,0
"3406","Caucasian",27,0,1
"3651","Caucasian",46,1,1
"2405","African-American",26,1,0
"1044","African-American",29,1,0
"1593","Caucasian",22,1,1
"3827","Caucasian",44,0,0
"403.1","African-American",42,1,1
"2211","African-American",23,1,1
"3132","African-American",32,1,1
"3778","Caucasian",22,1,1
"2098","African-American",37,1,0
"1630","African-American",26,1,0
"4699","African-American",28,1,1
"3810","Caucasian",20,1,1
"2112","Caucasian",22,0,1
"58","Caucasian",35,1,0
"1805","Caucasian",29,1,1
"4043","Caucasian",30,0,0
"2941","African-American",22,1,1
"4882","Caucasian",45,1,0
"2594","African-American",31,1,0
"561","African-American",33,1,0
"676","African-American",25,0,1
"4564","African-American",22,0,1
"1041","African-American",31,1,1
"636","Caucasian",24,1,1
"2798","Caucasian",27,1,0
"1778","Caucasian",27,1,1
"2658","African-American",27,0,0
"1347","Caucasian",29,1,0
"934","Caucasian",30,0,0
"3183","Caucasian",41,1,0
"3434","African-American",27,1,1
"1438","Caucasian",26,0,1
"4994","African-American",26,0,1
"574","African-American",47,1,0
"4376","African-American",33,1,0
"3310","Caucasian",69,0,0
"1389","African-American",30,1,1
"1180","African-American",24,1,1
"87","African-American",31,1,1
"1893","Caucasian",48,0,0
"4771.1","African-American",20,0,0
"2597","African-American",53,0,0
"4511","Caucasian",25,0,0
"1652","Caucasian",36,0,0
"4481","Caucasian",27,1,1
"1176.1","African-American",23,0,1
"2413","African-American",55,0,0
"3972","Caucasian",40,0,0
"3225","African-American",57,0,0
"3479","Caucasian",25,1,1
"1271","Caucasian",21,1,1
"4838.1","Caucasian",58,1,0
"713","African-American",24,0,0
"3391","African-American",42,1,0
"559","Caucasian",43,1,0
"834","African-American",31,1,0
"4294","African-American",37,0,0
"49","Caucasian",49,1,0
"2472","Caucasian",31,0,0
"2605","Caucasian",52,1,0
"1425","African-American",33,1,0
"1343","Caucasian",60,1,0
"4211","African-American",61,1,0
"3896","African-American",26,0,0
"2700","African-American",23,0,1
"21","African-American",27,1,1
"1441","African-American",53,1,0
"2884","Caucasian",57,0,0
"1055","Caucasian",41,1,0
"1550","African-American",21,1,1
"1795","Caucasian",54,1,0
"1692","African-American",35,1,0
"3415","Caucasian",52,1,0
"1494","African-American",39,1,1
"4079","African-American",27,1,1
"2818","African-American",44,0,0
"1749","Caucasian",50,1,0
"2284","African-American",33,1,0
"4926","African-American",20,0,1
"4172","Caucasian",25,1,1
"1685.1","African-American",47,1,0
"2983","African-American",21,1,1
"2692","African-American",23,1,0
"2670","Caucasian",24,1,1
"625","African-American",19,0,1
"3038","Caucasian",27,1,1
"3303","African-American",24,0,1
"523","Caucasian",52,0,0
"837","African-American",43,1,0
"4784","Caucasian",61,0,0
"1199","African-American",35,1,0
"1525","Caucasian",25,1,0
"3496","African-American",62,0,0
"1830","Caucasian",31,0,1
"642","African-American",39,0,0
"4457","Caucasian",37,0,0
"3833","African-American",59,1,0
"2728","African-American",23,1,0
"2047","African-American",21,1,1
"2907.1","Caucasian",26,0,1
"1839","Caucasian",22,1,1
"256","African-American",34,1,0
"3806","Caucasian",29,1,0
"3033","African-American",29,1,0
"2874","African-American",28,1,0
"4535","African-American",49,1,0
"2546","African-American",24,1,1
"2555","African-American",21,1,1
"3067","African-American",37,1,0
"4736","Caucasian",25,1,0
"1833","African-American",31,0,0
"2552","African-American",29,0,1
"693","African-American",23,1,1
"2209","Caucasian",47,1,0
"4778","Caucasian",22,0,1
"2869","African-American",22,0,1
"4911","Caucasian",29,0,1
"901","Caucasian",22,1,0
"2360","Caucasian",25,1,1
"423","Caucasian",26,1,1
"4063","Caucasian",21,0,1
"47","Caucasian",22,1,1
"3395","African-American",29,1,0
"3289","Caucasian",20,0,1
"2830","African-American",24,1,1
"2113","African-American",30,1,1
