"","race","age","prior_offense","is_recid"
"3539","African-American",28,0,1
"1900","Caucasian",35,1,1
"2109","Caucasian",36,1,0
"1211","Caucasian",21,1,1
"2461","African-American",24,1,0
"56","Caucasian",44,0,0
"2499","African-American",20,1,1
"822","African-American",24,0,1
"3826","African-American",22,1,1
"2076","Caucasian",38,1,0
"3818","African-American",31,1,0
"3119","Caucasian",39,1,1
"930","Caucasian",23,1,1
"1354","African-American",23,0,0
"4831","African-American",36,1,0
"4209","African-American",22,1,1
"4783","African-American",28,1,0
"1859","Caucasian",45,1,0
"4390","Caucasian",26,1,0
"428","Caucasian",27,1,1
"3472","African-American",29,1,1
"2629","African-American",43,0,0
"169","African-American",24,0,0
"772","African-American",20,1,1
"1711","Caucasian",33,1,0
"49","Caucasian",49,1,0
"831","African-American",30,1,0
"2906","Caucasian",41,1,0
"3972","Caucasian",40,0,0
"4926","African-American",20,0,1
"1055","Caucasian",41,1,0
"75","Caucasian",24,1,1
"2490","African-American",31,1,0
"1139","African-American",37,1,0
"3045","African-American",27,0,1
"3938","Caucasian",35,1,1
"532","African-American",39,1,1
"4059","Caucasian",64,1,0
"4223","Caucasian",51,1,0
"2472","Caucasian",31,0,0
"2118","Caucasian",21,0,0
"3543","African-American",51,1,0
"413","Caucasian",49,1,0
"3237","African-American",31,1,0
"1543","Caucasian",26,1,1
"2927","African-American",41,1,1
"795","Caucasian",54,1,0
"3113","African-American",28,1,0
"2192","African-American",36,1,0
"11","African-American",60,1,1
"2483","African-American",33,1,0
"3755","Caucasian",28,1,1
"1652","Caucasian",36,0,0
"1703","Caucasian",41,1,0
"4454","African-American",29,1,0
"2109.1","Caucasian",36,1,0
"1710","African-American",32,0,0
"1756","Caucasian",35,1,0
"1713","African-American",29,0,0
"1992","Caucasian",23,1,1
"1792","Caucasian",26,0,1
"4354","Caucasian",33,0,0
"4365","African-American",29,1,0
"1323","African-American",27,1,0
"588","African-American",21,0,0
"119","African-American",21,1,1
"4812","African-American",26,1,0
"4442","African-American",24,1,0
"3463","Caucasian",26,0,1
"3833","African-American",59,1,0
"3491","Caucasian",37,1,0
"1242","African-American",21,1,1
"1660","African-American",42,0,0
"1353","African-American",24,1,1
"1295","Caucasian",25,1,1
"3492","Caucasian",32,0,0
"673","African-American",27,1,1
"3721","African-American",25,1,0
"3413","African-American",38,1,0
"783","African-American",21,0,1
"2313","Caucasian",26,1,1
"1029","Caucasian",42,1,0
"3314","African-American",31,1,0
"929","African-American",27,1,1
"4945","African-American",53,1,0
"3791","African-American",60,1,0
"619","African-American",56,0,0
"1780","Caucasian",23,1,1
"2323","Caucasian",31,1,1
"4139","Caucasian",26,0,0
"3537","Caucasian",42,1,0
"872","African-American",24,0,1
"2043","Caucasian",28,0,1
"691","Caucasian",28,1,1
"2849","African-American",33,0,0
"1638","Caucasian",34,1,0
"3158","African-American",25,0,0
"631","African-American",29,1,0
"2907","Caucasian",26,0,1
"1118","African-American",25,1,1
"800","Caucasian",59,0,0
"3536","Caucasian",54,0,0
"1319","Caucasian",23,0,1
"2155","African-American",53,1,0
"2152","African-American",26,0,0
"1008","Caucasian",37,1,1
"837","African-American",43,1,0
"2946","African-American",24,1,0
"2368","African-American",21,0,1
"2939","Caucasian",21,1,1
"4990","Caucasian",51,1,0
"4370","Caucasian",38,1,0
"1171","African-American",19,0,1
"1449","African-American",49,1,0
"1032","Caucasian",29,0,1
"4023","African-American",36,1,0
"2585","African-American",29,0,1
"3422","African-American",26,0,1
"2767","African-American",41,0,0
"1179","African-American",24,0,1
"3921","African-American",30,1,0
"978","African-American",33,1,0
"3438","African-American",33,0,1
"4469","African-American",27,0,0
"3818.1","African-American",31,1,0
"1979","African-American",48,1,0
"2280","African-American",20,1,1
"1387","African-American",30,1,1
"4219","Caucasian",25,0,1
"3584","African-American",26,0,0
"2508","Caucasian",21,1,1
"2255","African-American",30,1,0
"4744","Caucasian",36,1,0
"2566","African-American",31,1,1
"3897","African-American",43,1,0
"4518","Caucasian",66,1,0
"3344","Caucasian",41,1,0
"3152","Caucasian",50,1,0
"656","African-American",22,0,1
"769","Caucasian",31,0,0
"3658","Caucasian",20,0,1
"3943","Caucasian",38,1,0
"4453","African-American",26,1,1
"2382","Caucasian",26,1,1
"4295","African-American",30,1,0
"4320","African-American",31,1,1
"3077","African-American",20,1,1
"2206","Caucasian",24,0,1
"1835","Caucasian",56,1,0
"4937","African-American",22,0,1
"449","Caucasian",36,1,1
"2718","Caucasian",29,1,1
"4325","Caucasian",45,0,0
"3142","Caucasian",22,0,1
"1650","African-American",23,1,1
"1941","Caucasian",53,0,0
"1868","African-American",50,1,0
"4410","Caucasian",67,1,0
"1550","African-American",21,1,1
"3927","African-American",26,1,1
"1234","Caucasian",52,1,0
"2219","African-American",28,1,1
"2440","Caucasian",22,1,0
"4968","African-American",26,0,1
"786","Caucasian",33,1,1
"113","African-American",23,1,1
"2283","African-American",28,1,1
"4753","African-American",31,1,1
"598","African-American",27,1,0
"3284","Caucasian",23,1,1
"4796","Caucasian",47,0,0
"3509","Caucasian",21,1,1
"4880","Caucasian",31,1,1
"3938.1","Caucasian",35,1,1
"1721","African-American",22,1,1
"3760","Caucasian",29,1,0
"2556","Caucasian",26,0,1
"2906.1","Caucasian",41,1,0
"1162","Caucasian",24,1,1
"3489","African-American",39,1,1
"3830","African-American",33,1,0
"263","Caucasian",28,0,0
"4072","Caucasian",29,0,0
"4187","African-American",20,0,1
"1422","Caucasian",58,1,0
"4721","African-American",19,1,0
"4349","African-American",23,0,1
"4104","African-American",34,1,0
"2064","Caucasian",49,1,0
"862","African-American",63,1,0
"282","African-American",23,0,1
"526","African-American",23,1,0
"47","Caucasian",22,1,1
"938","African-American",21,1,0
"2878","Caucasian",50,1,0
"3236","African-American",21,1,0
"92","African-American",30,0,1
"3427","African-American",27,1,0
"3916","Caucasian",24,0,1
"211","Caucasian",20,0,1
"4497","Caucasian",20,1,1
"3827","Caucasian",44,0,0
"4540","Caucasian",32,1,0
"2254","Caucasian",46,0,0
"351","Caucasian",49,1,0
"4718","African-American",26,1,1
"3040","African-American",45,1,1
"2844","African-American",34,1,0
"192","African-American",29,0,0
"4648","Caucasian",20,0,1
"4638","African-American",20,1,1
"2798","Caucasian",27,1,0
"2392","African-American",52,0,0
"2791","Caucasian",29,0,1
"2452","Caucasian",34,0,0
"781","African-American",24,0,1
"4007","African-American",28,1,1
"185","African-American",59,1,0
"2661","African-American",25,1,1
"4401","African-American",50,0,0
"2734","Caucasian",22,1,1
"4659","Caucasian",20,1,1
"629","African-American",21,0,1
"3158.1","African-American",25,0,0
"278","African-American",34,1,0
"3999","Caucasian",29,0,0
"3620","African-American",25,1,1
"699","African-American",27,1,0
"148","African-American",27,1,0
"4533","African-American",21,1,1
"4742","African-American",24,0,1
"1226","Caucasian",34,0,0
"110","African-American",28,1,0
"537","African-American",22,1,1
"3512","Caucasian",34,1,1
"516","Caucasian",26,1,1
"943","Caucasian",46,1,0
"1093","African-American",47,1,0
"270","African-American",26,1,1
"1783","Caucasian",24,1,0
"477","African-American",33,1,0
"327","Caucasian",29,1,1
"548","Caucasian",36,1,1
"4015","African-American",31,1,0
"3356","Caucasian",22,1,1
"2443","Caucasian",66,1,0
"4079","African-American",27,1,1
"597","African-American",25,1,1
"1497","African-American",25,1,1
"4999","Caucasian",24,1,1
"4599","Caucasian",52,0,0
"144","Caucasian",26,1,1
"4116","Caucasian",30,0,1
"1927","African-American",23,1,1
"365","African-American",30,1,0
"3230","Caucasian",30,1,0
"4283","African-American",34,0,0
"1040","African-American",31,1,0
"665","Caucasian",22,0,1
"90","African-American",60,1,1
"3866","African-American",37,0,1
"661","African-American",21,1,1
"979","African-American",22,1,0
"2913","African-American",27,1,1
"1142","Caucasian",45,0,0
"1085","Caucasian",42,0,0
"4329","Caucasian",59,0,0
"455","Caucasian",34,1,0
"3270","African-American",39,1,0
"3349","African-American",20,1,1
"2626","African-American",30,1,0
"43","Caucasian",23,0,1
"1151","African-American",28,1,1
"621","Caucasian",25,0,1
"4797","African-American",27,1,1
"309","Caucasian",34,0,0
"1832","Caucasian",27,1,1
"4012","Caucasian",32,1,1
"3794","African-American",32,1,0
"2644","Caucasian",21,1,1
"4480","Caucasian",32,1,1
"1540","Caucasian",77,1,0
"947","Caucasian",34,1,0
"4718.1","African-American",26,1,1
"4347","African-American",21,1,1
"3584.1","African-American",26,0,0
"4056","African-American",30,0,0
"3733","African-American",29,1,1
"3739","Caucasian",27,1,1
"3566","African-American",23,1,1
"2002","African-American",21,1,1
"905","Caucasian",26,1,1
"2513","African-American",35,1,1
"1432","Caucasian",25,0,0
"1322","Caucasian",35,1,0
"2174","African-American",41,1,0
"3137","Caucasian",49,1,0
"4172","Caucasian",25,1,1
"2738","Caucasian",21,0,1
"1031","Caucasian",28,1,0
"1502","African-American",24,1,1
"1082","Caucasian",45,1,1
"2583","African-American",37,1,0
"2215","African-American",55,1,0
"642","African-American",39,0,0
"4064","Caucasian",26,0,1
"4282","African-American",36,1,1
