"","race","age","prior_offense","is_recid"
"2996","Caucasian",21,1,1
"4488","African-American",44,1,0
"4944","African-American",25,0,1
"4830","Caucasian",33,1,1
"244","African-American",42,1,0
"4797","African-American",27,1,1
"3413","African-American",38,1,0
"4097","African-American",32,1,0
"1199","African-American",35,1,0
"2724","African-American",40,1,0
"2074","Caucasian",58,1,0
"1190","Caucasian",21,0,1
"1647","Caucasian",49,0,0
"2701","African-American",52,1,0
"98","African-American",26,1,0
"3704","Caucasian",24,1,1
"540","African-American",31,0,0
"2990","Caucasian",45,1,0
"2591","Caucasian",45,1,0
"245","Caucasian",51,1,0
"3457","Caucasian",21,1,1
"4084","Caucasian",26,1,1
"569","African-American",24,0,1
"724","African-American",60,1,0
"39","Caucasian",40,1,0
"2644","Caucasian",21,1,1
"1115","Caucasian",20,0,1
"3291","African-American",21,0,0
"3197","Caucasian",37,1,1
"1309","African-American",22,0,1
"562","African-American",35,0,0
"3464","Caucasian",30,1,1
"569.1","African-American",24,0,1
"3233","Caucasian",20,0,1
"1583","Caucasian",21,0,1
"3368","African-American",28,0,0
"4216","Caucasian",41,0,0
"2133","African-American",42,1,1
"379","Caucasian",66,1,0
"2159","African-American",34,1,0
"2008","African-American",34,0,0
"650","African-American",25,0,1
"3571","Caucasian",21,0,1
"2623","African-American",41,1,1
"1413","African-American",19,1,1
"1103","Caucasian",33,1,0
"283","African-American",20,0,0
"746","African-American",47,1,0
"4946","African-American",30,1,0
"1945","Caucasian",38,1,0
"553","African-American",30,1,1
"4739","African-American",21,0,1
"1146","African-American",51,1,0
"1403","Caucasian",29,1,1
"3126","Caucasian",60,1,0
"3235","African-American",35,1,0
"4740","Caucasian",35,1,0
"450","African-American",21,0,1
"4938","African-American",22,1,1
"1135","Caucasian",26,1,1
"4453","African-American",26,1,1
"3306","Caucasian",28,0,0
"117","Caucasian",30,0,0
"1362","African-American",28,1,0
"1243","African-American",67,1,0
"3451","Caucasian",25,1,1
"3044","Caucasian",26,1,1
"208","African-American",43,1,0
"2787","Caucasian",30,0,0
"4329","Caucasian",59,0,0
"3647","African-American",37,1,0
"2646","Caucasian",52,0,0
"787","African-American",22,1,1
"1998","Caucasian",44,0,0
"2020","African-American",37,1,0
"4562","Caucasian",44,1,0
"152","African-American",19,1,1
"1918","Caucasian",50,1,0
"3622","Caucasian",58,1,0
"2021","African-American",29,0,0
"3311","African-American",23,1,1
"844","Caucasian",21,1,1
"2297","Caucasian",48,0,0
"4305","Caucasian",45,0,0
"3898","Caucasian",25,1,1
"3575","African-American",50,1,0
"135","African-American",25,1,1
"1475","Caucasian",31,1,0
"1000","Caucasian",32,1,0
"803","Caucasian",20,1,1
"3856","Caucasian",33,1,1
"604","Caucasian",37,1,0
"344","African-American",41,0,0
"2763","African-American",34,1,1
"3993","Caucasian",28,1,1
"4807","African-American",38,1,0
"801","Caucasian",56,0,0
"3911","Caucasian",39,1,0
"942","African-American",27,1,0
"3437","Caucasian",29,1,0
"2631","African-American",34,1,0
"4039","African-American",48,0,0
"4120","African-American",21,1,0
"3310","Caucasian",69,0,0
"1446","Caucasian",25,1,1
"1070","Caucasian",33,1,0
"3817","African-American",23,1,0
"1726","Caucasian",32,0,0
"3690","Caucasian",29,1,0
"1183","African-American",21,0,0
"2408","African-American",22,1,1
"4381","African-American",26,1,0
"4729","Caucasian",56,1,0
"2646.1","Caucasian",52,0,0
"4237","Caucasian",40,1,0
"623","Caucasian",40,0,0
"2233","African-American",43,1,0
"779","African-American",24,1,0
"2217","African-American",39,1,0
"2057","Caucasian",24,0,0
"3037","African-American",40,0,0
"890","Caucasian",30,1,1
"1553","African-American",50,1,0
"802","Caucasian",34,0,1
"4229","African-American",21,0,1
"4292","Caucasian",45,0,0
"1864","Caucasian",54,1,0
"333","Caucasian",35,0,0
"4921","African-American",22,1,1
"4299","Caucasian",28,1,0
"4769","African-American",26,0,0
"806","Caucasian",21,0,1
"537","African-American",22,1,1
"521","African-American",27,0,0
"1869","African-American",24,0,1
"1879","Caucasian",31,1,1
"945","African-American",33,1,0
"3791","African-American",60,1,0
"4390","Caucasian",26,1,0
"2737","African-American",22,1,1
"4289","African-American",45,0,0
"2505","African-American",29,1,1
"69","Caucasian",26,1,1
"2582","Caucasian",57,1,0
"4144","Caucasian",61,0,0
"4509","Caucasian",53,1,0
"856","Caucasian",20,0,1
"306","Caucasian",25,1,1
"2671","African-American",21,0,1
"3710","African-American",21,0,1
"960","Caucasian",30,1,1
"30","Caucasian",28,1,0
"850","African-American",21,0,1
"3899","Caucasian",57,1,0
"3877","Caucasian",20,0,1
"3441","African-American",49,1,0
"2318","African-American",20,0,1
"3360","African-American",31,1,1
"2216","African-American",59,1,0
"3181","Caucasian",28,1,0
"3809","Caucasian",24,0,0
"385","Caucasian",64,0,0
"1925","African-American",32,1,1
"2513","African-American",35,1,1
"3625","African-American",23,1,1
"545","African-American",25,1,1
"3420","Caucasian",30,1,1
"2128","Caucasian",52,1,0
"4888","Caucasian",29,1,1
"3280","Caucasian",57,0,0
"1978","Caucasian",30,0,0
"784","African-American",29,0,0
"2150","Caucasian",22,1,1
"643","Caucasian",19,1,1
"3617","African-American",27,1,1
"1912","African-American",27,1,0
"713","African-American",24,0,0
"1297","Caucasian",53,0,0
"3753","Caucasian",24,0,0
"1869.1","African-American",24,0,1
"4103","African-American",23,0,1
"3196","Caucasian",27,0,0
"2633","African-American",60,0,0
"92","African-American",30,0,1
"429","African-American",34,0,1
"2504","Caucasian",35,0,0
"1111","African-American",46,1,0
"248","African-American",23,1,1
"4948","African-American",39,0,0
"2015","African-American",20,0,1
"445","Caucasian",26,1,0
"2403","African-American",29,1,0
"2914","Caucasian",27,0,1
"4479","African-American",32,1,0
"1958","Caucasian",25,0,0
"618","Caucasian",52,1,0
"2461","African-American",24,1,0
"797","African-American",20,1,1
"180","Caucasian",41,1,0
"511","Caucasian",29,1,1
"1411","African-American",32,1,0
"303","Caucasian",48,1,0
"936","African-American",39,0,1
"1315","Caucasian",55,1,0
"1974","African-American",36,0,0
"1736","African-American",24,1,0
"4573","Caucasian",34,1,1
"2951","African-American",22,0,1
"4452","Caucasian",40,1,0
"1011","African-American",21,0,0
"871","Caucasian",64,0,0
"4470","African-American",26,1,1
"257","African-American",24,1,1
"3705","African-American",24,0,1
"4472","Caucasian",39,1,0
"1422","Caucasian",58,1,0
"1828","African-American",27,1,0
"146","African-American",41,1,0
"3713","Caucasian",39,1,0
"4906","Caucasian",51,1,0
"1229","Caucasian",22,1,1
"2150.1","Caucasian",22,1,1
"540.1","African-American",31,0,0
"65","Caucasian",21,0,1
"2360","Caucasian",25,1,1
"656","African-American",22,0,1
"4610","African-American",48,0,0
"322","Caucasian",20,1,1
"1108","Caucasian",27,1,0
"36","Caucasian",28,1,1
"42","Caucasian",23,1,1
"1357","Caucasian",20,0,0
"1433","Caucasian",27,1,1
"2993","African-American",58,1,0
"3865","African-American",35,1,0
"3977","Caucasian",40,0,0
"4600","Caucasian",30,1,0
"188","African-American",60,1,1
"1086","African-American",45,1,1
"1771","Caucasian",34,1,1
"2396","African-American",40,1,0
"1517","Caucasian",26,1,1
"3755","Caucasian",28,1,1
"3402","Caucasian",54,1,0
"248.1","African-American",23,1,1
"1946","Caucasian",41,1,0
"3684","Caucasian",21,0,1
"1241","Caucasian",29,1,1
"2513.1","African-American",35,1,1
"214","African-American",38,1,0
"1658","African-American",25,1,1
"1387","African-American",30,1,1
"4772","African-American",30,1,1
"4295","African-American",30,1,0
"4848","African-American",29,0,0
"1060","Caucasian",30,1,0
"4369","Caucasian",45,0,0
"2603","African-American",23,1,1
"4369.1","Caucasian",45,0,0
"3294","African-American",28,1,1
"570","Caucasian",55,1,0
"287","African-American",38,0,0
"4289.1","African-American",45,0,0
"4775","Caucasian",46,1,0
"1971","Caucasian",23,1,1
"1585","African-American",32,0,0
"1812","Caucasian",24,0,1
"4525","Caucasian",22,1,1
"4560","Caucasian",31,0,0
"1725","Caucasian",26,1,1
"3409","Caucasian",38,1,1
"3173","Caucasian",72,1,0
"4526","African-American",27,1,1
"746.1","African-American",47,1,0
"3617.1","African-American",27,1,1
"2234","African-American",21,1,1
"993","African-American",29,1,1
"975","African-American",32,1,1
"1631","African-American",21,1,1
"3776","Caucasian",27,1,1
"4269","African-American",24,1,1
"983","Caucasian",26,1,1
"2155","African-American",53,1,0
"3993.1","Caucasian",28,1,1
"917","Caucasian",36,1,0
"112","African-American",25,1,1
"4351","African-American",20,0,1
"4705","Caucasian",28,1,1
"1413.1","African-American",19,1,1
"3136","African-American",35,1,0
"1855","Caucasian",24,1,0
"2509","Caucasian",59,0,0
"2449","Caucasian",29,1,1
"1440","Caucasian",44,0,0
"459","African-American",33,1,1
"4422","African-American",36,0,0
"4855","Caucasian",55,1,0
"2129","Caucasian",50,1,0
"4881","African-American",56,1,0
"2867","African-American",24,1,1
"3692","Caucasian",21,0,1
"165","Caucasian",80,0,0
"2383","Caucasian",28,0,0
"362","Caucasian",29,1,1
"3601","African-American",25,0,1
"1822","African-American",29,1,1
"587","Caucasian",36,0,0
"4903","African-American",31,1,0
"2319","African-American",48,1,0
