"","race","age","prior_offense","is_recid"
"34","African-American",45,1,0
"4019","Caucasian",67,1,0
"4079","African-American",27,1,1
"4878","Caucasian",59,0,0
"536","African-American",24,1,1
"2558","African-American",22,0,1
"2761","African-American",46,1,1
"105","African-American",22,1,1
"4192","Caucasian",49,1,0
"170","African-American",38,1,0
"2764","African-American",20,0,1
"140","Caucasian",58,1,0
"97","Caucasian",52,0,0
"3308","African-American",29,1,1
"4746","Caucasian",46,1,0
"3940","African-American",33,0,1
"718","African-American",22,0,1
"3720","Caucasian",48,1,0
"3402","Caucasian",54,1,0
"1047","Caucasian",34,1,1
"1229","Caucasian",22,1,1
"4560","Caucasian",31,0,0
"505","African-American",27,1,0
"4080","Caucasian",21,1,1
"576","African-American",26,0,1
"2421","Caucasian",30,1,1
"2530","Caucasian",43,1,0
"1259","Caucasian",54,1,0
"4164","Caucasian",32,1,1
"2696","Caucasian",47,0,0
"2783","Caucasian",27,1,1
"1337","African-American",25,1,1
"3802","Caucasian",50,1,0
"2326","African-American",32,1,1
"377","African-American",20,0,1
"2927","African-American",41,1,1
"496","African-American",34,1,1
"4955","African-American",29,0,0
"4681","African-American",31,1,1
"2968","African-American",39,1,0
"4965","African-American",34,1,0
"4728","Caucasian",47,1,0
"1710","African-American",32,0,0
"2483","African-American",33,1,0
"3865","African-American",35,1,0
"4813","Caucasian",35,1,0
"4000","Caucasian",24,0,1
"121","Caucasian",36,1,1
"4116","Caucasian",30,0,1
"1463","African-American",22,0,1
"4177","African-American",31,1,1
"509","Caucasian",24,1,1
"2700","African-American",23,0,1
"2710","Caucasian",25,1,1
"2538","African-American",27,1,0
"3979","Caucasian",43,0,0
"508","African-American",28,1,1
"1729","African-American",33,1,1
"923","African-American",52,1,0
"1211","Caucasian",21,1,1
"48","Caucasian",23,0,1
"3388","Caucasian",43,0,0
"3881","Caucasian",56,1,0
"4567","Caucasian",53,1,0
"4452","Caucasian",40,1,0
"3982","Caucasian",53,0,0
"508.1","African-American",28,1,1
"3853","African-American",21,1,1
"3244","African-American",31,0,0
