"","race","age","prior_offense","is_recid"
"474","African-American",51,1,0
"176","African-American",24,1,1
"3811","Caucasian",45,0,0
"529","Caucasian",44,0,0
"4135","African-American",20,0,1
"411","Caucasian",37,1,0
"2795","African-American",33,1,0
"1364","Caucasian",38,0,0
"1582","African-American",33,1,0
"219","African-American",30,1,0
"855","Caucasian",35,1,0
"3777","Caucasian",38,1,0
"1350","Caucasian",42,0,0
"1982","African-American",31,0,0
"2555","African-American",21,1,1
"1196","African-American",54,1,0
"600","African-American",31,1,0
"3442","Caucasian",30,1,1
"2606","Caucasian",57,1,0
"3723","Caucasian",29,1,1
"2683","African-American",26,1,0
"4269","African-American",24,1,1
"3085","Caucasian",37,1,1
"3009","African-American",51,0,0
"881","Caucasian",28,1,0
"3076","African-American",29,1,0
"3742","Caucasian",27,1,1
"2026","African-American",24,1,1
"2041","African-American",27,0,1
"3694","Caucasian",36,1,1
"4710","Caucasian",26,1,1
"2620","Caucasian",24,0,1
"4183","Caucasian",29,1,1
"4534","Caucasian",32,0,1
"1665","African-American",29,1,1
"4800","Caucasian",28,0,1
"289","Caucasian",23,1,1
"365","African-American",30,1,0
"4707","African-American",20,0,1
"957","African-American",35,1,0
"2622","African-American",26,1,0
"2088","African-American",41,0,0
"789","Caucasian",45,1,0
"4320","African-American",31,1,1
"2242","African-American",44,1,0
"1534","African-American",30,1,1
"1947","African-American",52,1,0
"4569","African-American",25,0,1
"1849","Caucasian",36,1,1
"2352","Caucasian",26,1,1
"2750","Caucasian",22,0,0
"4431","African-American",26,0,1
"4324","African-American",72,1,0
"218","African-American",27,1,0
"4674","Caucasian",57,0,0
"263","Caucasian",28,0,0
"2206","Caucasian",24,0,1
"4040","Caucasian",30,1,1
"2714","African-American",34,1,1
"3540","Caucasian",51,1,0
"2157","Caucasian",23,0,1
"4973","African-American",29,1,1
"3043","African-American",24,1,1
"1955","Caucasian",37,0,0
"3352","African-American",29,0,0
"2857","Caucasian",44,1,0
"1724","Caucasian",34,1,0
"1477","African-American",51,1,0
"187","African-American",27,1,1
"4185","African-American",29,1,1
"372","Caucasian",49,1,0
"1575","Caucasian",37,1,0
