"","race","age","prior_offense","is_recid"
"4762","African-American",22,0,1
"4185","African-American",29,1,1
"2975","Caucasian",39,0,1
"1812","Caucasian",24,0,1
"1395","Caucasian",27,1,1
"2508","Caucasian",21,1,1
"3146","Caucasian",28,1,0
"2521","Caucasian",23,0,1
"3408","Caucasian",29,0,0
"745","Caucasian",46,1,0
"4428","African-American",60,0,0
"1083","African-American",27,1,1
"920","African-American",23,0,1
"3148","Caucasian",25,1,0
"791","African-American",30,1,0
"944","Caucasian",29,0,1
"4129","African-American",32,0,1
"315","Caucasian",21,0,1
"4382","Caucasian",41,1,1
"1170","Caucasian",22,0,1
"3096","African-American",25,1,1
"809","Caucasian",25,0,1
"3591","African-American",24,1,1
"1862","African-American",27,1,1
"3362","Caucasian",48,1,0
"4010","Caucasian",26,1,1
"1551","African-American",20,1,1
"1332","African-American",21,1,1
"2295","Caucasian",29,0,1
"3310","Caucasian",69,0,0
"766","Caucasian",38,1,0
"3563","African-American",21,0,1
"4497","Caucasian",20,1,1
"3586","Caucasian",65,1,0
"445","Caucasian",26,1,0
"1078","African-American",44,1,0
"3126","Caucasian",60,1,0
"3083","African-American",25,1,1
"3927","African-American",26,1,1
"3895","Caucasian",49,1,0
"4080","Caucasian",21,1,1
"2879","African-American",23,0,0
"2190","Caucasian",20,0,1
"860","African-American",36,1,0
"2224","African-American",22,1,0
"2312","African-American",24,1,1
"2226","African-American",28,1,1
"707","Caucasian",27,0,0
"2257","African-American",56,1,0
"291","African-American",33,0,0
"793","Caucasian",24,1,1
"1090","Caucasian",27,1,0
"817","African-American",61,0,0
"947","Caucasian",34,1,0
"879","African-American",28,1,1
"4496","African-American",51,1,0
"742","Caucasian",33,1,0
"4999","Caucasian",24,1,1
"2862","African-American",34,1,0
"3409","Caucasian",38,1,1
"960","Caucasian",30,1,1
"1750","Caucasian",43,1,0
"2001","African-American",27,1,1
"2862.1","African-American",34,1,0
"180","Caucasian",41,1,0
"823","African-American",28,1,1
"2589","African-American",30,1,0
"2836","Caucasian",43,1,0
"2406","African-American",21,0,1
"1945","Caucasian",38,1,0
"1780","Caucasian",23,1,1
"1912","African-American",27,1,0
"2548","Caucasian",40,1,0
"2736","Caucasian",29,1,1
"2432","African-American",26,0,0
"1996","African-American",23,1,0
"1518","African-American",23,0,1
"418","Caucasian",44,1,0
"3813","Caucasian",34,1,1
"277","Caucasian",24,1,1
"1255","Caucasian",32,1,0
"453","African-American",22,0,1
"1243","African-American",67,1,0
"873","African-American",29,1,1
"3011","Caucasian",21,0,1
"1389","African-American",30,1,1
"2800","Caucasian",31,0,1
"2263","Caucasian",47,0,0
"3212","Caucasian",28,1,1
"4731","African-American",32,1,1
"3542","Caucasian",32,1,1
"1999","African-American",39,1,0
"4069","Caucasian",28,1,1
"2423","Caucasian",20,0,1
"2756","Caucasian",62,0,0
"1645","African-American",26,1,0
"1490","Caucasian",27,0,0
"3706","African-American",42,1,1
"3062","African-American",25,1,1
"4658","African-American",26,1,1
"2871","African-American",44,1,0
"1858","Caucasian",32,0,1
"4602","African-American",21,1,1
"716","Caucasian",21,0,1
"525","African-American",27,0,1
"2440","Caucasian",22,1,0
"4834","Caucasian",28,0,1
"3168","Caucasian",42,0,0
"2852","African-American",28,1,0
"3072","African-American",26,1,1
"4786","Caucasian",20,1,1
"4384","Caucasian",32,0,1
"340","Caucasian",45,0,0
"3327","African-American",27,1,0
"3217","African-American",33,1,0
"3131","Caucasian",56,0,0
"3802","Caucasian",50,1,0
"1551.1","African-American",20,1,1
"3121","Caucasian",54,0,0
"2581","Caucasian",27,0,1
"4737","Caucasian",33,1,1
"4220","African-American",30,1,1
"2698","Caucasian",38,0,0
"229","Caucasian",24,1,1
"1673","Caucasian",20,0,1
"1868","African-American",50,1,0
"159","African-American",24,1,1
"3564","African-American",26,0,1
"78","African-American",43,0,0
"3515","African-American",20,1,1
