"","race","age","prior_offense","is_recid"
"2757","African-American",22,0,1
"1210","Caucasian",30,0,0
"4128","African-American",30,1,1
"979","African-American",22,1,0
"4891","African-American",38,1,1
"3624","African-American",21,0,1
"4294","African-American",37,0,0
"3250","African-American",24,1,1
"4606","Caucasian",25,1,0
"4427","African-American",32,1,1
"564","Caucasian",19,1,1
"3172","Caucasian",40,0,1
"867","Caucasian",22,0,1
"332","African-American",21,1,1
"893","Caucasian",24,1,0
"4024","African-American",28,1,0
"239","Caucasian",43,0,0
"2656","African-American",42,0,0
"3725","African-American",25,1,1
"4253","Caucasian",20,0,1
"804","Caucasian",51,1,0
"2291","African-American",20,1,1
"423","Caucasian",26,1,1
"2587","African-American",27,1,1
"3149","Caucasian",26,0,1
"2021","African-American",29,0,0
"4102","Caucasian",32,0,1
"2313","Caucasian",26,1,1
"3021","Caucasian",25,0,1
"3526","African-American",26,1,1
"3928","Caucasian",28,0,1
"4872","African-American",29,1,1
"1116","Caucasian",36,1,0
"4045","Caucasian",25,0,1
"979.1","African-American",22,1,0
"107","Caucasian",37,0,0
"3538","Caucasian",27,1,1
"907","African-American",23,0,1
"3871","African-American",22,1,1
"917","Caucasian",36,1,0
"3985","African-American",29,1,1
"3791","African-American",60,1,0
"2515","Caucasian",25,0,1
"1400","African-American",22,0,1
"1513","African-American",24,1,1
"2745","Caucasian",40,0,0
"3532","Caucasian",28,1,1
"1965","Caucasian",35,1,1
"1961","Caucasian",20,0,1
"2781","Caucasian",78,1,0
"1953","Caucasian",43,1,0
"2248","African-American",28,1,0
"4030","Caucasian",22,1,1
"4884","African-American",28,1,1
"2164","Caucasian",70,1,0
"650","African-American",25,0,1
"4511","Caucasian",25,0,0
"3408","Caucasian",29,0,0
"4847","Caucasian",28,0,1
"3591","African-American",24,1,1
"3951","Caucasian",43,1,0
"4047","African-American",22,0,1
"3443","Caucasian",27,1,1
"3034","African-American",30,1,1
"4733","African-American",23,0,0
"1650","African-American",23,1,1
"524","Caucasian",35,1,0
"2721","Caucasian",55,1,0
"1521","Caucasian",53,1,0
"1282","Caucasian",23,1,1
"1329","Caucasian",25,0,1
"1513.1","African-American",24,1,1
"3561","African-American",27,1,1
"731","African-American",39,0,0
"2999","Caucasian",29,1,1
"3826","African-American",22,1,1
"4675","Caucasian",38,1,1
"4971","Caucasian",39,1,0
"3166","African-American",31,1,1
"1303","African-American",27,0,1
"4596","African-American",46,1,0
"4625","Caucasian",21,1,1
"1442","Caucasian",20,0,1
"2831","African-American",42,1,1
"25","Caucasian",34,0,1
"1975","African-American",31,0,1
"3959","Caucasian",24,0,1
"3326","African-American",28,1,0
"4446","Caucasian",22,1,1
"1064","Caucasian",26,0,1
"751","Caucasian",24,0,1
"3197","Caucasian",37,1,1
"180","Caucasian",41,1,0
"4543","African-American",33,1,0
"4807","African-American",38,1,0
"1157","Caucasian",68,0,0
"3544","Caucasian",32,1,0
"1278","African-American",47,1,0
"4927","African-American",19,0,1
"1100","Caucasian",26,1,1
"3348","Caucasian",30,1,0
"3984","African-American",22,1,1
"4832","Caucasian",20,0,1
"4740","Caucasian",35,1,0
"1568","Caucasian",40,1,1
"4956","African-American",26,0,1
"314","Caucasian",24,1,1
"1728","African-American",24,1,1
"4281","Caucasian",39,1,0
"512","Caucasian",20,0,1
"2614","Caucasian",23,1,1
"4400","African-American",46,0,0
"1215","Caucasian",32,1,0
"170","African-American",38,1,0
"3224","African-American",21,0,1
"769","Caucasian",31,0,0
"3383","African-American",47,1,0
"2688","Caucasian",29,1,1
"4151","African-American",31,1,1
"448","African-American",24,0,0
"4108","Caucasian",35,1,1
"1391","African-American",31,1,0
"3940","African-American",33,0,1
"3057","Caucasian",49,1,0
"4612","Caucasian",32,0,0
"4953","Caucasian",30,0,1
"3619","African-American",44,0,0
"3559","Caucasian",32,1,0
"1141","Caucasian",32,1,1
"1368","Caucasian",49,0,0
"3764","African-American",23,1,1
"3155","African-American",25,1,1
"1562","African-American",53,1,0
"4571","Caucasian",44,0,0
"1484","Caucasian",26,1,1
"1698","Caucasian",49,1,0
"847","African-American",38,1,0
"2553","Caucasian",34,1,0
"612","Caucasian",37,1,1
"422","African-American",53,1,0
"4648","Caucasian",20,0,1
"3037","African-American",40,0,0
"108","Caucasian",52,1,0
"1040","African-American",31,1,0
"3469","African-American",34,1,0
"3600","African-American",36,1,0
"1260","Caucasian",28,0,0
"4564","African-American",22,0,1
"4786","Caucasian",20,1,1
"2214","African-American",25,1,1
"2710","Caucasian",25,1,1
"4410","Caucasian",67,1,0
"2002","African-American",21,1,1
"2568","Caucasian",23,0,1
