"","race","age","prior_offense","is_recid"
"3336","African-American",34,1,0
"1185","African-American",34,1,1
"67","Caucasian",22,1,0
"1330","African-American",24,0,1
"3895","Caucasian",49,1,0
"302","African-American",31,1,0
"4887","Caucasian",43,1,0
"4307","African-American",35,1,0
"4488","African-American",44,1,0
"3157","Caucasian",23,0,1
"1319","Caucasian",23,0,1
"3822","Caucasian",37,1,1
"647","African-American",26,1,1
"506","African-American",39,1,0
"4672","Caucasian",26,1,1
"1295","Caucasian",25,1,1
"4579","Caucasian",54,0,0
"2965","Caucasian",43,1,0
"197","African-American",42,1,0
"4497","Caucasian",20,1,1
"762","African-American",46,0,0
"3585","African-American",23,1,0
"3453","African-American",57,1,0
"2137","African-American",28,1,0
"3405","Caucasian",28,1,0
"309","Caucasian",34,0,0
"924","African-American",23,1,1
"4621","Caucasian",48,1,0
"749","Caucasian",27,1,0
"4453","African-American",26,1,1
"2266","Caucasian",25,1,1
"317","Caucasian",27,1,1
"3575","African-American",50,1,0
"4350","African-American",44,1,0
"287","African-American",38,0,0
"2483","African-American",33,1,0
"2498","African-American",29,1,0
"4579.1","Caucasian",54,0,0
"3194","Caucasian",27,1,0
"4139","Caucasian",26,0,0
"3556","Caucasian",24,0,1
"2569","African-American",41,1,0
"2416","Caucasian",25,0,1
"3931","African-American",35,1,0
"2362","Caucasian",35,1,0
"586","African-American",31,1,1
"1257","African-American",28,1,0
"658","Caucasian",30,1,1
"3838","African-American",23,0,1
"4983","African-American",22,1,1
"1938","African-American",57,0,0
"417","African-American",44,0,0
"1948","Caucasian",39,0,0
"3271","Caucasian",27,0,1
"2090","African-American",35,0,0
"2483.1","African-American",33,1,0
"1710","African-American",32,0,0
"3033","African-American",29,1,0
"3391","African-American",42,1,0
"4627","African-American",26,0,0
"4900","African-American",25,0,1
"420","African-American",28,1,0
"2076","Caucasian",38,1,0
"3638","African-American",34,0,0
"4603","African-American",25,1,1
"4477","African-American",24,1,0
"2962","Caucasian",22,1,1
"2626","African-American",30,1,0
"410","African-American",23,1,1
"4625","Caucasian",21,1,1
"3937","Caucasian",26,0,1
"4297","African-American",31,1,1
"473","Caucasian",25,0,1
"170","African-American",38,1,0
"1344","Caucasian",66,1,0
"3275","African-American",45,0,0
"3708","Caucasian",70,1,0
"4401","African-American",50,0,0
"3525","African-American",34,1,0
"4542","Caucasian",23,1,1
"4330","African-American",51,0,0
"3201","Caucasian",22,1,1
"947","Caucasian",34,1,0
"3605","Caucasian",26,0,1
"2578","African-American",63,1,0
"489","Caucasian",33,0,1
"1220","Caucasian",26,1,1
"1242","African-American",21,1,1
"74","African-American",31,1,1
"3916","Caucasian",24,0,1
"484","Caucasian",50,0,0
"1864","Caucasian",54,1,0
"2819","African-American",36,1,1
"489.1","Caucasian",33,0,1
"2373","African-American",21,1,1
"3196","Caucasian",27,0,0
"646","Caucasian",21,0,1
"4858","African-American",26,1,0
"557","African-American",33,1,0
"1235","Caucasian",44,1,1
"2504","Caucasian",35,0,0
"4454","African-American",29,1,0
"1957","African-American",22,0,1
"3689","Caucasian",21,1,1
"128","Caucasian",43,0,0
"1719","Caucasian",24,0,1
"3526","African-American",26,1,1
"3844","Caucasian",52,0,0
"1680","African-American",63,1,0
"230","Caucasian",25,0,0
"1132","African-American",21,0,1
"2821","African-American",24,0,0
"4778","Caucasian",22,0,1
"1865","Caucasian",44,0,0
"4246","African-American",28,1,1
"2227","African-American",25,1,1
"4818","Caucasian",59,0,0
"1506","African-American",27,1,0
"2934","African-American",35,1,0
"1615","African-American",37,1,0
"1797","African-American",26,1,1
"1669","African-American",31,1,0
"377","African-American",20,0,1
