"","race","age","prior_offense","is_recid"
"1293","Caucasian",43,0,0
"666","Caucasian",27,0,0
"3089","Caucasian",27,1,0
"2007","Caucasian",25,0,1
"16","African-American",26,0,1
"4665","Caucasian",37,1,0
"1152","Caucasian",22,1,1
"1516","Caucasian",43,0,0
"2289","African-American",47,1,0
"3358","African-American",49,1,0
"2540","African-American",38,1,0
"2789","Caucasian",39,1,0
"1386","African-American",21,1,1
"3358.1","African-American",49,1,0
"1734","African-American",40,1,1
"2625","Caucasian",26,0,1
"4196","African-American",25,1,1
"2318","African-American",20,0,1
"1025","African-American",41,1,0
"63","African-American",22,1,1
"1558","African-American",27,0,0
"953","African-American",23,1,1
"1429","Caucasian",23,1,1
"20","Caucasian",38,1,0
"4859","African-American",56,1,0
"4825","Caucasian",24,1,1
"3833","African-American",59,1,0
"1607","African-American",34,0,1
"1388","African-American",41,1,0
"729","African-American",42,1,0
"1141","Caucasian",32,1,1
"3188","African-American",19,0,1
"3034","African-American",30,1,1
"4500","Caucasian",20,0,1
"4923","African-American",36,0,1
"4732","African-American",23,1,1
"4784","Caucasian",61,0,0
"882","Caucasian",35,1,0
"4436","Caucasian",53,1,0
"724","African-American",60,1,0
"2181","Caucasian",28,1,1
"3132","African-American",32,1,1
"3515","African-American",20,1,1
"144","Caucasian",26,1,1
"3877","Caucasian",20,0,1
"4153","Caucasian",42,0,0
"4651","African-American",51,1,0
"4940","African-American",30,1,0
"4309","Caucasian",27,1,1
"3004","Caucasian",26,0,1
"3954","Caucasian",31,1,1
"163","African-American",34,1,1
"3267","Caucasian",22,1,1
"82","Caucasian",43,1,0
"3318","Caucasian",29,0,0
"2495","Caucasian",55,1,0
"974","African-American",37,1,1
"3511","Caucasian",52,1,0
"4160","African-American",20,0,1
"1378","Caucasian",23,0,1
"3998","Caucasian",31,1,1
"2305","African-American",37,1,0
"1514","Caucasian",55,1,0
"2120","Caucasian",51,1,0
"2219","African-American",28,1,1
"2917","Caucasian",24,0,1
"2268","African-American",55,1,0
"3761","African-American",21,0,1
"3303","African-American",24,0,1
"312","Caucasian",62,0,0
"706","Caucasian",34,1,1
"497","Caucasian",53,1,0
"2060","African-American",21,0,1
"657","Caucasian",28,0,1
"4794","Caucasian",43,1,0
"1929","Caucasian",36,1,0
"499","Caucasian",49,1,0
"1534","African-American",30,1,1
"1614","African-American",20,0,1
"1487","Caucasian",69,0,0
"4512","African-American",28,1,0
"975","African-American",32,1,1
"1713","African-American",29,0,0
"781","African-American",24,0,1
"3659","African-American",22,1,1
"4238","Caucasian",47,1,0
"2239","African-American",58,1,0
"4572","Caucasian",21,1,1
"1143","African-American",30,1,1
"2840","African-American",20,0,1
"1231","Caucasian",53,1,0
"2628","Caucasian",23,1,1
"1529","Caucasian",74,0,0
"2738","Caucasian",21,0,1
"4057","Caucasian",35,1,0
"240","Caucasian",21,0,1
"4211","African-American",61,1,0
"2472","Caucasian",31,0,0
"3724","Caucasian",25,0,1
"2815","African-American",23,1,1
"2966","African-American",20,1,1
"525","African-American",27,0,1
"4787","African-American",31,1,1
"3422","African-American",26,0,1
"4200","Caucasian",26,1,0
"394","African-American",40,1,0
"1533","African-American",32,1,1
"4332","African-American",36,1,0
"1045","African-American",24,1,1
"4131","Caucasian",21,1,1
"3352","African-American",29,0,0
"2838","African-American",34,1,0
"1050","African-American",25,1,0
"1238","African-American",24,0,1
"4186","Caucasian",31,1,0
"1179","African-American",24,0,1
"864","African-American",23,1,1
"833","Caucasian",33,1,0
"2606","Caucasian",57,1,0
"4015","African-American",31,1,0
"201","Caucasian",24,1,1
"4768","African-American",25,1,1
"104","African-American",21,1,0
"3396","African-American",29,1,1
"351","Caucasian",49,1,0
"1672","Caucasian",67,0,0
"1779","African-American",23,0,1
"3624","African-American",21,0,1
"2622","African-American",26,1,0
"2876","Caucasian",25,0,0
"64","Caucasian",37,0,0
"1752","African-American",22,1,0
"2418","Caucasian",39,1,0
"1328","African-American",23,1,1
"3737","Caucasian",29,0,0
"1661","Caucasian",21,0,1
"499.1","Caucasian",49,1,0
"910","African-American",23,0,1
"1486","Caucasian",30,0,0
"677","African-American",54,1,0
"1476","African-American",31,1,0
"3391","African-American",42,1,0
"844","Caucasian",21,1,1
"1092","African-American",20,0,1
"1404","African-American",28,1,1
"893","Caucasian",24,1,0
"3760","Caucasian",29,1,0
"918","Caucasian",56,1,0
"1705","Caucasian",27,1,1
"4283","African-American",34,0,0
"385","Caucasian",64,0,0
"2554","African-American",22,0,1
"2706","African-American",33,0,0
"3152","Caucasian",50,1,0
"4668","African-American",30,0,1
"4901","African-American",20,0,1
"3106","Caucasian",30,1,1
"1655","Caucasian",37,1,0
"3810","Caucasian",20,1,1
"3676","Caucasian",45,1,0
"4336","Caucasian",34,1,0
"2592","Caucasian",49,1,0
"1046","Caucasian",30,0,1
"2412","Caucasian",27,1,1
"2423","Caucasian",20,0,1
"401","African-American",23,0,1
"2576","African-American",20,0,1
"1205","African-American",31,1,1
"2838.1","African-American",34,1,0
"2245","African-American",20,0,1
"4594","African-American",22,1,1
"1012","Caucasian",37,1,0
"3343","Caucasian",36,0,1
"3750","African-American",28,1,1
"1063","African-American",20,0,1
"1312","Caucasian",33,1,1
"1068","African-American",27,1,0
"1309","African-American",22,0,1
"3705","African-American",24,0,1
"353","Caucasian",39,1,0
"806","Caucasian",21,0,1
"1795","Caucasian",54,1,0
"158","Caucasian",30,0,1
"356","Caucasian",37,1,0
"4983","African-American",22,1,1
"4060","African-American",22,1,1
"4949","Caucasian",30,0,0
"3408","Caucasian",29,0,0
"3677","African-American",53,1,0
"1548","African-American",25,1,1
"3394","African-American",25,1,0
"1088","African-American",39,1,0
"2389","African-American",25,0,1
"2632","Caucasian",62,1,0
"3914","Caucasian",22,1,1
"1945","Caucasian",38,1,0
"2801","Caucasian",38,1,1
"4870","Caucasian",76,1,0
"890","Caucasian",30,1,1
"2902","African-American",25,1,0
"4580","African-American",62,0,0
"683","African-American",27,1,0
"2155","African-American",53,1,0
"369","African-American",26,1,0
"2015","African-American",20,0,1
"4624","Caucasian",26,1,1
"4155","African-American",29,0,0
"995","Caucasian",24,1,1
"1333","Caucasian",28,1,1
"715","African-American",21,1,1
"1217","Caucasian",51,0,0
"1237","African-American",25,1,1
"2234","African-American",21,1,1
"1136","African-American",23,1,1
"3486","African-American",22,0,1
"3530","Caucasian",26,0,1
"4439","African-American",30,1,1
"3136","African-American",35,1,0
"2241","African-American",41,1,0
"725","African-American",27,1,0
"487","African-American",27,1,0
"1239","African-American",27,1,0
"2200","Caucasian",43,0,0
"4968","African-American",26,0,1
"366","African-American",25,1,1
"2028","Caucasian",33,1,1
"1916","Caucasian",44,1,0
