"","race","age","prior_offense","is_recid"
"3449","African-American",22,1,1
"3054","Caucasian",45,1,0
"1961","Caucasian",20,0,1
"2185","Caucasian",35,1,0
"2190","Caucasian",20,0,1
"2070","African-American",20,1,0
"3605","Caucasian",26,0,1
"266","Caucasian",49,0,0
"1978","Caucasian",30,0,0
"4127","Caucasian",25,1,1
"3868","African-American",29,0,0
"2075","Caucasian",25,0,1
"2523","African-American",19,0,1
"4538","African-American",21,1,1
"1088","African-American",39,1,0
"679","Caucasian",21,1,1
"349","Caucasian",24,1,1
"2579","Caucasian",23,0,1
"7","Caucasian",39,1,0
"3308","African-American",29,1,1
"1293","Caucasian",43,0,0
"3300","Caucasian",70,0,0
"241","Caucasian",53,1,0
"383","African-American",27,1,1
"1358","African-American",24,0,1
"3753","Caucasian",24,0,0
"4430","African-American",27,1,0
"1865","Caucasian",44,0,0
"1005","African-American",33,0,0
"4232","African-American",44,1,0
"2521","Caucasian",23,0,1
"2913","African-American",27,1,1
"764","African-American",24,0,0
"3781","Caucasian",22,1,1
"3875","African-American",36,1,0
"3416","African-American",21,0,1
"598","African-American",27,1,0
"3038","Caucasian",27,1,1
"3008","African-American",30,1,0
"1205","African-American",31,1,1
"3031","Caucasian",23,1,1
"4081","Caucasian",46,0,0
"1951","Caucasian",24,1,1
"4628","Caucasian",37,1,1
"3513","Caucasian",29,0,0
"1754","African-American",42,1,0
"2679","Caucasian",20,1,1
"2331","Caucasian",52,0,0
"404","African-American",36,1,1
"4955","African-American",29,0,0
"4912","African-American",27,1,1
"1059","African-American",21,1,1
"4273","African-American",32,0,0
"1270","African-American",39,1,0
"780","Caucasian",21,0,1
"3697","Caucasian",59,1,0
"3209","Caucasian",22,1,1
"2963","African-American",25,1,1
"1039","African-American",33,0,0
"1552","African-American",39,1,0
"156","African-American",42,1,0
"4933","African-American",34,0,0
"2996","Caucasian",21,1,1
"3622","Caucasian",58,1,0
"885","African-American",53,0,0
"3288","African-American",24,1,1
"1987","Caucasian",29,0,0
"893","Caucasian",24,1,0
"4035","African-American",27,1,0
"1189","African-American",37,1,0
"1617","Caucasian",33,1,0
"4250","Caucasian",28,1,0
"2569","African-American",41,1,0
"3031.1","Caucasian",23,1,1
"4269","African-American",24,1,1
"4303","African-American",23,0,1
"705","Caucasian",39,1,0
"3211","African-American",50,1,0
"886","Caucasian",28,0,0
"1419","African-American",21,1,1
"2060","African-American",21,0,1
"2375","Caucasian",31,1,0
"1719","Caucasian",24,0,1
"3680","Caucasian",26,1,1
"4721","African-American",19,1,0
"214","African-American",38,1,0
"2962","Caucasian",22,1,1
"395","Caucasian",48,0,0
"3614","Caucasian",24,1,1
"3184","Caucasian",28,1,1
"2531","Caucasian",39,1,0
"896","African-American",27,1,1
"1965","Caucasian",35,1,1
"4518","Caucasian",66,1,0
"722","African-American",59,1,0
"3808","Caucasian",27,0,0
"984","African-American",20,0,0
"3483","African-American",20,1,1
"1139","African-American",37,1,0
"221","African-American",22,1,1
"4542","Caucasian",23,1,1
"3431","African-American",30,1,0
