"","race","age","prior_offense","is_recid"
"1779","African-American",23,0,1
"4777","African-American",28,1,0
"550","Caucasian",48,0,0
"882","Caucasian",35,1,0
"3184","Caucasian",28,1,1
"4058","African-American",55,1,0
"3679","African-American",22,0,1
"4659","Caucasian",20,1,1
"1857","African-American",22,1,1
"2778","Caucasian",24,0,1
"1206","African-American",27,1,0
"4684","Caucasian",20,0,1
"4773","African-American",21,1,1
"774","African-American",23,1,0
"3590","African-American",27,0,1
"2691","Caucasian",24,1,1
"4923","African-American",36,0,1
"2756","Caucasian",62,0,0
"3245","African-American",25,1,1
"3914","Caucasian",22,1,1
"2050","African-American",23,1,1
"4487","African-American",27,1,0
"463","Caucasian",26,0,1
"292","Caucasian",47,1,0
"1629","African-American",54,1,0
"1851","African-American",24,1,1
"4672","Caucasian",26,1,1
"1510","Caucasian",26,1,1
"1501","Caucasian",20,1,1
"3931","African-American",35,1,0
"1761","Caucasian",27,1,1
"4325","Caucasian",45,0,0
"4680","African-American",20,0,1
"3355","African-American",32,1,0
"2448","African-American",27,1,0
"3635","African-American",38,0,0
"3753","Caucasian",24,0,0
"107","Caucasian",37,0,0
"2761","African-American",46,1,1
"3598","Caucasian",26,1,1
"3844","Caucasian",52,0,0
"881","Caucasian",28,1,0
"3713","Caucasian",39,1,0
"3792","African-American",28,1,0
"4098","African-American",29,1,1
"1727","African-American",34,1,0
"4640","African-American",30,1,1
"2665","African-American",20,1,1
"2978","Caucasian",29,1,0
"370","Caucasian",26,1,1
"3568","Caucasian",42,1,0
"1526","Caucasian",53,0,0
"1308","African-American",28,1,0
"2916","Caucasian",24,1,1
"1324","African-American",43,1,0
"2944","Caucasian",41,0,0
"4607","African-American",25,1,1
"104","African-American",21,1,0
"1863","Caucasian",24,0,1
"4378","African-American",29,1,0
"3206","Caucasian",41,1,0
"2928","Caucasian",52,1,0
"1792","Caucasian",26,0,1
"3260","African-American",44,1,0
"2617","African-American",42,1,0
"2395","Caucasian",24,1,1
"2285","Caucasian",24,0,0
"1267","Caucasian",32,0,0
"575","African-American",50,1,0
"3980","Caucasian",20,0,1
"4369","Caucasian",45,0,0
"711","Caucasian",39,1,0
"2265","Caucasian",30,0,1
"2284","African-American",33,1,0
"1976","African-American",20,0,1
"3553","African-American",19,0,1
"502","African-American",27,1,0
"4380","Caucasian",27,0,1
"2690","Caucasian",60,1,0
"1637","Caucasian",44,1,0
"231","African-American",55,0,0
"1176","African-American",23,0,1
"4447","African-American",58,0,0
"4378.1","African-American",29,1,0
"2225","Caucasian",22,1,1
"3366","Caucasian",28,0,1
"1029","Caucasian",42,1,0
"2613","African-American",31,1,0
"835","African-American",36,1,0
"4271","African-American",43,0,0
"432","African-American",26,0,0
"4478","African-American",31,1,1
"4463","Caucasian",45,1,1
"677","African-American",54,1,0
"4430","African-American",27,1,0
"3597","Caucasian",20,0,1
"2763","African-American",34,1,1
