"","race","age","prior_offense","is_recid"
"2308","African-American",22,0,1
"879","African-American",28,1,1
"56","Caucasian",44,0,0
"2448","African-American",27,1,0
"4444","African-American",33,0,0
"1277","Caucasian",32,1,1
"389","Caucasian",40,0,0
"626","Caucasian",26,1,0
"2449","Caucasian",29,1,1
"3672","African-American",20,0,1
"144","Caucasian",26,1,1
"4536","African-American",50,1,0
"3085","Caucasian",37,1,1
"1645","African-American",26,1,0
"1459","Caucasian",31,1,0
"3472","African-American",29,1,1
"1897","African-American",30,1,1
"4031","Caucasian",24,1,1
"1851","African-American",24,1,1
"131","Caucasian",45,1,0
"3826","African-American",22,1,1
"2861","Caucasian",36,1,0
"3857","African-American",57,1,0
"3477","Caucasian",21,1,1
"666","Caucasian",27,0,0
"1927","African-American",23,1,1
"492","Caucasian",22,1,1
"3924","Caucasian",46,0,0
"456","African-American",27,0,0
"200","African-American",22,0,1
"1512","African-American",59,1,0
"1601","African-American",43,1,1
"497","Caucasian",53,1,0
"1471","African-American",23,1,1
"873","African-American",29,1,1
"492.1","Caucasian",22,1,1
"2302","African-American",26,1,1
"4857","Caucasian",21,0,1
"393","African-American",39,0,0
"1378","Caucasian",23,0,1
"2400","Caucasian",27,1,1
"155","Caucasian",43,0,0
"1885","African-American",38,1,1
"264","African-American",20,1,1
"2815","African-American",23,1,1
"1208","Caucasian",74,0,0
"1707","Caucasian",33,1,0
"3650","African-American",23,0,1
"3378","African-American",21,0,1
"4836","Caucasian",25,1,1
"4934","Caucasian",51,0,0
"3964","Caucasian",30,1,1
"803","Caucasian",20,1,1
"1735","African-American",26,1,1
"18","Caucasian",29,1,1
"4717","Caucasian",24,0,1
"2331","Caucasian",52,0,0
"96","African-American",22,0,1
"4512","African-American",28,1,0
"2495","Caucasian",55,1,0
"2827","Caucasian",26,0,1
"4920","Caucasian",24,1,1
"3733","African-American",29,1,1
"4921","African-American",22,1,1
"280","Caucasian",21,0,0
"1886","Caucasian",22,1,1
"658","Caucasian",30,1,1
"3961","Caucasian",37,0,0
"202","Caucasian",46,1,0
"4844","African-American",29,1,1
"2171","African-American",31,0,0
"4196","African-American",25,1,1
"3072","African-American",26,1,1
"1778","Caucasian",27,1,1
"952","African-American",22,1,1
"515","Caucasian",55,1,0
"4273","African-American",32,0,0
"455","Caucasian",34,1,0
"2680","Caucasian",21,1,1
"852","Caucasian",52,1,0
"287","African-American",38,0,0
"506","African-American",39,1,0
"125","African-American",22,1,1
"4720","Caucasian",26,1,1
"3988","African-American",43,1,0
"1441","African-American",53,1,0
"4858","African-American",26,1,0
"3902","Caucasian",26,1,1
"1476","African-American",31,1,0
"3583","Caucasian",23,0,0
"2550","African-American",47,0,0
"4802","Caucasian",22,1,1
"1658","African-American",25,1,1
"4798","Caucasian",44,0,0
"1873","African-American",70,0,0
"3925","African-American",26,1,1
"1434","Caucasian",46,1,0
