"","race","age","prior_offense","is_recid"
"2614","Caucasian",23,1,1
"476","African-American",24,1,1
"3975","Caucasian",51,1,0
"4017","African-American",36,1,1
"94","African-American",34,1,0
"1829","African-American",30,1,1
"2441","African-American",23,1,1
"1559","African-American",24,0,0
"3344","Caucasian",41,1,0
"589","African-American",25,1,1
"2658","African-American",27,0,0
"3808","Caucasian",27,0,0
"457","Caucasian",23,1,1
"1011","African-American",21,0,0
"413","Caucasian",49,1,0
"190","Caucasian",26,1,1
"1390","African-American",47,0,0
"625","African-American",19,0,1
"3783","Caucasian",37,1,0
"3279","Caucasian",26,1,1
"3120","African-American",34,1,1
"4446","Caucasian",22,1,1
"4155","African-American",29,0,0
"4270","African-American",27,1,1
"3312","Caucasian",31,1,1
"1218","Caucasian",49,1,0
"569","African-American",24,0,1
"1099","Caucasian",30,0,1
"1851","African-American",24,1,1
"2344","African-American",22,0,1
"3502","Caucasian",28,0,0
"4203","African-American",43,1,0
"59","Caucasian",45,1,1
"3656","African-American",23,1,0
"2892","Caucasian",35,1,0
"3642","African-American",26,1,1
"2493","African-American",21,0,1
"549","Caucasian",24,1,1
"1137","African-American",21,0,0
"3850","African-American",30,1,0
"1059","African-American",21,1,1
"791","African-American",30,1,0
"3517","Caucasian",26,0,1
"1594","African-American",43,1,0
"3022","African-American",31,0,0
"3290","African-American",26,0,1
"180","Caucasian",41,1,0
"1167","African-American",33,1,0
"4900","African-American",25,0,1
"1980","African-American",54,1,0
"1759","African-American",24,1,1
"4966","African-American",25,1,0
"2870","Caucasian",25,1,1
"2703","African-American",26,1,0
"1067","African-American",22,1,1
"4032","Caucasian",25,1,1
"2151","African-American",28,1,0
"4984","African-American",34,1,0
"3957","Caucasian",32,0,0
"3687","Caucasian",21,1,1
"4828","Caucasian",31,0,1
"4292","Caucasian",45,0,0
"4433","Caucasian",25,1,1
"2689","Caucasian",37,0,1
"1927","African-American",23,1,1
"3947","African-American",56,1,0
"233","Caucasian",57,1,0
"1934","Caucasian",29,0,1
"926","African-American",26,1,0
"413.1","Caucasian",49,1,0
"1285","Caucasian",22,1,1
"3709","Caucasian",44,1,0
"3246","Caucasian",48,0,0
"2982","Caucasian",25,1,1
"2690","Caucasian",60,1,0
"1915","African-American",27,0,0
"3185","African-American",21,1,1
"3920","Caucasian",32,1,1
"1948","Caucasian",39,0,0
"566","Caucasian",21,0,1
"2817","Caucasian",27,1,1
"3285","African-American",28,1,1
"1964","Caucasian",31,1,1
"1645","African-American",26,1,0
"4511","Caucasian",25,0,0
"1976","African-American",20,0,1
"4999","Caucasian",24,1,1
"1152","Caucasian",22,1,1
"2232","Caucasian",62,0,0
"4866","African-American",26,1,1
"962","Caucasian",42,0,0
"437","Caucasian",27,1,1
"298","African-American",24,1,0
"831","African-American",30,1,0
"996","Caucasian",61,0,0
"857","African-American",46,1,0
"1512","African-American",59,1,0
"1919","Caucasian",24,0,1
"2265","Caucasian",30,0,1
"2268","African-American",55,1,0
"4996","African-American",49,1,0
"4079","African-American",27,1,1
"243","Caucasian",29,0,0
"210","African-American",27,1,0
"2843","Caucasian",33,0,0
"2266","Caucasian",25,1,1
"311","Caucasian",22,0,1
"180.1","Caucasian",41,1,0
"1162","Caucasian",24,1,1
"1701","Caucasian",36,1,1
"3477","Caucasian",21,1,1
"3568","Caucasian",42,1,0
"3903","Caucasian",25,1,1
"1233","African-American",25,1,1
"4953","Caucasian",30,0,1
"2889","African-American",34,1,0
"4746","Caucasian",46,1,0
"3919","Caucasian",26,1,1
"1445","African-American",22,1,1
"4363","African-American",28,1,0
"4466","African-American",28,1,1
"698","African-American",24,1,1
"2088","African-American",41,0,0
"2686","African-American",42,1,0
"4625","Caucasian",21,1,1
"3104","African-American",39,1,0
"4881","African-American",56,1,0
"1413","African-American",19,1,1
"2925","African-American",23,1,1
"3756","African-American",24,0,1
"3469","African-American",34,1,0
"3704","Caucasian",24,1,1
"2559","African-American",20,1,1
"1309","African-American",22,0,1
"1985","African-American",21,1,1
"1205","African-American",31,1,1
"2119","African-American",39,1,0
"4380","Caucasian",27,0,1
"2247","Caucasian",30,0,1
"161","Caucasian",26,1,1
"1625","African-American",28,1,0
"1877","Caucasian",60,1,0
"1991","African-American",22,1,1
"2427","African-American",20,0,1
"3511","Caucasian",52,1,0
"975","African-American",32,1,1
"3663","African-American",35,1,0
"2255","African-American",30,1,0
"1115","Caucasian",20,0,1
"2491","African-American",33,0,0
"3918","Caucasian",27,1,1
"1008","Caucasian",37,1,1
"2522","African-American",39,1,0
"4457","Caucasian",37,0,0
"4123","Caucasian",44,1,0
"1850","Caucasian",27,0,0
"4503","Caucasian",25,0,0
"4867","African-American",29,1,0
"2313","Caucasian",26,1,1
"2619","African-American",63,1,0
"472","African-American",28,1,1
"1840","Caucasian",38,1,0
"517","Caucasian",35,1,0
"2850","African-American",30,1,0
"3889","Caucasian",46,1,0
"3863","Caucasian",31,0,0
"1241","Caucasian",29,1,1
"3090","African-American",20,0,1
"4855","Caucasian",55,1,0
"3637","Caucasian",24,1,1
"2115","African-American",23,1,1
"3078","Caucasian",29,1,1
"1793","Caucasian",41,1,0
"3477.1","Caucasian",21,1,1
"1933","African-American",28,1,1
"1306","Caucasian",27,1,0
"4687","African-American",21,0,0
"586","African-American",31,1,1
"162","African-American",38,0,0
"2384","Caucasian",26,1,1
"1982","African-American",31,0,0
"168","Caucasian",24,1,1
"1398","Caucasian",27,0,1
"1261","Caucasian",23,1,0
"2815","African-American",23,1,1
"4","Caucasian",41,1,0
"2721","Caucasian",55,1,0
"984","African-American",20,0,0
"2271","Caucasian",27,1,0
"86","Caucasian",24,0,1
"2736","Caucasian",29,1,1
"3963","Caucasian",45,0,0
"3491","Caucasian",37,1,0
"1197","Caucasian",28,1,1
"3634","African-American",46,1,0
"1722","Caucasian",29,1,1
"2543","African-American",21,1,0
"835","African-American",36,1,0
"610","African-American",21,0,1
"2594","African-American",31,1,0
"1776","Caucasian",46,1,0
"634","African-American",19,0,1
"3060","Caucasian",42,1,0
"3238","Caucasian",70,1,0
"457.1","Caucasian",23,1,1
"378","African-American",26,0,0
"2187","Caucasian",27,0,1
"1605","Caucasian",62,0,0
"810","African-American",20,1,1
"3396","African-American",29,1,1
"476.1","African-American",24,1,1
"4113","African-American",27,0,0
"1750","Caucasian",43,1,0
"449","Caucasian",36,1,1
"1659","African-American",22,0,1
"1228","African-American",26,1,1
"288","Caucasian",26,1,1
"3837","Caucasian",21,1,1
"4495","African-American",27,1,0
"2582","Caucasian",57,1,0
"4077","Caucasian",51,1,0
"2424","Caucasian",26,1,1
"2414","Caucasian",28,1,1
"1422","Caucasian",58,1,0
"1590","Caucasian",54,1,0
"1677","African-American",26,1,0
"1800","Caucasian",54,0,0
"552","Caucasian",25,0,0
"954","Caucasian",39,1,0
"3105","African-American",30,1,1
"930","Caucasian",23,1,1
"2758","Caucasian",34,1,0
"1242","African-American",21,1,1
"4573","Caucasian",34,1,1
"1000","Caucasian",32,1,0
"2487","Caucasian",27,1,1
"181","Caucasian",21,0,1
"466","African-American",34,1,1
"205","Caucasian",61,0,0
"3563","African-American",21,0,1
"2398","African-American",28,1,1
"1798","Caucasian",51,0,1
"291","African-American",33,0,0
"4629","Caucasian",26,1,1
"522","African-American",31,0,0
"1980.1","African-American",54,1,0
"457.2","Caucasian",23,1,1
"3366","Caucasian",28,0,1
"4740","Caucasian",35,1,0
"4510","Caucasian",20,0,1
"3003","African-American",20,1,1
"307","Caucasian",58,1,0
"3659","African-American",22,1,1
"3326","African-American",28,1,0
"3209","Caucasian",22,1,1
"1759.1","African-American",24,1,1
"3326.1","African-American",28,1,0
"986","African-American",56,1,0
"3995","Caucasian",57,1,0
"2196","Caucasian",27,1,1
"2428","African-American",40,0,0
"806","Caucasian",21,0,1
"4472","Caucasian",39,1,0
"4228","African-American",31,1,0
"2918","Caucasian",22,0,1
"3202","African-American",22,0,0
"66","African-American",25,0,1
"3325","Caucasian",59,0,0
"2514","Caucasian",54,1,0
"2495","Caucasian",55,1,0
"818","African-American",58,1,0
"255","Caucasian",54,0,0
"1468","African-American",21,1,0
"3328","Caucasian",32,0,1
"955","African-American",27,1,1
"628","Caucasian",27,1,1
"119","African-American",21,1,1
"33","Caucasian",22,1,1
"1430","Caucasian",43,0,0
"3939","Caucasian",25,0,1
"3649","Caucasian",32,1,0
"4092","African-American",53,1,0
"1480","Caucasian",29,1,1
"2574","African-American",36,1,1
"2510","Caucasian",30,0,0
"252","African-American",31,1,0
"3062","African-American",25,1,1
"3020","African-American",40,0,0
"4772","African-American",30,1,1
"1459","Caucasian",31,1,0
"3469.1","African-American",34,1,0
"3703","African-American",23,0,1
"2324","African-American",25,1,1
"939","African-American",21,1,0
"4516","African-American",26,0,0
"1057","African-American",23,1,1
"4084","Caucasian",26,1,1
"1267","Caucasian",32,0,0
"2978","Caucasian",29,1,0
"2975","Caucasian",39,0,1
"4833","Caucasian",20,1,1
"4108","Caucasian",35,1,1
"1609","Caucasian",40,1,0
"1247","African-American",33,0,0
"4063","Caucasian",21,0,1
"605","Caucasian",52,1,0
"1302","African-American",26,1,1
"4536","African-American",50,1,0
"3306","Caucasian",28,0,0
"3058","Caucasian",37,1,0
"2227","African-American",25,1,1
"353","Caucasian",39,1,0
"1115.1","Caucasian",20,0,1
"4594","African-American",22,1,1
"2401","Caucasian",30,1,0
"2461","African-American",24,1,0
"182","African-American",27,1,1
"1543","Caucasian",26,1,1
"2941","African-American",22,1,1
"39","Caucasian",40,1,0
"1846","African-American",23,1,1
"3593","Caucasian",54,1,0
"2320","African-American",22,1,1
"4723","African-American",30,1,1
"3135","Caucasian",25,0,1
"3387","Caucasian",30,0,0
"3624","African-American",21,0,1
"2438","African-American",34,1,1
"2424.1","Caucasian",26,1,1
"2877","Caucasian",26,1,1
"4329","Caucasian",59,0,0
"2679","Caucasian",20,1,1
"1772","African-American",27,1,0
"3897","African-American",43,1,0
"1402","Caucasian",25,0,0
"2819","African-American",36,1,1
"3209.1","Caucasian",22,1,1
"2221","Caucasian",29,1,0
"1037","African-American",25,1,1
"3185.1","African-American",21,1,1
"3783.1","Caucasian",37,1,0
"4534","Caucasian",32,0,1
"4220","African-American",30,1,1
"2728","African-American",23,1,0
"2268.1","African-American",55,1,0
"2878","Caucasian",50,1,0
"1869","African-American",24,0,1
"392","Caucasian",26,0,1
"1055","Caucasian",41,1,0
"566.1","Caucasian",21,0,1
"3186","African-American",28,1,0
"1151","African-American",28,1,1
"1430.1","Caucasian",43,0,0
"4709","Caucasian",35,1,0
"2134","African-American",51,1,0
"4129","African-American",32,0,1
"23","Caucasian",37,1,1
"4651","African-American",51,1,0
"2207","African-American",22,0,1
"4043","Caucasian",30,0,0
"3311","African-American",23,1,1
"1969","African-American",28,0,0
"3727","Caucasian",37,1,1
"93","Caucasian",45,1,0
"3417","African-American",28,1,0
"2601","Caucasian",29,1,0
"853","African-American",26,1,1
"4607","African-American",25,1,1
"2868","African-American",33,0,1
"4148","African-American",25,0,1
"4500","Caucasian",20,0,1
"2250","Caucasian",30,1,0
"220","African-American",20,1,1
"1472","African-American",23,0,1
"4379","African-American",22,0,0
"55","African-American",41,0,0
"4459","Caucasian",30,1,0
"4088","Caucasian",24,1,1
"3069","African-American",27,1,1
"625.1","African-American",19,0,1
"4884","African-American",28,1,1
"188","African-American",60,1,1
"1740","African-American",42,1,0
"768","Caucasian",44,1,0
"1855","Caucasian",24,1,0
"3052","Caucasian",20,1,1
"490","African-American",29,1,1
"20","Caucasian",38,1,0
"1922","African-American",41,1,0
"3596","African-American",33,1,1
"2009","Caucasian",41,0,0
"1669","African-American",31,1,0
"3617","African-American",27,1,1
"4373","Caucasian",42,0,0
"1761","Caucasian",27,1,1
"2650","African-American",27,1,1
"3801","African-American",60,1,0
"1046","Caucasian",30,0,1
"3292","Caucasian",27,1,1
"318","African-American",30,0,0
"2113","African-American",30,1,1
"2275","Caucasian",23,1,1
"398","Caucasian",31,1,1
"522.1","African-American",31,0,0
"1256","Caucasian",27,0,1
"2892.1","Caucasian",35,1,0
"577","African-American",23,1,0
"4764","Caucasian",65,0,0
"1524","Caucasian",39,0,0
"2923","Caucasian",49,1,0
"2545","Caucasian",32,1,0
"2969","Caucasian",25,0,1
"2237","African-American",27,1,0
"3935","African-American",45,1,0
"2016","Caucasian",31,1,1
"1117","African-American",24,1,0
"3987","Caucasian",30,0,0
"3250","African-American",24,1,1
"2014","Caucasian",25,1,1
"3476","African-American",28,1,0
"46","Caucasian",22,1,1
"1281","African-American",21,0,1
"2247.1","Caucasian",30,0,1
"2561","African-American",70,0,0
"2354","African-American",22,0,1
"3645","Caucasian",26,0,1
"1318","African-American",27,1,1
"3306.1","Caucasian",28,0,0
"451","Caucasian",51,0,0
"1586","Caucasian",32,1,1
"2314","African-American",28,0,1
"1447","Caucasian",20,0,1
"4138","African-American",27,1,0
"2056","African-American",34,0,0
"1845","Caucasian",34,0,1
"2132","Caucasian",71,1,0
"2428.1","African-American",40,0,0
"861","Caucasian",32,1,0
"879","African-American",28,1,1
"3783.2","Caucasian",37,1,0
"931","African-American",28,1,1
"2038","Caucasian",33,1,0
"1832","Caucasian",27,1,1
"4950","African-American",56,0,0
"678","Caucasian",21,0,1
"476.2","African-American",24,1,1
"346","Caucasian",20,0,1
"4932","Caucasian",28,1,1
"3673","Caucasian",22,0,0
"748","African-American",26,1,0
"1976.1","African-American",20,0,1
"1632","Caucasian",55,0,0
"4420","Caucasian",49,1,0
"385","Caucasian",64,0,0
"2802","African-American",23,1,1
"4194","African-American",27,1,1
"1185","African-American",34,1,1
"1470","African-American",27,0,0
"4593","African-American",20,1,1
"1032","Caucasian",29,0,1
"3093","Caucasian",31,0,0
"548","Caucasian",36,1,1
"1640","African-American",21,0,0
"3142","Caucasian",22,0,1
"2567","Caucasian",42,0,0
"93.1","Caucasian",45,1,0
"1261.1","Caucasian",23,1,0
"3593.1","Caucasian",54,1,0
"4382","Caucasian",41,1,1
"744","Caucasian",28,0,0
"32","Caucasian",24,1,1
"712","African-American",48,1,0
"423","Caucasian",26,1,1
"4163","African-American",41,1,0
"4394","African-American",30,1,1
"3945","Caucasian",28,0,0
"3293","African-American",50,1,0
"562","African-American",35,0,0
"4376","African-American",33,1,0
"140","Caucasian",58,1,0
"4966.1","African-American",25,1,0
"1601","African-American",43,1,1
"436","African-American",21,0,1
"4042","African-American",42,1,0
"266","Caucasian",49,0,0
"3613","African-American",51,0,0
"3482","African-American",42,1,0
"1934.1","Caucasian",29,0,1
"2013","Caucasian",46,1,0
"1983","Caucasian",23,1,0
"4025","Caucasian",30,0,0
"233.1","Caucasian",57,1,0
"2592","Caucasian",49,1,0
"4397","Caucasian",23,1,1
"3037","African-American",40,0,0
"239","Caucasian",43,0,0
"3172","Caucasian",40,0,1
"3000","Caucasian",26,1,1
"967","Caucasian",43,1,0
"2085","Caucasian",24,0,1
"757","Caucasian",20,0,1
"3774","African-American",34,1,0
"958","Caucasian",44,1,0
"4427","African-American",32,1,1
"365","African-American",30,1,0
"4911","Caucasian",29,0,1
"2215","African-American",55,1,0
"1185.1","African-American",34,1,1
"968","Caucasian",53,1,0
"809","Caucasian",25,0,1
"1813","African-American",31,1,1
"44","Caucasian",21,0,1
"84","Caucasian",24,0,1
"342","African-American",37,1,0
"1773","Caucasian",22,1,1
"933","African-American",22,0,1
"3188","African-American",19,0,1
"3326.2","African-American",28,1,0
"4586","Caucasian",62,0,0
"3095","Caucasian",22,1,1
"1199","African-American",35,1,0
"4395","Caucasian",30,1,0
"3146","Caucasian",28,1,0
"530","Caucasian",40,0,0
"412","Caucasian",33,1,1
"74","African-American",31,1,1
"4261","African-American",21,1,1
"1152.1","Caucasian",22,1,1
"4202","African-American",26,1,0
"1317","African-American",30,1,1
"2687","Caucasian",61,0,0
"1730","Caucasian",28,1,1
"4552","Caucasian",24,1,0
"1631","African-American",21,1,1
"3862","Caucasian",21,0,1
"4986","African-American",37,1,0
"2821","African-American",24,0,0
"3687.1","Caucasian",21,1,1
"3440","African-American",23,1,1
"2469","Caucasian",40,0,0
"3619","African-American",44,0,0
"4248","Caucasian",33,0,0
"898","African-American",29,0,0
"4483","African-American",53,1,0
"4067","African-American",28,1,1
"1231","Caucasian",53,1,0
"2258","Caucasian",32,0,0
"513","Caucasian",49,1,0
"3874","Caucasian",36,1,0
"2759","African-American",27,1,0
"4362","African-American",23,0,0
"1425","African-American",33,1,0
"4130","African-American",53,0,0
"1752","African-American",22,1,0
"4266","African-American",24,0,0
"3753","Caucasian",24,0,0
"845","Caucasian",20,1,1
"1636","African-American",23,0,1
"4423","African-American",24,1,1
"1813.1","African-American",31,1,1
"1337","African-American",25,1,1
"2614.1","Caucasian",23,1,1
"2123","African-American",23,1,0
"1849","Caucasian",36,1,1
"1424","African-American",22,1,1
"3581","African-American",24,0,0
"3011","Caucasian",21,0,1
"1986","Caucasian",28,1,1
"1006","African-American",24,1,1
"2099","African-American",31,1,1
"929","African-American",27,1,1
"1341","Caucasian",50,1,0
"3315","African-American",25,1,1
"3725","African-American",25,1,1
"4001","African-American",26,1,0
"1333","Caucasian",28,1,1
"4545","African-American",29,1,0
"2261","Caucasian",20,0,1
"4808","African-American",26,1,1
"2587","African-American",27,1,1
"3552","African-American",35,1,0
"4059","Caucasian",64,1,0
"1862","African-American",27,1,1
"1732","Caucasian",29,0,1
"43","Caucasian",23,0,1
"2785","Caucasian",32,1,0
"4299","Caucasian",28,1,0
"2340","Caucasian",55,0,0
"676","African-American",25,0,1
"557","African-American",33,1,0
"2301","African-American",20,1,1
"179","African-American",43,1,0
"1575","Caucasian",37,1,0
"213","African-American",36,1,0
"3750","African-American",28,1,1
"4770","African-American",27,1,1
"4164","Caucasian",32,1,1
"3103","Caucasian",23,1,1
"2009.1","Caucasian",41,0,0
"3868","African-American",29,0,0
"73","African-American",28,1,1
"2131","African-American",22,1,1
"2342","Caucasian",28,1,1
"3666","Caucasian",22,0,1
"740","Caucasian",33,1,0
"2983","African-American",21,1,1
"3083","African-American",25,1,1
"2489","Caucasian",38,1,0
"2487.1","Caucasian",27,1,1
"3050","African-American",21,0,1
"835.1","African-American",36,1,0
"1698","Caucasian",49,1,0
"3134","African-American",29,1,0
"107","Caucasian",37,0,0
"4268","African-American",30,1,0
"504","African-American",24,1,1
"3680","Caucasian",26,1,1
"710","African-American",24,1,1
"1319","Caucasian",23,0,1
"2337","Caucasian",50,0,0
"2087","Caucasian",23,0,1
"4371","African-American",43,1,0
"3954","Caucasian",31,1,1
"2342.1","Caucasian",28,1,1
"685","African-American",27,0,0
"3391","African-American",42,1,0
"4134","Caucasian",25,1,0
"2590","Caucasian",34,1,1
"954.1","Caucasian",39,1,0
"1453","African-American",46,1,0
"1253","African-American",26,1,0
