"","race","age","prior_offense","is_recid"
"2034","Caucasian",25,0,1
"728","African-American",33,0,0
"1923","Caucasian",50,1,0
"4074","African-American",32,1,1
"506","African-American",39,1,0
"3664","Caucasian",28,0,1
"1497","African-American",25,1,1
"2178","Caucasian",43,1,0
"842","Caucasian",37,0,0
"2051","African-American",30,1,0
"669","Caucasian",22,0,0
"522","African-American",31,0,0
"2267","African-American",35,1,0
"4269","African-American",24,1,1
"2537","African-American",21,1,1
"3593","Caucasian",54,1,0
"4730","African-American",45,1,0
"2726","Caucasian",30,0,1
"2803","Caucasian",42,0,0
"775","African-American",31,1,0
"57","Caucasian",44,0,0
"4945","African-American",53,1,0
"1676","Caucasian",46,1,0
"1810","Caucasian",22,1,1
"1676.1","Caucasian",46,1,0
"1898","Caucasian",31,0,1
"1814","Caucasian",30,0,1
"2851","Caucasian",31,0,0
"542","Caucasian",59,1,0
"2656","African-American",42,0,0
"2697","Caucasian",28,1,1
"3808","Caucasian",27,0,0
"1032","Caucasian",29,0,1
"447","African-American",32,0,0
"3918","Caucasian",27,1,1
"4235","African-American",23,0,1
"1334","African-American",35,1,0
"1783","Caucasian",24,1,0
"2465","African-American",72,1,0
"4280","African-American",35,0,0
"4099","Caucasian",53,1,0
"390","African-American",30,0,1
"31","African-American",25,1,1
"2303","African-American",55,1,0
"3536","Caucasian",54,0,0
"4267","African-American",25,1,1
"1593","Caucasian",22,1,1
"2746","Caucasian",23,1,0
"3086","African-American",41,1,0
"6","Caucasian",35,1,0
"3687","Caucasian",21,1,1
"4527","African-American",23,1,1
"1078","African-American",44,1,0
"3363","Caucasian",23,1,1
"2892","Caucasian",35,1,0
"1058","African-American",32,1,1
"3959","Caucasian",24,0,1
"3308","African-American",29,1,1
"4475","Caucasian",31,1,0
"4126","Caucasian",28,0,1
"1134","Caucasian",21,0,1
"4211","African-American",61,1,0
"4076","Caucasian",26,0,0
"9","Caucasian",21,0,1
"3725","African-American",25,1,1
"4256","African-American",32,1,0
"4131","Caucasian",21,1,1
"603","Caucasian",50,1,0
"4109","Caucasian",33,1,0
"1368","Caucasian",49,0,0
"205","Caucasian",61,0,0
"595","Caucasian",21,1,1
"3288","African-American",24,1,1
"4783","African-American",28,1,0
"4745","Caucasian",56,0,0
"3434","African-American",27,1,1
"1559","African-American",24,0,0
"4945.1","African-American",53,1,0
"2948","Caucasian",29,1,1
"1054","Caucasian",25,1,1
"4670","Caucasian",22,1,1
"1046","Caucasian",30,0,1
"1690","African-American",23,0,0
"1623","African-American",29,0,0
"3554","Caucasian",28,0,1
"3183","Caucasian",41,1,0
"1520","African-American",27,1,0
"1720","African-American",28,1,1
"2656.1","African-American",42,0,0
"1661","Caucasian",21,0,1
"2714","African-American",34,1,1
"1473","African-American",50,1,0
"3289","Caucasian",20,0,1
"3046","African-American",24,0,1
"2588","African-American",20,1,1
"1326","African-American",25,1,0
"2922","Caucasian",65,1,0
"2513","African-American",35,1,1
"4366","African-American",19,0,1
"793","Caucasian",24,1,1
"2954","African-American",32,1,0
"206","Caucasian",41,1,0
"876","Caucasian",30,1,1
"4473","African-American",29,1,0
"1512","African-American",59,1,0
"1278","African-American",47,1,0
"1244","Caucasian",42,0,0
"399","Caucasian",39,1,0
"4365","African-American",29,1,0
"2048","Caucasian",33,0,1
"3614","Caucasian",24,1,1
"18","Caucasian",29,1,1
"2608","Caucasian",44,1,0
"674","African-American",28,1,0
"892","Caucasian",22,0,1
"2875","African-American",19,1,1
"62","African-American",34,1,0
"4846","Caucasian",24,1,1
"852","Caucasian",52,1,0
"3895","Caucasian",49,1,0
"1814.1","Caucasian",30,0,1
"4859","African-American",56,1,0
"259","Caucasian",42,1,1
"2614","Caucasian",23,1,1
"1540","Caucasian",77,1,0
"1289","Caucasian",38,0,0
"343","Caucasian",25,1,1
"128","Caucasian",43,0,0
"738","Caucasian",32,0,0
"3540","Caucasian",51,1,0
"1796","Caucasian",51,0,0
"1182","Caucasian",56,1,0
"1584","Caucasian",30,1,1
"1526","Caucasian",53,0,0
"2288","African-American",38,1,1
"2314","African-American",28,0,1
"2363","African-American",33,0,0
"690","Caucasian",24,1,1
"1493","Caucasian",32,0,0
"2116","Caucasian",20,0,1
"4461","African-American",23,1,1
"549","Caucasian",24,1,1
"1589","Caucasian",26,1,1
"2140","Caucasian",22,1,1
"4637","Caucasian",28,1,0
"2599","African-American",31,1,1
"2340","Caucasian",55,0,0
"4212","African-American",22,1,1
"1557","Caucasian",24,0,1
"123","Caucasian",25,1,1
"3957","Caucasian",32,0,0
"2043","Caucasian",28,0,1
"4655","African-American",31,1,1
"2849","African-American",33,0,0
"1821","Caucasian",65,1,0
"4023","African-American",36,1,0
"4164","Caucasian",32,1,1
"3499","African-American",47,1,0
"4217","Caucasian",19,0,1
"3868","African-American",29,0,0
"2068","Caucasian",21,0,1
"2534","Caucasian",22,1,0
"2658","African-American",27,0,0
"4471","Caucasian",33,1,0
"4338","Caucasian",23,0,0
"4849","African-American",21,0,1
"2013","Caucasian",46,1,0
"3235","African-American",35,1,0
