"","race","age","prior_offense","is_recid"
"1298","African-American",52,1,0
"2586","Caucasian",50,0,0
"1638","Caucasian",34,1,0
"3451","Caucasian",25,1,1
"4647","African-American",30,1,0
"1297","Caucasian",53,0,0
"855","Caucasian",35,1,0
"2918","Caucasian",22,0,1
"2815","African-American",23,1,1
"2834","African-American",27,1,0
"793","Caucasian",24,1,1
"4651","African-American",51,1,0
"266","Caucasian",49,0,0
"369","African-American",26,1,0
"2842","Caucasian",25,0,1
"1795","Caucasian",54,1,0
"2780","Caucasian",44,1,0
"1329","Caucasian",25,0,1
"3076","African-American",29,1,0
"2195","Caucasian",25,1,0
"927","African-American",43,1,1
"1917","Caucasian",21,1,1
"1175","Caucasian",35,1,1
"3831","African-American",29,1,1
"1968","Caucasian",43,0,0
"321","African-American",42,1,0
"3028","African-American",32,1,1
"110","African-American",28,1,0
"3144","Caucasian",29,1,1
"3049","African-American",29,1,0
"2882","African-American",25,0,1
"282","African-American",23,0,1
"3973","African-American",21,0,1
"4201","Caucasian",31,1,1
"2181","Caucasian",28,1,1
"1379","African-American",38,1,0
"4648","Caucasian",20,0,1
"3934","Caucasian",24,1,1
"4597","Caucasian",40,1,0
"2343","African-American",24,1,1
"2417","African-American",27,0,1
"3603","African-American",56,1,0
"1168","African-American",27,1,1
"1956","African-American",42,0,1
"1487","Caucasian",69,0,0
"1658","African-American",25,1,1
"3635","African-American",38,0,0
"672","African-American",31,1,1
"1249","African-American",24,1,1
"4631","African-American",42,1,0
"1459","Caucasian",31,1,0
"2323","Caucasian",31,1,1
"4303","African-American",23,0,1
"656","African-American",22,0,1
"1578","Caucasian",50,1,0
"3436","Caucasian",30,0,0
"3302","African-American",36,0,1
"1989","Caucasian",24,1,1
"1570","African-American",23,1,1
"2990","Caucasian",45,1,0
"4964","African-American",32,1,0
"1223","Caucasian",34,0,0
"3916","Caucasian",24,0,1
"2047","African-American",21,1,1
"4018","African-American",27,1,1
"4267","African-American",25,1,1
"2840","African-American",20,0,1
"487","African-American",27,1,0
"2796","African-American",34,1,0
"2578","African-American",63,1,0
"2456","African-American",33,1,0
"341","Caucasian",22,0,1
"4315","Caucasian",26,1,1
"1720","African-American",28,1,1
"2745","Caucasian",40,0,0
"3616","African-American",37,1,0
"4639","Caucasian",38,1,1
"4212","African-American",22,1,1
"1386","African-American",21,1,1
"3705","African-American",24,0,1
"1367","African-American",51,1,0
"212","African-American",20,0,1
"569","African-American",24,0,1
"1148","African-American",22,0,1
"981","African-American",26,0,0
"759","African-American",21,0,1
"3993","Caucasian",28,1,1
"3696","Caucasian",42,0,0
"3423","African-American",21,0,1
"3194","Caucasian",27,1,0
"4825","Caucasian",24,1,1
"3127","African-American",21,0,1
"516","Caucasian",26,1,1
"2591","Caucasian",45,1,0
"1551","African-American",20,1,1
"3772","Caucasian",22,1,1
"1175.1","Caucasian",35,1,1
"580","African-American",34,1,0
"3290","African-American",26,0,1
"4370","Caucasian",38,1,0
"427","African-American",43,1,0
"2111","African-American",20,0,1
"1507","African-American",24,1,1
"1148.1","African-American",22,0,1
"1360","African-American",27,1,1
