"","race","age","prior_offense","is_recid"
"957","African-American",35,1,0
"3549","Caucasian",31,0,0
"7","Caucasian",39,1,0
"3328","Caucasian",32,0,1
"3071","Caucasian",24,0,0
"1976","African-American",20,0,1
"3083","African-American",25,1,1
"306","Caucasian",25,1,1
"2184","Caucasian",24,0,1
"4712","African-American",31,1,0
"2818","African-American",44,0,0
"4575","African-American",20,1,1
"2548","Caucasian",40,1,0
"2235","Caucasian",24,1,1
"2857","Caucasian",44,1,0
"2287","African-American",24,1,1
"3052","Caucasian",20,1,1
"1637","Caucasian",44,1,0
"3614","Caucasian",24,1,1
"1091","Caucasian",41,1,0
"889","Caucasian",24,0,1
"3789","African-American",26,0,1
"1251","Caucasian",21,0,1
"1113","Caucasian",22,0,1
"921","African-American",33,0,0
"4752","Caucasian",19,0,1
"2235.1","Caucasian",24,1,1
"1566","Caucasian",27,1,1
"4774","African-American",30,1,1
"4238","Caucasian",47,1,0
"4086","Caucasian",22,1,1
"2523","African-American",19,0,1
"3560","Caucasian",64,0,0
"1735","African-American",26,1,1
"453","African-American",22,0,1
"167","African-American",29,1,1
"2709","Caucasian",46,1,0
"3961","Caucasian",37,0,0
"3781","Caucasian",22,1,1
"4602","African-American",21,1,1
"2637","African-American",43,1,0
"2712","Caucasian",21,1,1
"3013","African-American",48,1,0
"437","Caucasian",27,1,1
"1573","African-American",29,1,0
"222","African-American",28,1,1
"2824","Caucasian",41,1,1
"1540","Caucasian",77,1,0
"218","African-American",27,1,0
"1422","Caucasian",58,1,0
"4809","African-American",40,0,0
"4034","African-American",30,1,1
"4125","Caucasian",23,1,1
"3366","Caucasian",28,0,1
"2569","African-American",41,1,0
"777","Caucasian",32,0,1
"2581","Caucasian",27,0,1
"3823","Caucasian",27,1,1
"4691","Caucasian",22,1,1
"2600","African-American",36,1,0
"335","Caucasian",46,0,0
"2469","Caucasian",40,0,0
"4853","Caucasian",30,1,1
"4888","Caucasian",29,1,1
"450","African-American",21,0,1
"858","African-American",54,1,0
"240","Caucasian",21,0,1
"2546","African-American",24,1,1
"4822","African-American",20,0,1
"2692","African-American",23,1,0
"4594","African-American",22,1,1
