"","race","age","prior_offense","is_recid"
"346","Caucasian",20,0,1
"174","Caucasian",32,0,0
"3821","Caucasian",20,1,1
"930","Caucasian",23,1,1
"2765","African-American",20,0,0
"572","African-American",29,0,0
"3438","African-American",33,0,1
"1749","Caucasian",50,1,0
"825","African-American",22,1,1
"234","African-American",35,1,0
"3004","Caucasian",26,0,1
"293","Caucasian",46,0,0
"1448","Caucasian",57,0,0
"4408","African-American",36,1,0
"4974","Caucasian",31,0,1
"1775","African-American",28,1,1
"3966","African-American",24,1,0
"4865","African-American",25,1,1
"2264","African-American",22,1,1
"2687","Caucasian",61,0,0
"4054","African-American",20,0,1
"1927","African-American",23,1,1
"4720","Caucasian",26,1,1
"3113","African-American",28,1,0
"3482","African-American",42,1,0
"954","Caucasian",39,1,0
"2788","African-American",28,1,0
"1305","African-American",32,1,0
"2666","Caucasian",32,1,1
"2377","Caucasian",36,1,0
"858","African-American",54,1,0
"2994","Caucasian",27,0,0
"299","Caucasian",21,0,1
"561","African-American",33,1,0
"3154","African-American",28,1,1
"2697","Caucasian",28,1,1
"3699","Caucasian",26,0,1
"2564","Caucasian",31,1,0
"4903","African-American",31,1,0
"3612","Caucasian",35,0,0
"3338","African-American",23,0,1
"830","African-American",54,1,0
"1190","Caucasian",21,0,1
"4155","African-American",29,0,0
"1581","Caucasian",26,0,0
"3147","Caucasian",21,1,1
"961","Caucasian",32,0,1
"3074","African-American",30,1,0
"4264","Caucasian",55,1,0
"2785","Caucasian",32,1,0
"2195","Caucasian",25,1,0
"1850","Caucasian",27,0,0
"4524","African-American",27,1,1
"2189","African-American",27,1,0
"3841","African-American",27,1,1
"1333","Caucasian",28,1,1
"338","African-American",31,1,0
"4505","Caucasian",41,1,0
"1146","African-American",51,1,0
"987","African-American",24,1,1
"844","Caucasian",21,1,1
"943","Caucasian",46,1,0
"1030","African-American",29,1,0
"4210","Caucasian",53,1,0
"781","African-American",24,0,1
"313","African-American",24,1,1
"2964","Caucasian",25,1,1
"2546","African-American",24,1,1
"749","Caucasian",27,1,0
"785","Caucasian",29,0,0
"1383","Caucasian",29,0,1
"1526","Caucasian",53,0,0
"3666","Caucasian",22,0,1
"1899","Caucasian",32,0,1
"1927.1","African-American",23,1,1
"4996","African-American",49,1,0
"2880","African-American",31,1,1
"4263","Caucasian",26,1,1
"3996","Caucasian",22,0,1
"4709","Caucasian",35,1,0
"3572","Caucasian",44,0,0
"1996","African-American",23,1,0
"1300","African-American",23,1,1
"1879","Caucasian",31,1,1
"2674","Caucasian",52,1,0
"1243","African-American",67,1,0
"4047","African-American",22,0,1
"2448","African-American",27,1,0
"3393","African-American",48,1,0
"550","Caucasian",48,0,0
"839","Caucasian",23,0,1
"12","African-American",48,0,0
"1035","African-American",32,1,0
"3892","African-American",31,1,0
"168","Caucasian",24,1,1
"3709","Caucasian",44,1,0
"3767","African-American",28,1,1
"2050","African-American",23,1,1
"4045","Caucasian",25,0,1
"3218","Caucasian",25,0,0
"4418","Caucasian",46,0,0
"1069","African-American",21,0,1
"4292","Caucasian",45,0,0
"2080","African-American",50,0,0
"2912","Caucasian",25,0,1
"1471","African-American",23,1,1
"1461","Caucasian",27,0,0
"1374","African-American",26,0,0
"3263","Caucasian",22,1,1
"1356","African-American",25,1,0
"3822","Caucasian",37,1,1
"2192","African-American",36,1,0
"1313","Caucasian",38,1,0
"850","African-American",21,0,1
"1830","Caucasian",31,0,1
"1599","Caucasian",26,0,1
"4039","African-American",48,0,0
"2078","Caucasian",26,1,0
"2359","Caucasian",21,1,1
"2142","Caucasian",26,1,1
"2573","African-American",39,1,0
"2269","African-American",33,1,1
"2257","African-American",56,1,0
"2201","Caucasian",20,0,1
"3351","African-American",29,1,1
"1804","Caucasian",25,0,1
"4833","Caucasian",20,1,1
"2324","African-American",25,1,1
"4816","Caucasian",38,1,1
"3841.1","African-American",27,1,1
"1327","African-American",45,0,0
"3214","African-American",19,0,0
"499","Caucasian",49,1,0
"1070","Caucasian",33,1,0
"1979","African-American",48,1,0
"238","African-American",42,1,0
"4869","Caucasian",30,1,1
"4708","African-American",26,1,1
"379","Caucasian",66,1,0
"1835","Caucasian",56,1,0
"2421","Caucasian",30,1,1
"3601","African-American",25,0,1
"3920","Caucasian",32,1,1
"4781","Caucasian",67,0,0
"1479","Caucasian",45,1,0
"3155","African-American",25,1,1
"2148","Caucasian",68,0,0
"831","African-American",30,1,0
"583","Caucasian",26,1,1
"417","African-American",44,0,0
"3246","Caucasian",48,0,0
"2425","Caucasian",30,1,1
"2541","African-American",41,1,0
"2572","Caucasian",46,1,0
"2613","African-American",31,1,0
"3306","Caucasian",28,0,0
"519","African-American",35,1,0
"658","Caucasian",30,1,1
"3636","Caucasian",22,1,1
"3894","Caucasian",29,1,1
"3534","African-American",22,0,1
"3526","African-American",26,1,1
"4858","African-American",26,1,0
"1399","Caucasian",23,1,1
"1583","Caucasian",21,0,1
"3097","Caucasian",27,1,1
"3702","Caucasian",26,0,0
"2515","Caucasian",25,0,1
"2683","African-American",26,1,0
"3623","African-American",23,1,1
"2492","Caucasian",33,1,1
"637","Caucasian",40,1,1
"1650","African-American",23,1,1
"498","African-American",43,1,0
"4010","Caucasian",26,1,1
"4320","African-American",31,1,1
"170","African-American",38,1,0
"3803","African-American",25,1,1
"1851","African-American",24,1,1
"2465","African-American",72,1,0
"3428","African-American",22,0,1
