"","race","age","prior_offense","is_recid"
"3192","African-American",26,0,1
"4835","African-American",33,0,0
"3965","African-American",39,1,0
"2418","Caucasian",39,1,0
"4894","African-American",23,1,1
"162","African-American",38,0,0
"1674","Caucasian",24,1,1
"2255","African-American",30,1,0
"1504","African-American",28,1,0
"3085","Caucasian",37,1,1
"2318","African-American",20,0,1
"3592","African-American",30,1,0
"2729","African-American",23,0,1
"3614","Caucasian",24,1,1
"918","Caucasian",56,1,0
"3550","Caucasian",23,0,1
"240","Caucasian",21,0,1
"4341","Caucasian",25,0,1
"4011","African-American",25,1,1
"3129","Caucasian",20,0,0
"2279","African-American",31,1,1
"2212","African-American",40,1,0
"1236","African-American",23,1,1
"266","Caucasian",49,0,0
"1280","Caucasian",25,0,0
"1206","African-American",27,1,0
"3559","Caucasian",32,1,0
"1442","Caucasian",20,0,1
"4428","African-American",60,0,0
"2967","Caucasian",25,1,1
"727","Caucasian",30,1,1
"3023","Caucasian",24,1,1
"2169","Caucasian",47,0,0
"3203","African-American",50,1,0
"3854","Caucasian",21,0,1
"2895","Caucasian",30,1,1
"4724","Caucasian",58,1,0
"4906","Caucasian",51,1,0
"120","Caucasian",25,1,1
"2608","Caucasian",44,1,0
"1852","Caucasian",29,1,0
"2238","African-American",56,1,0
"1536","African-American",27,1,0
"845","Caucasian",20,1,1
"566","Caucasian",21,0,1
"2705","African-American",44,0,0
"1693","Caucasian",34,1,0
"468","Caucasian",44,1,0
"4522","African-American",24,1,1
"1820","Caucasian",29,1,1
"2587","African-American",27,1,1
"3737","Caucasian",29,0,0
"1962","Caucasian",49,0,0
"2351","Caucasian",38,0,1
"3841","African-American",27,1,1
"4818","Caucasian",59,0,0
"2429","African-American",22,1,1
"4086","Caucasian",22,1,1
"2152","African-American",26,0,0
"2689","Caucasian",37,0,1
"3839","Caucasian",24,1,1
"3786","Caucasian",35,1,1
"2447","African-American",32,1,1
"246","African-American",32,1,0
"3268","African-American",50,1,0
"2167","African-American",23,0,1
"1270","African-American",39,1,0
"4695","Caucasian",49,1,0
"4708","African-American",26,1,1
"3898","Caucasian",25,1,1
"3245","African-American",25,1,1
"444","African-American",26,1,0
"2373","African-American",21,1,1
"2399","Caucasian",22,1,0
"776","Caucasian",21,0,1
"1252","Caucasian",25,0,1
"2417","African-American",27,0,1
"1712","Caucasian",39,1,1
"1072","African-American",60,0,0
"3984","African-American",22,1,1
"4116","Caucasian",30,0,1
"4492","African-American",40,1,0
"2769","African-American",24,1,1
"1915","African-American",27,0,0
"1564","Caucasian",20,0,1
"3053","African-American",34,1,0
"714","African-American",23,1,1
"2575","African-American",31,1,0
"1257","African-American",28,1,0
"1430","Caucasian",43,0,0
"2301","African-American",20,1,1
