"","race","age","prior_offense","is_recid"
"238","African-American",42,1,0
"2525","African-American",49,1,0
"1531","Caucasian",19,0,1
"2391","Caucasian",57,1,0
"383","African-American",27,1,1
"3664","Caucasian",28,0,1
"164","Caucasian",24,0,1
"1842","African-American",28,1,1
"1055","Caucasian",41,1,0
"1833","African-American",31,0,0
"4699","African-American",28,1,1
"1272","Caucasian",31,0,0
"479","African-American",52,1,0
"2954","African-American",32,1,0
"304","African-American",22,0,1
"3829","African-American",52,1,0
"1078","African-American",44,1,0
"910","African-American",23,0,1
"1123","African-American",59,1,0
"1717","African-American",31,1,0
"89","African-American",23,1,1
"4443","Caucasian",41,0,1
"3060","Caucasian",42,1,0
"350","Caucasian",27,1,0
"741","African-American",21,0,1
"3719","African-American",24,1,1
"3281","Caucasian",62,0,0
"889","Caucasian",24,0,1
"64","Caucasian",37,0,0
"2895","Caucasian",30,1,1
"3161","Caucasian",39,0,0
"899","African-American",32,1,1
"1546","African-American",37,0,0
"484","Caucasian",50,0,0
"52","Caucasian",25,1,1
"1445","African-American",22,1,1
"2081","Caucasian",47,0,0
"1901","Caucasian",43,1,0
"4808","African-American",26,1,1
"1332","African-American",21,1,1
"1723","Caucasian",44,1,0
"776","Caucasian",21,0,1
"2871","African-American",44,1,0
"2680","Caucasian",21,1,1
"341","Caucasian",22,0,1
"2405","African-American",26,1,0
"1105","Caucasian",31,1,1
"2804","African-American",25,1,1
"1127","Caucasian",30,1,1
"1682","African-American",20,1,1
"1842.1","African-American",28,1,1
"2906","Caucasian",41,1,0
"4102","Caucasian",32,0,1
"3669","African-American",37,0,0
"566","Caucasian",21,0,1
"4906","Caucasian",51,1,0
"2438","African-American",34,1,1
"30","Caucasian",28,1,0
"903","Caucasian",59,0,0
"3570","African-American",32,1,1
"4743","African-American",28,1,0
"4960","African-American",23,0,1
"2722","African-American",49,0,0
"2077","African-American",29,1,1
"4791","African-American",20,0,1
"3858","Caucasian",22,1,1
"4050","African-American",21,0,1
"4273","African-American",32,0,0
"3652","Caucasian",29,1,1
"3381","Caucasian",41,1,0
"280","Caucasian",21,0,0
"4497","Caucasian",20,1,1
"3381.1","Caucasian",41,1,0
"4268","African-American",30,1,0
"3720","Caucasian",48,1,0
"386","Caucasian",19,1,1
"4075","African-American",21,0,1
"2521","Caucasian",23,0,1
"1375","Caucasian",37,1,0
"2890","Caucasian",45,1,0
"4798","Caucasian",44,0,0
"494","African-American",21,1,1
"3788","African-American",31,1,1
"2016","Caucasian",31,1,1
"1583","Caucasian",21,0,1
"4538","African-American",21,1,1
"4858","African-American",26,1,0
"3702","Caucasian",26,0,0
"2512","Caucasian",47,0,0
"2800","Caucasian",31,0,1
"2955","Caucasian",24,1,0
"3140","African-American",27,1,1
"2979","Caucasian",30,1,0
"2235","Caucasian",24,1,1
"4850","Caucasian",30,1,0
"3021","Caucasian",25,0,1
"3884","Caucasian",64,1,0
"16","African-American",26,0,1
"3050","African-American",21,0,1
"2983","African-American",21,1,1
"2387","Caucasian",28,1,1
"2987","Caucasian",60,0,0
"1202","Caucasian",22,1,1
"99","African-American",21,1,1
"4944","African-American",25,0,1
"323","Caucasian",28,1,1
"1486","Caucasian",30,0,0
"1672","Caucasian",67,0,0
"2336","Caucasian",32,1,0
"429","African-American",34,0,1
"2470","African-American",32,1,1
"3392","African-American",25,1,1
"432","African-American",26,0,0
"4295","African-American",30,1,0
"2876","Caucasian",25,0,0
"4113","African-American",27,0,0
"3639","Caucasian",21,1,1
"2935","Caucasian",26,1,1
"3459","African-American",31,0,0
"2845","Caucasian",26,1,1
"1269","African-American",32,1,1
"4062","African-American",44,0,0
"3732","Caucasian",28,1,0
"4623","Caucasian",33,1,1
"3655","African-American",21,0,1
"2907","Caucasian",26,0,1
"714","African-American",23,1,1
"3426","African-American",25,1,1
"1308","African-American",28,1,0
"2082","African-American",35,1,1
"1298","African-American",52,1,0
"3230","Caucasian",30,1,0
"2312","African-American",24,1,1
"3864","Caucasian",26,1,1
"1859","Caucasian",45,1,0
"79","African-American",20,1,1
"2020","African-American",37,1,0
"4608","African-American",53,1,0
"3516","Caucasian",22,1,1
"1653","African-American",23,1,0
"2313","Caucasian",26,1,1
