"","race","age","prior_offense","is_recid"
"2989","Caucasian",23,0,1
"3266","African-American",28,1,1
"2468","African-American",23,0,1
"2387","Caucasian",28,1,1
"1705","Caucasian",27,1,1
"2213","African-American",31,1,1
"4432","Caucasian",33,0,1
"758","African-American",30,1,0
"3658","Caucasian",20,0,1
"4597","Caucasian",40,1,0
"3086","African-American",41,1,0
"2989.1","Caucasian",23,0,1
"3075","African-American",28,1,1
"3877","Caucasian",20,0,1
"3540","Caucasian",51,1,0
"3384","African-American",31,1,0
"341","Caucasian",22,0,1
"2124","African-American",21,1,1
"2054","African-American",51,1,0
"4273","African-American",32,0,0
"705","Caucasian",39,1,0
"503","African-American",32,1,0
"3824","Caucasian",73,1,0
"769","Caucasian",31,0,0
"2531","Caucasian",39,1,0
"809","Caucasian",25,0,1
"106","African-American",23,0,1
"2014","Caucasian",25,1,1
"3941","Caucasian",44,0,0
"2918","Caucasian",22,0,1
"765","African-American",42,1,0
"2544","African-American",37,1,0
"3430","African-American",31,0,0
"1075","African-American",50,1,0
"2638","Caucasian",19,1,1
"4817","African-American",20,0,1
"566","Caucasian",21,0,1
"208","African-American",43,1,0
"4915","African-American",24,1,0
"4283","African-American",34,0,0
"3801","African-American",60,1,0
"4465","Caucasian",35,1,0
"1437","African-American",22,1,1
"2618","Caucasian",34,1,0
"1212","African-American",56,1,0
"353","Caucasian",39,1,0
"1953","Caucasian",43,1,0
"654","African-American",27,1,1
"2383","Caucasian",28,0,0
"4108","Caucasian",35,1,1
"2403","African-American",29,1,0
"2922","Caucasian",65,1,0
"388","African-American",35,0,1
"4634","African-American",49,0,0
"2106","African-American",22,0,1
"3073","Caucasian",23,1,0
"4877","African-American",31,1,0
"4335","African-American",32,1,1
"3837","Caucasian",21,1,1
"291","African-American",33,0,0
"594","African-American",24,0,0
"4432.1","Caucasian",33,0,1
"2399","Caucasian",22,1,0
"3041","Caucasian",54,0,0
"2668","African-American",22,1,1
"1464","Caucasian",22,1,0
"2598","African-American",54,0,0
"2295","Caucasian",29,0,1
"692","African-American",49,1,0
"264","African-American",20,1,1
"3092","Caucasian",24,1,0
"663","Caucasian",35,1,0
"4474","Caucasian",28,1,1
"1316","Caucasian",29,0,1
"2834","African-American",27,1,0
"4710","Caucasian",26,1,1
"177","African-American",40,0,0
"4439","African-American",30,1,1
"3455","African-American",24,0,1
"323","Caucasian",28,1,1
"1074","Caucasian",52,0,0
"4369","Caucasian",45,0,0
"4053","African-American",29,1,1
"277","Caucasian",24,1,1
"4038","Caucasian",27,1,1
"3861","Caucasian",28,1,0
"1346","Caucasian",27,1,1
"3948","African-American",49,1,0
"4920","Caucasian",24,1,1
"3835","Caucasian",26,1,1
"2607","Caucasian",20,0,1
"286","African-American",26,1,1
"1563","Caucasian",39,1,0
"1181","African-American",32,0,1
"220","African-American",20,1,1
"4821","African-American",39,1,0
"642","African-American",39,0,0
"1865","Caucasian",44,0,0
"3489","African-American",39,1,1
"4816","Caucasian",38,1,1
"3602","African-American",50,1,0
"426","African-American",20,1,1
"4589","Caucasian",34,1,0
"2956","African-American",44,1,0
"3356","Caucasian",22,1,1
"3337","Caucasian",29,0,0
"2731","African-American",24,1,0
"267","African-American",23,1,1
"4535","African-American",49,1,0
"1752","African-American",22,1,0
"1968","Caucasian",43,0,0
"3662","African-American",20,0,1
"4656","African-American",41,1,0
"1728","African-American",24,1,1
"549","Caucasian",24,1,1
"4778","Caucasian",22,0,1
"1110","African-American",23,0,1
"101","African-American",29,1,0
"3960","Caucasian",24,0,1
"3981","African-American",26,1,0
"780","Caucasian",21,0,1
"968","Caucasian",53,1,0
"4690","African-American",24,1,1
"3196","Caucasian",27,0,0
"807","African-American",20,1,1
"1353","African-American",24,1,1
"2616","African-American",27,1,1
"252","African-American",31,1,0
"2335","African-American",35,1,0
"3101","African-American",45,0,0
"2202","African-American",57,1,0
"4503","Caucasian",25,0,0
"4088","Caucasian",24,1,1
"3271","Caucasian",27,0,1
"2508","Caucasian",21,1,1
"4316","Caucasian",21,1,1
"727","Caucasian",30,1,1
"2373","African-American",21,1,1
"670","African-American",27,0,0
"6","Caucasian",35,1,0
"3694","Caucasian",36,1,1
"2263","Caucasian",47,0,0
"2362","Caucasian",35,1,0
"4551","African-American",40,1,1
"293","Caucasian",46,0,0
"2689","Caucasian",37,0,1
"4111","African-American",31,1,0
"2430","Caucasian",20,0,1
"1208","Caucasian",74,0,0
"3516","Caucasian",22,1,1
"4837","African-American",25,1,1
"2370","African-American",29,1,1
"1618","Caucasian",35,1,0
"442","Caucasian",22,1,1
"3864","Caucasian",26,1,1
"1354","African-American",23,0,0
"2877","Caucasian",26,1,1
"4201","Caucasian",31,1,1
"2053","African-American",27,1,0
"1231","Caucasian",53,1,0
"3476","African-American",28,1,0
"925","African-American",47,1,0
"2946","African-American",24,1,0
"4235","African-American",23,0,1
"4096","African-American",24,0,1
"2017","African-American",24,1,0
