"","race","age","prior_offense","is_recid"
"1795","Caucasian",54,1,0
"3258","African-American",31,1,0
"3852","Caucasian",38,1,1
"3714","African-American",22,1,1
"2564","Caucasian",31,1,0
"1939","Caucasian",36,0,0
"4114","Caucasian",36,1,1
"2051","African-American",30,1,0
"3905","African-American",25,1,1
"3542","Caucasian",32,1,1
"3676","Caucasian",45,1,0
"1463","African-American",22,0,1
"2607","Caucasian",20,0,1
"3724","Caucasian",25,0,1
"2413","African-American",55,0,0
"4481","Caucasian",27,1,1
"1123","African-American",59,1,0
"4795","African-American",32,0,0
"4111","African-American",31,1,0
"848","Caucasian",32,1,0
"4480","Caucasian",32,1,1
"2704","Caucasian",33,1,0
"4948","African-American",39,0,0
"718","African-American",22,0,1
"1146","African-American",51,1,0
"764","African-American",24,0,0
"3622","Caucasian",58,1,0
"1846","African-American",23,1,1
"993","African-American",29,1,1
"2940","African-American",19,0,1
"2278","African-American",30,1,0
"886","Caucasian",28,0,0
"2290","Caucasian",60,1,0
"1668","African-American",42,0,0
"1136","African-American",23,1,1
"827","African-American",21,1,0
"1246","African-American",30,1,1
"4721","African-American",19,1,0
"376","Caucasian",45,1,0
"3239","African-American",25,0,1
"460","African-American",32,1,0
"998","Caucasian",39,1,0
"173","African-American",21,1,1
"1144","African-American",34,1,1
"2122","Caucasian",27,1,0
"2134","African-American",51,1,0
"1690","African-American",23,0,0
"2639","African-American",22,0,1
"508","African-American",28,1,1
"600","African-American",31,1,0
"1423","Caucasian",35,0,0
"860","African-American",36,1,0
"4633","Caucasian",30,1,0
"4288","Caucasian",30,0,1
"441","Caucasian",61,0,0
"3297","Caucasian",28,0,0
"4812","African-American",26,1,0
"4002","African-American",24,0,1
"3911","Caucasian",39,1,0
"4661","Caucasian",53,0,0
"2494","Caucasian",26,1,1
"78","African-American",43,0,0
"4134","Caucasian",25,1,0
"2507","African-American",23,0,1
"3471","African-American",31,1,1
"983","Caucasian",26,1,1
"1144.1","African-American",34,1,1
"1463.1","African-American",22,0,1
"2203","Caucasian",38,1,0
"4296","Caucasian",32,1,0
"3431","African-American",30,1,0
"3035","African-American",54,1,0
"3788","African-American",31,1,1
"4919","African-American",22,0,0
"1864","Caucasian",54,1,0
"3598","Caucasian",26,1,1
"2430","Caucasian",20,0,1
"580","African-American",34,1,0
"3213","African-American",26,1,0
"2585","African-American",29,0,1
"1172","African-American",32,0,0
"3313","African-American",46,1,0
"2196","Caucasian",27,1,1
"4228","African-American",31,1,0
"111","Caucasian",25,1,1
"4287","African-American",19,1,1
"3474","African-American",29,1,1
"3764","African-American",23,1,1
"3829","African-American",52,1,0
"4117","African-American",20,1,1
"2306","Caucasian",22,1,1
"2068","Caucasian",21,0,1
"982","African-American",29,0,1
"3999","Caucasian",29,0,0
"744","Caucasian",28,0,0
"1150","African-American",37,0,0
"3002","Caucasian",53,1,0
"2442","African-American",22,1,1
"2376","African-American",29,1,0
"2558","African-American",22,0,1
"2884","Caucasian",57,0,0
"2899","Caucasian",26,0,1
"3408","Caucasian",29,0,0
"1424","African-American",22,1,1
"1267","Caucasian",32,0,0
"3635","African-American",38,0,0
"1272","Caucasian",31,0,0
"600.1","African-American",31,1,0
"2108","African-American",23,1,1
"2878","Caucasian",50,1,0
"3139","Caucasian",22,1,1
"1176","African-American",23,0,1
"2795","African-American",33,1,0
"1712","Caucasian",39,1,1
"2395","Caucasian",24,1,1
"4990","Caucasian",51,1,0
"2975","Caucasian",39,0,1
"1127","Caucasian",30,1,1
"4685","Caucasian",32,1,1
"1730","Caucasian",28,1,1
"4310","African-American",23,1,1
"2056","African-American",34,0,0
"2641","African-American",34,1,1
"2211","African-American",23,1,1
"1168","African-American",27,1,1
"3775","African-American",51,0,0
"1286","African-American",27,1,0
"1001","Caucasian",33,0,0
"29","African-American",26,1,1
"1192","African-American",29,1,0
"4164","Caucasian",32,1,1
"1621","Caucasian",30,1,1
"2551","African-American",26,1,0
"130","Caucasian",23,0,1
"395","Caucasian",48,0,0
"4743","African-American",28,1,0
"778","African-American",42,0,0
"1318","African-American",27,1,1
"3074","African-American",30,1,0
