"","race","age","prior_offense","is_recid"
"4028","Caucasian",45,1,0
"3118","Caucasian",32,1,1
"2278","African-American",30,1,0
"206","Caucasian",41,1,0
"2984","African-American",25,1,1
"3473","Caucasian",22,1,1
"7","Caucasian",39,1,0
"2784","African-American",40,0,0
"4250","Caucasian",28,1,0
"1025","African-American",41,1,0
"3140","African-American",27,1,1
"3635","African-American",38,0,0
"3773","Caucasian",43,1,0
"925","African-American",47,1,0
"2018","Caucasian",31,0,1
"4215","Caucasian",24,1,1
"4851","African-American",21,0,1
"7.1","Caucasian",39,1,0
"1003","Caucasian",65,1,0
"2309","Caucasian",36,1,0
"2668","African-American",22,1,1
"3374","African-American",22,0,1
"2189","African-American",27,1,0
"2686","African-American",42,1,0
"1507","African-American",24,1,1
"1083","African-American",27,1,1
"3379","African-American",31,1,0
"1730","Caucasian",28,1,1
"1178","African-American",28,1,1
"3062","African-American",25,1,1
"3747","Caucasian",36,1,0
"1326","African-American",25,1,0
"3354","African-American",43,0,0
"1896","Caucasian",25,1,1
"4035","African-American",27,1,0
"1274","African-American",31,1,0
"1060","Caucasian",30,1,0
"4005","African-American",24,1,1
"1607","African-American",34,0,1
"4292","Caucasian",45,0,0
"2721","Caucasian",55,1,0
"3099","Caucasian",39,0,0
"4596","African-American",46,1,0
"21","African-American",27,1,1
"4640","African-American",30,1,1
"1268","Caucasian",47,1,0
"2714","African-American",34,1,1
"2247","Caucasian",30,0,1
"623","Caucasian",40,0,0
"961","Caucasian",32,0,1
"4537","Caucasian",43,0,0
"3746","African-American",26,1,0
"315","Caucasian",21,0,1
"1832","Caucasian",27,1,1
"3281","Caucasian",62,0,0
"3791","African-American",60,1,0
"3301","Caucasian",20,0,1
"4565","Caucasian",21,0,1
"503","African-American",32,1,0
"4984","African-American",34,1,0
"3731","African-American",28,1,0
"1647","Caucasian",49,0,0
"3454","Caucasian",52,1,0
"942","African-American",27,1,0
"619","African-American",56,0,0
"3712","Caucasian",22,0,0
"164","Caucasian",24,0,1
"4518","Caucasian",66,1,0
"4378","African-American",29,1,0
"177","African-American",40,0,0
"1172","African-American",32,0,0
"2608","Caucasian",44,1,0
"2160","African-American",29,1,1
"786","Caucasian",33,1,1
"53","Caucasian",42,0,0
"1585","African-American",32,0,0
"505","African-American",27,1,0
"3457","Caucasian",21,1,1
"3514","African-American",19,0,1
"772","African-American",20,1,1
"3436","Caucasian",30,0,0
"4429","African-American",27,0,0
"2226","African-American",28,1,1
"1986","Caucasian",28,1,1
"4117","African-American",20,1,1
"4766","Caucasian",33,0,1
"4620","African-American",21,0,1
"3297","Caucasian",28,0,0
"1746","Caucasian",63,1,0
"2017","African-American",24,1,0
"2097","African-American",35,0,0
"4432","Caucasian",33,0,1
"2529","Caucasian",33,1,1
"4541","Caucasian",23,0,1
"1809","Caucasian",49,1,0
"4120","African-American",21,1,0
"3070","African-American",41,1,0
"4299","Caucasian",28,1,0
"2728","African-American",23,1,0
"2266","Caucasian",25,1,1
"2642","African-American",32,1,1
"4755","Caucasian",29,1,1
"2276","African-American",19,0,1
"3060","Caucasian",42,1,0
"482","African-American",29,0,0
"482.1","African-American",29,0,0
"3519","African-American",31,1,0
"710","African-American",24,1,1
"418","Caucasian",44,1,0
"1989","Caucasian",24,1,1
"3632","African-American",22,0,1
"4795","African-American",32,0,0
"4865","African-American",25,1,1
"346","Caucasian",20,0,1
"58","Caucasian",35,1,0
"3808","Caucasian",27,0,0
"4353","African-American",35,1,0
"2941","African-American",22,1,1
"204","Caucasian",40,1,1
"4422","African-American",36,0,0
"2585","African-American",29,0,1
"297","Caucasian",22,1,1
"1176","African-American",23,0,1
"1308","African-American",28,1,0
"4780","African-American",24,1,0
"2107","African-American",22,1,1
"1007","African-American",24,1,1
"1837","Caucasian",29,1,0
"2429","African-American",22,1,1
"3966","African-American",24,1,0
"4336","Caucasian",34,1,0
"4443","Caucasian",41,0,1
"694","African-American",45,1,0
"2010","Caucasian",37,1,0
"4580","African-American",62,0,0
"2595","African-American",23,0,1
"432","African-American",26,0,0
"1181","African-American",32,0,1
"1131","Caucasian",21,0,1
"2520","Caucasian",55,0,0
"612","Caucasian",37,1,1
"4231","Caucasian",47,1,0
"2221","Caucasian",29,1,0
"4915","African-American",24,1,0
"4728","Caucasian",47,1,0
"3306","Caucasian",28,0,0
"735","Caucasian",44,1,0
"291","African-American",33,0,0
"1157","Caucasian",68,0,0
"4535","African-American",49,1,0
"3376","Caucasian",30,0,0
"2778","Caucasian",24,0,1
"2","African-American",39,1,0
"1702","African-American",23,1,0
"4414","African-American",35,1,0
"1671","Caucasian",42,1,0
"3092","Caucasian",24,1,0
"2590","Caucasian",34,1,1
"3854","Caucasian",21,0,1
"2725","Caucasian",26,1,1
"2020","African-American",37,1,0
"4786","Caucasian",20,1,1
"531","Caucasian",43,1,0
"1600","African-American",27,1,1
