"","race","age","prior_offense","is_recid"
"4213","Caucasian",27,1,1
"3270","African-American",39,1,0
"3043","African-American",24,1,1
"393","African-American",39,0,0
"3828","Caucasian",33,0,0
"1755","Caucasian",26,1,1
"976","Caucasian",34,1,1
"970","Caucasian",24,1,1
"1627","Caucasian",20,0,1
"4993","Caucasian",22,1,1
"490","African-American",29,1,1
"227","Caucasian",49,1,0
"2652","African-American",60,1,0
"4280","African-American",35,0,0
"4607","African-American",25,1,1
"2843","Caucasian",33,0,0
"408","Caucasian",29,1,1
"4835","African-American",33,0,0
"1402","Caucasian",25,0,0
"4184","Caucasian",37,1,0
"1420","African-American",21,0,1
"1814","Caucasian",30,0,1
"2054","African-American",51,1,0
"1068","African-American",27,1,0
"1605","Caucasian",62,0,0
"2828","African-American",34,1,0
"673","African-American",27,1,1
"991","Caucasian",24,0,1
"3593","Caucasian",54,1,0
"4023","African-American",36,1,0
"4905","Caucasian",34,1,0
"4334","African-American",24,1,1
"3456","Caucasian",39,1,1
"4518","Caucasian",66,1,0
"2796","African-American",34,1,0
"418","Caucasian",44,1,0
"1105","Caucasian",31,1,1
"1161","Caucasian",57,1,0
"4424","African-American",36,1,0
"2644","Caucasian",21,1,1
"468","Caucasian",44,1,0
"2066","African-American",24,0,1
"329","African-American",26,1,1
"4103","African-American",23,0,1
"157","Caucasian",40,1,0
"3428","African-American",22,0,1
"451","Caucasian",51,0,0
"2270","Caucasian",46,0,0
"259","Caucasian",42,1,1
"4235","African-American",23,0,1
"2593","Caucasian",25,1,0
"1355","African-American",21,1,1
"3679","African-American",22,0,1
"772","African-American",20,1,1
"2900","Caucasian",64,0,0
"1595","Caucasian",38,1,0
"4235.1","African-American",23,0,1
"3340","African-American",65,1,0
"2251","African-American",25,1,1
"2159","African-American",34,1,0
"4704","Caucasian",20,1,1
"386","Caucasian",19,1,1
"4529","Caucasian",29,1,1
"4869","Caucasian",30,1,1
"4566","African-American",24,1,1
"886","Caucasian",28,0,0
"1101","Caucasian",51,1,0
"2612","African-American",56,1,0
"908","Caucasian",43,0,0
"3108","African-American",20,1,1
"3846","African-American",26,1,1
"504","African-American",24,1,1
"4707","African-American",20,0,1
"3297","Caucasian",28,0,0
"2931","Caucasian",29,1,0
"3935","African-American",45,1,0
"806","Caucasian",21,0,1
"2384","Caucasian",26,1,1
"2521","Caucasian",23,0,1
"4255","African-American",22,1,1
"2866","Caucasian",26,1,1
"2768","Caucasian",37,1,0
"3788","African-American",31,1,1
"4119","Caucasian",20,0,1
"3386","Caucasian",23,1,1
"2704","Caucasian",33,1,0
"3433","Caucasian",44,1,0
"100","Caucasian",36,1,1
"2362","Caucasian",35,1,0
"4550","Caucasian",25,0,1
"4734","Caucasian",62,0,0
"1265","African-American",38,1,0
"1288","Caucasian",65,0,0
"3369","Caucasian",20,0,1
"2087","Caucasian",23,0,1
"2025","African-American",24,1,1
"3822","Caucasian",37,1,1
"3075","African-American",28,1,1
"2780","Caucasian",44,1,0
"3204","Caucasian",29,0,1
"4658","African-American",26,1,1
"2133","African-American",42,1,1
"461","Caucasian",24,0,1
"2744","Caucasian",26,1,1
"2560","African-American",27,1,1
"3547","African-American",20,1,1
"1653","African-American",23,1,0
"2769","African-American",24,1,1
"4038","Caucasian",27,1,1
"3939","Caucasian",25,0,1
"1521","Caucasian",53,1,0
"2444","Caucasian",26,0,1
"4205","African-American",20,0,1
"656","African-American",22,0,1
"3395","African-American",29,1,0
"4180","African-American",55,1,0
"1024","African-American",31,1,0
"4493","Caucasian",24,1,1
"2107","African-American",22,1,1
"1557","Caucasian",24,0,1
"3320","Caucasian",43,1,0
"557","African-American",33,1,0
"791","African-American",30,1,0
"546","Caucasian",22,1,1
"3062","African-American",25,1,1
"2532","African-American",47,0,0
"3056","African-American",29,1,0
"2315","African-American",44,0,0
"77","African-American",29,0,0
"2369","African-American",35,1,0
"422","African-American",53,1,0
"3028","African-American",32,1,1
"1750","Caucasian",43,1,0
"714","African-American",23,1,1
"458","Caucasian",24,1,1
"3278","Caucasian",49,1,0
"4830","Caucasian",33,1,1
"2865","Caucasian",23,1,1
"4950","African-American",56,0,0
"2184","Caucasian",24,0,1
"2214","African-American",25,1,1
"4747","Caucasian",20,1,1
"3395.1","African-American",29,1,0
"2891","African-American",22,0,0
"3878","African-American",21,1,0
"5","African-American",24,1,1
"894","African-American",23,0,1
"2374","Caucasian",24,1,1
"4255.1","African-American",22,1,1
"3989","Caucasian",24,0,1
"3460","Caucasian",43,1,0
"2397","Caucasian",29,0,1
"2367","Caucasian",33,0,1
"4099","Caucasian",53,1,0
"677","African-American",54,1,0
"534","Caucasian",33,1,0
"3285","African-American",28,1,1
"130","Caucasian",23,0,1
"2703","African-American",26,1,0
"2268","African-American",55,1,0
"2300","Caucasian",24,0,0
"276","African-American",46,1,0
"2285","Caucasian",24,0,0
"345","African-American",27,0,0
"164","Caucasian",24,0,1
"2983","African-American",21,1,1
"2625","Caucasian",26,0,1
"1290","Caucasian",54,1,0
"3794","African-American",32,1,0
"1246","African-American",30,1,1
"3626","Caucasian",31,1,0
"987","African-American",24,1,1
"2576","African-American",20,0,1
"3018","African-American",27,1,1
"3405","Caucasian",28,1,0
"3186","African-American",28,1,0
"4288","Caucasian",30,0,1
"2947","Caucasian",34,1,1
"1575","Caucasian",37,1,0
"3563","African-American",21,0,1
"3859","Caucasian",43,1,0
"4489","Caucasian",52,1,0
"4756","African-American",44,1,0
"1718","African-American",22,0,1
"4381","African-American",26,1,0
"301","African-American",41,1,0
"2255","African-American",30,1,0
"3200","Caucasian",42,1,0
"438","Caucasian",47,0,0
"4203","African-American",43,1,0
"3788.1","African-American",31,1,1
"2467","Caucasian",72,0,0
"767","African-American",21,1,1
"4161","Caucasian",57,1,0
"1217","Caucasian",51,0,0
"4585","African-American",22,0,1
"253","Caucasian",57,1,0
"4272","Caucasian",31,1,1
"3835","Caucasian",26,1,1
"2585","African-American",29,0,1
"2313","Caucasian",26,1,1
"3047","Caucasian",50,1,0
"4113","African-American",27,0,0
"3874","Caucasian",36,1,0
"3295","African-American",22,1,1
"26","Caucasian",29,0,0
"761","African-American",21,1,1
"18","Caucasian",29,1,1
"3746","African-American",26,1,0
"1935","African-American",25,1,1
"2223","Caucasian",26,1,1
"2629","African-American",43,0,0
"4597","Caucasian",40,1,0
"2733","African-American",34,1,0
"1741","African-American",20,1,1
"4054","African-American",20,0,1
"2912","Caucasian",25,0,1
"2785","Caucasian",32,1,0
"377","African-American",20,0,1
"4442","African-American",24,1,0
"2286","African-American",37,1,0
"1985","African-American",21,1,1
"687","Caucasian",36,1,0
"1900","Caucasian",35,1,1
"588","African-American",21,0,0
"769","Caucasian",31,0,0
"1220","Caucasian",26,1,1
"4335","African-American",32,1,1
"2450","African-American",27,1,1
"1344","Caucasian",66,1,0
"2423","Caucasian",20,0,1
"702","African-American",33,1,0
"1750.1","Caucasian",43,1,0
"4375","Caucasian",42,1,0
"4285","African-American",33,1,0
"2125","African-American",39,1,0
"2804","African-American",25,1,1
"2135","African-American",30,1,1
"2807","Caucasian",38,1,0
"1938","African-American",57,0,0
"1273","African-American",23,1,1
"3559","Caucasian",32,1,0
"4103.1","African-American",23,0,1
"100.1","Caucasian",36,1,1
"3187","African-American",30,0,1
"4216","Caucasian",41,0,0
"1981","Caucasian",33,0,0
"1715","African-American",29,1,0
"4089","Caucasian",25,0,1
"3963","Caucasian",45,0,0
"2468","African-American",23,0,1
"2352","Caucasian",26,1,1
"4943","African-American",23,0,1
"3909","Caucasian",21,0,1
"4333","Caucasian",35,0,0
"842","Caucasian",37,0,0
"2797","African-American",41,1,0
"115","Caucasian",35,1,0
"365","African-American",30,1,0
"1145","Caucasian",44,0,0
"2988","Caucasian",22,0,1
"3351","African-American",29,1,1
"2991","Caucasian",31,1,1
"4794","Caucasian",43,1,0
"2744.1","Caucasian",26,1,1
"907","African-American",23,0,1
"3570","African-American",32,1,1
"547","Caucasian",28,1,1
"2740","Caucasian",23,1,1
"4218","African-American",35,1,1
"163","African-American",34,1,1
"3298","African-American",33,1,0
"261","African-American",43,1,0
"2231","African-American",28,1,0
"4658.1","African-American",26,1,1
"2285.1","Caucasian",24,0,0
"2995","Caucasian",29,1,0
"4492","African-American",40,1,0
"587","Caucasian",36,0,0
"2244","African-American",31,0,0
"3609","African-American",23,1,0
"1993","Caucasian",27,0,0
"3945","Caucasian",28,0,0
"1676","Caucasian",46,1,0
"4928","Caucasian",46,0,0
"1093","African-American",47,1,0
"3208","Caucasian",34,0,1
"4641","Caucasian",25,0,1
"4801","African-American",22,0,1
"2576.1","African-American",20,0,1
"218","African-American",27,1,0
"477","African-American",33,1,0
"4775","Caucasian",46,1,0
"1777","African-American",24,1,1
"963","Caucasian",53,1,0
"4103.2","African-American",23,0,1
"4951","African-American",64,1,0
"4779","Caucasian",27,0,1
"2807.1","Caucasian",38,1,0
"1558","African-American",27,0,0
"3702","Caucasian",26,0,0
"4151","African-American",31,1,1
"3548","African-American",37,1,1
"327","Caucasian",29,1,1
"979","African-American",22,1,0
"3972","Caucasian",40,0,0
"3694","Caucasian",36,1,1
"557.1","African-American",33,1,0
"1994","African-American",22,0,1
"3877","Caucasian",20,0,1
"4339","Caucasian",20,1,1
"4980","African-American",23,0,0
"1776","Caucasian",46,1,0
"144","Caucasian",26,1,1
"1546","African-American",37,0,0
"4643","Caucasian",25,1,1
"1476","African-American",31,1,0
"4217","Caucasian",19,0,1
"3234","Caucasian",47,0,0
"2117","Caucasian",35,0,0
"4876","African-American",51,1,0
"4561","Caucasian",46,1,1
"1506","African-American",27,1,0
"3930","African-American",39,1,0
"2303","African-American",55,1,0
"3791","African-American",60,1,0
"3647","African-American",37,1,0
"2221","Caucasian",29,1,0
"661","African-American",21,1,1
"3686","African-American",28,1,1
"3356","Caucasian",22,1,1
"1704","Caucasian",43,0,0
"4969","African-American",20,1,1
"2004","African-American",26,1,1
"2716","African-American",21,0,1
"2898","Caucasian",51,0,0
"2413","African-American",55,0,0
"3198","African-American",24,1,1
"2084","African-American",36,1,0
"4814","Caucasian",33,1,0
"400","Caucasian",33,0,1
"2298","Caucasian",37,0,1
"4943.1","African-American",23,0,1
"4974","Caucasian",31,0,1
"1406","Caucasian",25,0,0
"3759","Caucasian",39,1,1
"3757","African-American",29,1,1
"1106","African-American",23,1,0
"265","Caucasian",42,1,0
"3036","Caucasian",26,1,1
"1738","Caucasian",38,0,0
"3815","Caucasian",26,1,1
"1953","Caucasian",43,1,0
"1276","African-American",41,1,0
"3824","Caucasian",73,1,0
"2357","Caucasian",30,0,1
"3664","Caucasian",28,0,1
"3132","African-American",32,1,1
"475","African-American",31,1,0
"951","Caucasian",34,1,0
"2205","Caucasian",65,1,0
"2591","Caucasian",45,1,0
"2422","African-American",21,0,1
"4384","Caucasian",32,0,1
"4823","African-American",22,1,1
"1500","Caucasian",24,1,1
"4392","African-American",48,1,0
"4886","Caucasian",40,0,0
"2181","Caucasian",28,1,1
"699","African-American",27,1,0
"3745","Caucasian",27,0,1
"750","Caucasian",37,0,1
"2337","Caucasian",50,0,0
"4631","African-American",42,1,0
"619","African-American",56,0,0
"4826","African-American",49,1,0
"3521","African-American",21,1,1
"2904","Caucasian",41,1,1
"2480","Caucasian",26,0,1
"3831","African-American",29,1,1
"2631","African-American",34,1,0
"4212","African-American",22,1,1
"4574","African-American",23,1,1
"3851","Caucasian",31,1,0
"2660","Caucasian",24,0,1
"2626","African-American",30,1,0
"1661","Caucasian",21,0,1
"4290","African-American",25,1,1
"283","African-American",20,0,0
"462","African-American",20,0,1
"891","Caucasian",51,1,0
"4332","African-American",36,1,0
"3236","African-American",21,1,0
"2013","Caucasian",46,1,0
"4617","Caucasian",29,0,0
"3805","Caucasian",48,0,0
"1595.1","Caucasian",38,1,0
"2627","African-American",43,0,0
"441","Caucasian",61,0,0
"3552","African-American",35,1,0
"4160","African-American",20,0,1
"3208.1","Caucasian",34,0,1
"4391","Caucasian",54,0,0
"1745","African-American",25,1,1
"3467","Caucasian",36,1,0
"4820","Caucasian",29,1,0
"3023","Caucasian",24,1,1
"396","Caucasian",24,0,1
"1814.1","Caucasian",30,0,1
"684","Caucasian",28,1,1
"94","African-American",34,1,0
"1340","Caucasian",24,1,1
"2315.1","African-American",44,0,0
"3206","Caucasian",41,1,0
"4964","African-American",32,1,0
"3557","Caucasian",21,1,0
"3726","African-American",21,0,0
"2092","African-American",24,1,1
"3331","Caucasian",29,1,1
"467","Caucasian",50,1,0
"3810","Caucasian",20,1,1
"81","African-American",27,1,0
"956","African-American",26,1,0
"4072","Caucasian",29,0,0
"1975","African-American",31,0,1
"3650","African-American",23,0,1
"3003","African-American",20,1,1
"5000","Caucasian",24,0,1
"1337","African-American",25,1,1
"1544","Caucasian",25,1,0
"1117","African-American",24,1,0
"412","Caucasian",33,1,1
"1881","African-American",21,1,1
"1522","Caucasian",25,1,1
"3980","Caucasian",20,0,1
"3089","Caucasian",27,1,0
"4332.1","African-American",36,1,0
"2644.1","Caucasian",21,1,1
"3030","African-American",46,1,0
"4087","Caucasian",24,1,1
"3156","African-American",31,1,0
"3247","Caucasian",21,0,1
"3874.1","Caucasian",36,1,0
"1309","African-American",22,0,1
"2279","African-American",31,1,1
"2879","African-American",23,0,0
"576","African-American",26,0,1
"4837","African-American",25,1,1
"1553","African-American",50,1,0
"3190","Caucasian",26,1,1
"3645","Caucasian",26,0,1
"2120","Caucasian",51,1,0
"3843","Caucasian",27,1,1
"1869","African-American",24,0,1
"1168","African-American",27,1,1
"3581","African-American",24,0,0
"2506","Caucasian",22,0,0
"870","African-American",28,1,1
"992","Caucasian",46,1,0
"4400","African-American",46,0,0
"3130","Caucasian",29,1,1
"3941","Caucasian",44,0,0
"2806","African-American",36,1,0
"572","African-American",29,0,0
"4009","Caucasian",21,1,1
"1223","Caucasian",34,0,0
"4401","African-American",50,0,0
"4627","African-American",26,0,0
"1816","Caucasian",19,0,1
"1614","African-American",20,0,1
"1623","African-American",29,0,0
"4096","African-American",24,0,1
"280","Caucasian",21,0,0
"3817","African-American",23,1,0
"1296","African-American",61,1,0
"3627","African-American",43,1,0
"4151.1","African-American",31,1,1
"27","African-American",53,1,0
"3047.1","Caucasian",50,1,0
"3794.1","African-American",32,1,0
"3433.1","Caucasian",44,1,0
"3214","African-American",19,0,0
"765","African-American",42,1,0
"4882","Caucasian",45,1,0
"2163","African-American",35,1,0
"679","Caucasian",21,1,1
"4642","African-American",27,0,1
"2797.1","African-American",41,1,0
"3042","Caucasian",23,1,1
"878","African-American",32,1,1
"2027","Caucasian",27,0,1
"4365","African-American",29,1,0
"4172","Caucasian",25,1,1
"4235.2","African-American",23,0,1
"4237","Caucasian",40,1,0
"4015","African-American",31,1,0
"3075.1","African-American",28,1,1
"3782","African-American",51,1,0
"395","Caucasian",48,0,0
"2397.1","Caucasian",29,0,1
"3781","Caucasian",22,1,1
"4078","Caucasian",60,1,0
"4545","African-American",29,1,0
"924","African-American",23,1,1
"1174","Caucasian",21,1,1
"379","Caucasian",66,1,0
"1957","African-American",22,0,1
"4938","African-American",22,1,1
"4717","Caucasian",24,0,1
"2504","Caucasian",35,0,0
"2529","Caucasian",33,1,1
"1183","African-American",21,0,0
"3577","African-American",33,1,1
"2374.1","Caucasian",24,1,1
"4612","Caucasian",32,0,0
"836","Caucasian",24,1,1
"289","Caucasian",23,1,1
"4997","Caucasian",22,0,1
"3408","Caucasian",29,0,0
"426","African-American",20,1,1
"436","African-American",21,0,1
"2109","Caucasian",36,1,0
"2344","African-American",22,0,1
"1515","African-American",35,0,1
"2876","Caucasian",25,0,0
"4361","Caucasian",22,1,1
"1763","African-American",38,1,0
"3052","Caucasian",20,1,1
"2155","African-American",53,1,0
"1774","Caucasian",43,1,0
"2386","African-American",22,1,1
"3431","African-American",30,1,0
"3467.1","Caucasian",36,1,0
"3449","African-American",22,1,1
"800","Caucasian",59,0,0
"1191","African-American",28,1,0
"1661.1","Caucasian",21,0,1
"3817.1","African-American",23,1,0
"125","African-American",22,1,1
"3622","Caucasian",58,1,0
"667","African-American",27,1,1
"14","African-American",58,1,0
"1178","African-American",28,1,1
"2371","Caucasian",20,0,1
"4495","African-American",27,1,0
"2929","African-American",26,1,1
"1185","African-American",34,1,1
"2580","Caucasian",21,1,1
"4190","African-American",46,1,0
"460","African-American",32,1,0
"1948","Caucasian",39,0,0
"418.1","Caucasian",44,1,0
"680","Caucasian",24,1,1
"3793","African-American",59,1,0
"2095","African-American",21,1,0
"2485","African-American",26,1,1
"3542","Caucasian",32,1,1
"1853","Caucasian",43,0,0
"2245","African-American",20,0,1
"3762","African-American",38,0,0
"3835.1","Caucasian",26,1,1
"3832","African-American",33,0,1
"106","African-American",23,0,1
"3403","African-American",39,1,1
"3515","African-American",20,1,1
"4370","Caucasian",38,1,0
"3060","Caucasian",42,1,0
"2948","Caucasian",29,1,1
"3694.1","Caucasian",36,1,1
"2091","Caucasian",29,0,1
"2116","Caucasian",20,0,1
"3201","Caucasian",22,1,1
"1041","African-American",31,1,1
"2735","African-American",25,1,1
"933","African-American",22,0,1
"1147","Caucasian",33,1,0
"2588","African-American",20,1,1
"3620","African-American",25,1,1
"621","Caucasian",25,0,1
"773","Caucasian",33,0,0
"4205.1","African-American",20,0,1
"2355","African-American",36,1,0
"2626.1","African-American",30,1,0
"44","Caucasian",21,0,1
