"","race","age","prior_offense","is_recid"
"4767","Caucasian",71,0,0
"2971","African-American",21,0,1
"2853","Caucasian",70,0,0
"3012","Caucasian",45,0,0
"1449","African-American",49,1,0
"1442","Caucasian",20,0,1
"2160","African-American",29,1,1
"2741","Caucasian",37,1,0
"4157","Caucasian",30,1,1
"962","Caucasian",42,0,0
"841","African-American",33,0,0
"2739","Caucasian",25,1,1
"1128","African-American",27,1,1
"1000","Caucasian",32,1,0
"2437","Caucasian",29,1,1
"1942","Caucasian",31,0,1
"4354","Caucasian",33,0,0
"3307","Caucasian",34,1,1
"50","African-American",33,1,0
"174","Caucasian",32,0,0
"3326","African-American",28,1,0
"2905","African-American",20,0,1
"2565","Caucasian",30,1,1
"4719","African-American",50,0,0
"156","African-American",42,1,0
"2269","African-American",33,1,1
"2984","African-American",25,1,1
"2151","African-American",28,1,0
"547","Caucasian",28,1,1
"3519","African-American",31,1,0
"2060","African-American",21,0,1
"4703","Caucasian",26,1,1
"4072","Caucasian",29,0,0
"2459","African-American",54,1,0
"2307","African-American",23,0,1
"455","Caucasian",34,1,0
"4719.1","African-American",50,0,0
"3782","African-American",51,1,0
"3390","African-American",23,1,0
"4199","Caucasian",26,0,0
"3278","Caucasian",49,1,0
"4078","Caucasian",60,1,0
"2114","Caucasian",33,1,1
"2875","African-American",19,1,1
"3933","Caucasian",35,1,1
"4717","Caucasian",24,0,1
"3692","Caucasian",21,0,1
"2898","Caucasian",51,0,0
"3801","African-American",60,1,0
"3045","African-American",27,0,1
"3337","Caucasian",29,0,0
"851","African-American",26,1,1
"2848","Caucasian",26,1,1
"3485","African-American",46,1,1
"4554","Caucasian",20,0,1
"2158","African-American",24,0,1
"1398","Caucasian",27,0,1
"4035","African-American",27,1,0
"880","African-American",25,0,0
"1942.1","Caucasian",31,0,1
"4795","African-American",32,0,0
"2856","Caucasian",37,1,0
"1575","Caucasian",37,1,0
"2864","African-American",19,1,1
"2682","Caucasian",50,1,0
"4645","Caucasian",26,0,1
"3216","Caucasian",28,1,1
"3166","African-American",31,1,1
"1739","African-American",27,1,1
"2595","African-American",23,0,1
"2300","Caucasian",24,0,0
"4309","Caucasian",27,1,1
"4421","Caucasian",20,1,1
"2288","African-American",38,1,1
"2235","Caucasian",24,1,1
"4035.1","African-American",27,1,0
"2085","Caucasian",24,0,1
"3216.1","Caucasian",28,1,1
"2184","Caucasian",24,0,1
"3767","African-American",28,1,1
"4049","African-American",37,0,1
"4124","African-American",38,0,0
"557","African-American",33,1,0
"1999","African-American",39,1,0
"2518","African-American",55,0,0
"3525","African-American",34,1,0
"4117","African-American",20,1,1
"4066","African-American",55,1,0
"596","Caucasian",25,1,1
"4445","African-American",34,1,0
"2909","Caucasian",30,1,1
"2966","African-American",20,1,1
"1898","Caucasian",31,0,1
"3620","African-American",25,1,1
"3589","African-American",25,1,1
"3389","African-American",25,0,1
"1152","Caucasian",22,1,1
"1534","African-American",30,1,1
"3923","African-American",23,1,0
"1380","African-American",56,1,0
"77","African-American",29,0,0
"3456","Caucasian",39,1,1
"3721","African-American",25,1,0
"2692","African-American",23,1,0
"993","African-American",29,1,1
"372","Caucasian",49,1,0
"2237","African-American",27,1,0
"2907","Caucasian",26,0,1
"3212","Caucasian",28,1,1
"2762","Caucasian",54,1,0
"2940","African-American",19,0,1
"725","African-American",27,1,0
"4817","African-American",20,0,1
"57","Caucasian",44,0,0
"3744","African-American",20,0,1
"4390","Caucasian",26,1,0
"1473","African-American",50,1,0
"4262","African-American",36,1,0
"1000.1","Caucasian",32,1,0
"318","African-American",30,0,0
"506","African-American",39,1,0
"1838","African-American",22,1,1
"4405","Caucasian",22,1,1
"2683","African-American",26,1,0
"1541","African-American",31,1,1
"3884","Caucasian",64,1,0
"230","Caucasian",25,0,0
"3603","African-American",56,1,0
"865","African-American",22,1,0
"4709","Caucasian",35,1,0
"275","Caucasian",34,1,0
"2427","African-American",20,0,1
"3967","Caucasian",26,1,1
"4249","African-American",22,1,1
"3617","African-American",27,1,1
"2725","Caucasian",26,1,1
"471","Caucasian",42,0,0
"388","African-American",35,0,1
"4769","African-American",26,0,0
"4950","African-American",56,0,0
"4826","African-American",49,1,0
"4341","Caucasian",25,0,1
"4047","African-American",22,0,1
"3512","Caucasian",34,1,1
"1155","African-American",39,1,1
"4320","African-American",31,1,1
"3682","African-American",21,0,1
"3991","African-American",40,1,0
"4972","Caucasian",49,1,0
"3585","African-American",23,1,0
"3672","African-American",20,0,1
"4295","African-American",30,1,0
"1931","African-American",30,1,1
"1551","African-American",20,1,1
"3702","Caucasian",26,0,0
"3586","Caucasian",65,1,0
"1503","African-American",32,1,0
"3763","African-American",54,1,0
"2177","African-American",43,1,0
"2885","Caucasian",38,1,0
"1719","Caucasian",24,0,1
"1767","Caucasian",36,1,1
"2672","Caucasian",53,1,0
"2575","African-American",31,1,0
"1653","African-American",23,1,0
"1514","Caucasian",55,1,0
"756","Caucasian",22,1,1
"2437.1","Caucasian",29,1,1
"2940.1","African-American",19,0,1
"2226","African-American",28,1,1
"295","African-American",26,1,0
"1950","Caucasian",24,0,1
"2839","African-American",37,1,1
"1527","African-American",20,0,1
"4192","Caucasian",49,1,0
"2620","Caucasian",24,0,1
"4410","Caucasian",67,1,0
"4594","African-American",22,1,1
"4468","Caucasian",20,0,1
"3432","African-American",23,0,1
"4276","African-American",29,1,0
"1183","African-American",21,0,0
"1746","Caucasian",63,1,0
"2574","African-American",36,1,1
"285","Caucasian",52,0,0
"3006","African-American",30,1,0
"716","Caucasian",21,0,1
"4203","African-American",43,1,0
"730","Caucasian",33,1,1
"4128","African-American",30,1,1
"4151","African-American",31,1,1
"103","African-American",24,1,1
"61","Caucasian",22,1,1
"1952","Caucasian",56,1,0
"3214","African-American",19,0,0
"2576","African-American",20,0,1
"3298","African-American",33,1,0
"3276","Caucasian",45,1,0
"2573","African-American",39,1,0
"559","Caucasian",43,1,0
"3782.1","African-American",51,1,0
"4008","African-American",26,1,1
"320","Caucasian",56,1,0
"364","African-American",30,1,1
"2810","African-American",33,1,0
"2883","Caucasian",26,0,1
