"","race","age","prior_offense","is_recid"
"2389","African-American",25,0,1
"4044","African-American",20,0,0
"9","Caucasian",21,0,1
"4745","Caucasian",56,0,0
"521","African-American",27,0,0
"262","African-American",23,1,1
"2541","African-American",41,1,0
"1179","African-American",24,0,1
"1460","African-American",39,1,1
"3190","Caucasian",26,1,1
"4801","African-American",22,0,1
"429","African-American",34,0,1
"1636","African-American",23,0,1
"2167","African-American",23,0,1
"3540","Caucasian",51,1,0
"1084","African-American",27,1,0
"1378","Caucasian",23,0,1
"4420","Caucasian",49,1,0
"539","Caucasian",51,0,0
"1155","African-American",39,1,1
"4713","Caucasian",21,0,1
"752","African-American",50,0,0
"362","Caucasian",29,1,1
"3042","Caucasian",23,1,1
"18","Caucasian",29,1,1
"3726","African-American",21,0,0
"504","African-American",24,1,1
"4917","African-American",26,1,0
"4349","African-American",23,0,1
"4318","African-American",30,0,1
"3689","Caucasian",21,1,1
"1527","African-American",20,0,1
"2131","African-American",22,1,1
"198","African-American",27,0,1
"4872","African-American",29,1,1
"4405","Caucasian",22,1,1
"185","African-American",59,1,0
"1271","Caucasian",21,1,1
"257","African-American",24,1,1
"2847","African-American",26,1,1
"1101","Caucasian",51,1,0
"4199","Caucasian",26,0,0
"65","Caucasian",21,0,1
"4587","African-American",24,0,0
"4057","Caucasian",35,1,0
"3834","African-American",24,1,1
"251","Caucasian",26,0,1
"3208","Caucasian",34,0,1
"849","African-American",28,1,0
"2809","African-American",40,1,0
"2567","Caucasian",42,0,0
"2434","African-American",39,1,0
"1835","Caucasian",56,1,0
"392","Caucasian",26,0,1
"4029","African-American",37,1,1
"1174","Caucasian",21,1,1
"2445","African-American",54,1,0
"4627","African-American",26,0,0
"3734","African-American",29,1,0
"2585","African-American",29,0,1
"143","Caucasian",28,0,1
"1716","Caucasian",39,0,0
"883","African-American",35,1,0
"2026","African-American",24,1,1
"1775","African-American",28,1,1
"1073","Caucasian",23,0,0
"4927","African-American",19,0,1
"2565","Caucasian",30,1,1
"889","Caucasian",24,0,1
"4575","African-American",20,1,1
"4213","Caucasian",27,1,1
"66","African-American",25,0,1
"2410","Caucasian",42,1,0
"3307","Caucasian",34,1,1
"583","Caucasian",26,1,1
"3508","African-American",28,1,0
"823","African-American",28,1,1
"9.1","Caucasian",21,0,1
"280","Caucasian",21,0,0
"556","African-American",33,1,0
"4358","Caucasian",33,0,0
"1287","African-American",24,1,1
"4449","African-American",27,1,0
"1286","African-American",27,1,0
"1021","Caucasian",29,0,1
"127","African-American",25,1,0
"1794","African-American",25,1,1
"1588","Caucasian",64,0,0
"4623","Caucasian",33,1,1
"189","African-American",33,1,1
"1828","African-American",27,1,0
"3198","African-American",24,1,1
"3097","Caucasian",27,1,1
"1538","African-American",49,0,0
"91","African-American",32,0,0
"3343","Caucasian",36,0,1
"4470","African-American",26,1,1
"4006","Caucasian",31,0,1
"1455","Caucasian",22,1,1
"1431","Caucasian",25,0,1
"952","African-American",22,1,1
"186","Caucasian",58,0,0
"1377","African-American",22,1,1
"1009","African-American",27,1,0
"1863","Caucasian",24,0,1
"448","African-American",24,0,0
"3760","Caucasian",29,1,0
"2255","African-American",30,1,0
"15","African-American",23,1,1
"2525","African-American",49,1,0
"4170","African-American",33,1,0
"4188","Caucasian",25,1,1
"1725","Caucasian",26,1,1
"764","African-American",24,0,0
"1397","Caucasian",33,0,0
"1293","Caucasian",43,0,0
"691","Caucasian",28,1,1
"1611","Caucasian",27,1,1
"443","Caucasian",31,0,0
"1293.1","Caucasian",43,0,0
"3160","African-American",32,1,0
"3243","Caucasian",26,0,1
