"","race","age","prior_offense","is_recid"
"618","Caucasian",52,1,0
"3724","Caucasian",25,0,1
"4715","African-American",39,1,0
"4348","Caucasian",57,0,0
"2085","Caucasian",24,0,1
"2018","Caucasian",31,0,1
"1962","Caucasian",49,0,0
"465","African-American",26,1,1
"1488","Caucasian",45,1,0
"1229","Caucasian",22,1,1
"849","African-American",28,1,0
"3888","African-American",24,1,1
"2995","Caucasian",29,1,0
"2458","African-American",41,1,1
"3548","African-American",37,1,1
"3149","Caucasian",26,0,1
"710","African-American",24,1,1
"4219","Caucasian",25,0,1
"4085","Caucasian",51,0,0
"1801","African-American",43,1,0
"3283","Caucasian",22,1,0
"1529","Caucasian",74,0,0
"3599","African-American",34,1,0
"3835","Caucasian",26,1,1
"870","African-American",28,1,1
"1326","African-American",25,1,0
"406","Caucasian",46,0,0
"2934","African-American",35,1,0
"4093","African-American",22,0,1
"3806","Caucasian",29,1,0
"1378","Caucasian",23,0,1
"759","African-American",21,0,1
"1649","African-American",43,1,0
"3818","African-American",31,1,0
"2704","Caucasian",33,1,0
"105","African-American",22,1,1
"802","Caucasian",34,0,1
"3964","Caucasian",30,1,1
"3717","African-American",28,1,1
"622","Caucasian",41,0,0
"2498","African-American",29,1,0
"3577","African-American",33,1,1
"2608","Caucasian",44,1,0
"2137","African-American",28,1,0
"4660","Caucasian",22,1,1
"372","Caucasian",49,1,0
"996","Caucasian",61,0,0
"1501","Caucasian",20,1,1
"4714","African-American",35,1,0
"2938","Caucasian",26,0,1
"944","Caucasian",29,0,1
"4695","Caucasian",49,1,0
"1610","Caucasian",32,1,0
"2876","Caucasian",25,0,0
"3025","African-American",23,0,1
"1885","African-American",38,1,1
"3104","African-American",39,1,0
"4338","Caucasian",23,0,0
"2764","African-American",20,0,1
"3934","Caucasian",24,1,1
"3053","African-American",34,1,0
"1672","Caucasian",67,0,0
"4248","Caucasian",33,0,0
"3662","African-American",20,0,1
"2508","Caucasian",21,1,1
"4317","African-American",63,0,0
"4374","Caucasian",27,0,1
"1090","Caucasian",27,1,0
"159","African-American",24,1,1
"2502","Caucasian",46,0,0
"3227","Caucasian",36,1,1
"4230","African-American",31,1,1
"4749","Caucasian",29,1,1
"3301","Caucasian",20,0,1
"3039","Caucasian",36,0,0
"308","African-American",47,1,0
"864","African-American",23,1,1
"4748","African-American",56,1,0
"4161","Caucasian",57,1,0
"1255","Caucasian",32,1,0
"2325","African-American",35,1,0
"15","African-American",23,1,1
"1758","African-American",42,1,0
"3333","African-American",33,0,1
"2991","Caucasian",31,1,1
"4373","Caucasian",42,0,0
"3702","Caucasian",26,0,0
"376","Caucasian",45,1,0
"514","Caucasian",21,1,1
"1680","African-American",63,1,0
"3210","African-American",25,0,0
"4523","African-American",56,1,0
"4921","African-American",22,1,1
"3241","Caucasian",21,0,1
"2891","African-American",22,0,0
"4973","African-American",29,1,1
"2073","African-American",23,0,1
"1375","Caucasian",37,1,0
"999","African-American",47,1,0
"472","African-American",28,1,1
"2952","Caucasian",22,0,1
"2638","Caucasian",19,1,1
"2148","Caucasian",68,0,0
