age,prior_offense,Black,White,is_recid,pred_0.2,pred_0.1,pred_0.05,pred_0.01,risk_0.2,risk_0.1,risk_0.05,risk_0.01
-0.3721419955268998,1,1.0,0.0,0,0.5957626758689594,0.5483822097537547,0.5179681228721577,0.4993911786605842,1,1,1,0
-0.45933961386114686,1,0.0,1.0,1,0.6009690933130463,0.5500936471536655,0.5163906755495132,0.4989461700761988,1,1,1,0
-0.633734850529641,1,1.0,0.0,0,0.6113126880569602,0.553512927716719,0.5132348321848648,0.49805615862105385,1,1,1,0
0.9358222794868064,1,1.0,0.0,1,0.5157134539347917,0.5225956942050706,0.5415693837424215,0.5060660283795599,1,1,1,1
0.499834187815571,1,0.0,1.0,0,0.5426948827019116,0.5312114521651031,0.5337177433410004,0.5038412012281762,1,1,1,1
-0.3721419955268998,1,0.0,1.0,1,0.5957626758689594,0.5483822097537547,0.5179681228721577,0.4993911786605842,1,1,1,0
0.499834187815571,1,1.0,0.0,0,0.5426948827019116,0.5312114521651031,0.5337177433410004,0.5038412012281762,1,1,1,1
-0.3721419955268998,1,1.0,0.0,1,0.5957626758689594,0.5483822097537547,0.5179681228721577,0.4993911786605842,1,1,1,0
0.6742294244840652,1,0.0,1.0,1,0.5319234324803459,0.527767092297999,0.5368606247704274,0.504731155277677,1,1,1,1
-0.45933961386114686,1,0.0,1.0,1,0.6009690933130463,0.5500936471536655,0.5163906755495132,0.4989461700761988,1,1,1,0
-0.11054914052415854,1,0.0,1.0,0,0.580017956383888,0.5432411858162571,0.522698191122001,0.5007262073808972,1,1,1,1
-0.3721419955268998,1,1.0,0.0,0,0.5957626758689594,0.5483822097537547,0.5179681228721577,0.4993911786605842,1,1,1,0
-0.9825253238666293,1,0.0,1.0,1,0.6316939861776916,0.5603360074701439,0.5069202302807169,0.49627617830455795,1,1,1,0
0.6742294244840652,1,1.0,0.0,1,0.5319234324803459,0.527767092297999,0.5368606247704274,0.504731155277677,1,1,1,1
-1.1569205605351234,1,0.0,1.0,0,0.6417159585661274,0.5637391799614896,0.5037619750957094,0.4953862207219387,1,1,1,0
-0.7209324688638881,1,1.0,0.0,1,0.6164477665418298,0.555220691814248,0.5116564989472007,0.49761115716027293,1,1,1,0
1.8949960811635242,1,1.0,0.0,0,0.45625372014577964,0.5036008511151757,0.5587651565454996,0.5109596785736993,0,1,1,1
-0.45933961386114686,1,0.0,1.0,1,0.6009690933130463,0.5500936471536655,0.5163906755495132,0.4989461700761988,1,1,1,0
-0.45933961386114686,0,0.0,1.0,1,0.34612795941195496,0.4013081438955038,0.3972545923981953,0.47389358160544415,0,0,0,0
1.72060084449503,1,1.0,0.0,0,0.46702171717245905,0.5070568414424559,0.5556478887038339,0.5100700527318613,0,1,1,1
1.72060084449503,1,1.0,0.0,0,0.46702171717245905,0.5070568414424559,0.5556478887038339,0.5100700527318613,0,1,1,1
-0.7209324688638881,0,0.0,1.0,0,0.3609807380855328,0.4063007849532586,0.3927256739777117,0.4725623803528832,0,0,0,0
-0.8081300871981352,1,0.0,1.0,1,0.6215570020008016,0.5569271526075174,0.5100779332456032,0.49716615948397586,1,1,1,0
-0.9825253238666293,1,1.0,0.0,0,0.6316939861776916,0.5603360074701439,0.5069202302807169,0.49627617830455795,1,1,1,0
0.0638460961443356,1,1.0,0.0,1,0.5694281349026071,0.5398086427892238,0.5258493622341961,0.5016162219502744,1,1,1,1
1.2846127528237947,0,0.0,1.0,0,0.2555189572146897,0.3685893405575372,0.42786371848203386,0.48277683290554474,0,0,0,0
0.41263656948132393,1,1.0,0.0,1,0.5480663088019863,0.5329325381893304,0.5321452825672501,0.5033962147233045,1,1,1,1
-1.1569205605351234,0,0.0,1.0,1,0.3863246207404381,0.4146645753222277,0.38521865731959254,0.47034458763116793,0,0,0,0
-0.3721419955268998,1,0.0,1.0,1,0.5957626758689594,0.5483822097537547,0.5179681228721577,0.4993911786605842,1,1,1,0
-0.9825253238666293,1,1.0,0.0,0,0.6316939861776916,0.5603360074701439,0.5069202302807169,0.49627617830455795,1,1,1,0
-0.11054914052415854,0,1.0,0.0,1,0.3267853539798364,0.39468317650208873,0.40332051538185654,0.475669090806763,0,0,0,0
-0.7209324688638881,1,1.0,0.0,1,0.6164477665418298,0.555220691814248,0.5116564989472007,0.49761115716027293,1,1,1,0
-0.2849443771926527,1,0.0,1.0,1,0.590534611486524,0.5466696271736258,0.5195452121271816,0.49983618820950493,1,1,1,0
1.0230198978210534,1,0.0,1.0,0,0.5103010768234196,0.5208707627269338,0.5431373635320329,0.5065109678020976,1,1,1,1
-0.7209324688638881,1,0.0,1.0,1,0.6164477665418298,0.555220691814248,0.5116564989472007,0.49761115716027293,1,1,1,0
-0.45933961386114686,1,0.0,1.0,0,0.6009690933130463,0.5500936471536655,0.5163906755495132,0.4989461700761988,1,1,1,0
0.6742294244840652,1,1.0,0.0,1,0.5319234324803459,0.527767092297999,0.5368606247704274,0.504731155277677,1,1,1,1
-0.633734850529641,0,1.0,0.0,1,0.3559985362040538,0.40463436378817985,0.3942333061595837,0.4730060716950506,0,0,0,0
-0.2849443771926527,1,1.0,0.0,0,0.590534611486524,0.5466696271736258,0.5195452121271816,0.49983618820950493,1,1,1,0
-0.3721419955268998,0,0.0,1.0,1,0.3412412839784955,0.3996484156624905,0.3987681940327556,0.47433739877951064,0,0,0,0
0.0638460961443356,1,1.0,0.0,1,0.5694281349026071,0.5398086427892238,0.5258493622341961,0.5016162219502744,1,1,1,1
-0.11054914052415854,0,1.0,0.0,0,0.3267853539798364,0.39468317650208873,0.40332051538185654,0.475669090806763,0,0,0,0
3.1157627378429833,1,0.0,1.0,0,0.38255087370313884,0.4794177739545673,0.5804433243392529,0.5171848006907661,0,0,1,1
0.41263656948132393,1,0.0,1.0,0,0.5480663088019863,0.5329325381893304,0.5321452825672501,0.5033962147233045,1,1,1,1
0.8486246611525593,0,0.0,1.0,0,0.27666423932869705,0.3766693510024924,0.42014973457880844,0.4805547791035347,0,0,0,0
0.7614270428183122,0,0.0,1.0,0,0.28102064791729287,0.3782937811125749,0.41861148179155816,0.4801104578187774,0,0,0,0
